"outcome","pathway_id","exposure","exposure_label","scale","model_structure","family","offset_policy","n_months","data_status","se_method","term","estimate","std_error","statistic","p_value","rr","rr_low","rr_high","q_value_core_bh","manuscript_role"
"chd","P02B","mean_tmin","Mean minimum temperature (per 1 C)",1,"single_exposure","quasipoisson","population_x_days",132,"HA_APPROVED_AGGREGATE","NeweyWest_lag3","mean_tmin",-0.00712892205765021,0.00814065228257121,-0.875718776603802,0.381182935162475,0.992896428430879,0.977179810344902,1.00886582710181,,"sensitivity"
"chd","P02B","mean_tmin","Mean minimum temperature (per 1 C)",1,"single_exposure","quasipoisson","population_x_days",132,"HA_APPROVED_AGGREGATE","NeweyWest_lag6","mean_tmin",-0.00712892205765021,0.00794604143899349,-0.897166483762161,0.369630086773942,0.992896428430879,0.977552614223974,1.00848108147448,,"sensitivity"
"chd","P02B","mean_tmin","Mean minimum temperature (per 1 C)",1,"single_exposure","negative_binomial","none",132,"HA_APPROVED_AGGREGATE","model","mean_tmin",-0.00639731635177424,0.00789459975950092,-0.810340808484338,0.417744327264241,0.993623102910448,0.978366698500586,1.00911741185638,,"sensitivity"
"chd","P02B","mean_tmin","Mean minimum temperature (per 1 C)",1,"single_exposure","negative_binomial","none",132,"HA_APPROVED_AGGREGATE","HC1","mean_tmin",-0.00639731635177424,0.00937037665308644,-0.682717097574415,0.49478562375318,0.993623102910448,0.975540839505986,1.01204053244696,,"sensitivity"
"chd","P02B","mean_tmin","Mean minimum temperature (per 1 C)",1,"single_exposure","negative_binomial","none",132,"HA_APPROVED_AGGREGATE","NeweyWest_lag3","mean_tmin",-0.00639731635177424,0.00912281928120395,-0.701243349734532,0.483151160761159,0.993623102910448,0.976014298920626,1.01154959689548,,"sensitivity"
"chd","P02B","mean_tmin","Mean minimum temperature (per 1 C)",1,"single_exposure","negative_binomial","none",132,"HA_APPROVED_AGGREGATE","NeweyWest_lag6","mean_tmin",-0.00639731635177424,0.00897706362853171,-0.712629052939061,0.476075328912186,0.993623102910448,0.976293167570745,1.01126065758915,,"sensitivity"
"chd","P02B","mean_tmin","Mean minimum temperature (per 1 C)",1,"single_exposure","quasipoisson","none",132,"HA_APPROVED_AGGREGATE","model","mean_tmin",-0.00719149670466111,0.00803121932728781,-0.895442698249623,0.370550484321743,0.992834300231197,0.977328268861377,1.00858634618639,,"sensitivity"
"chd","P02B","mean_tmin","Mean minimum temperature (per 1 C)",1,"single_exposure","quasipoisson","none",132,"HA_APPROVED_AGGREGATE","HC1","mean_tmin",-0.00719149670466111,0.00839499101053677,-0.856641382418978,0.391643107964095,0.992834300231197,0.976631689493895,1.00930571710855,,"sensitivity"
"chd","P02B","mean_tmin","Mean minimum temperature (per 1 C)",1,"single_exposure","quasipoisson","none",132,"HA_APPROVED_AGGREGATE","NeweyWest_lag3","mean_tmin",-0.00719149670466111,0.00821721921795146,-0.875174011294534,0.381479231628309,0.992834300231197,0.976972039214568,1.00895410323926,,"sensitivity"
"chd","P02B","mean_tmin","Mean minimum temperature (per 1 C)",1,"single_exposure","quasipoisson","none",132,"HA_APPROVED_AGGREGATE","NeweyWest_lag6","mean_tmin",-0.00719149670466111,0.00804751207657201,-0.893629812075345,0.371519990153416,0.992834300231197,0.977297059565367,1.00861855468382,,"sensitivity"
"chd","P04A","hot_nights","Hot nights (per 5 days)",5,"single_exposure","negative_binomial","days_only",132,"HA_APPROVED_AGGREGATE","model","I(hot_nights/5)",0.0215894730883367,0.0135824327682527,1.58951444536501,0.111944295393993,1.02182421201542,0.994980544642884,1.04939209704415,,"sensitivity"
"chd","P04A","hot_nights","Hot nights (per 5 days)",5,"single_exposure","negative_binomial","days_only",132,"HA_APPROVED_AGGREGATE","HC1","I(hot_nights/5)",0.0215894730883367,0.0123731797351545,1.74486054114264,0.0810091473729088,1.02182421201542,0.997341580679111,1.04690784029075,,"sensitivity"
