"outcome","pathway_id","exposure","model_structure","exposure_rhs","offset_type","offset_label","term","estimate","std_error","statistic","p_value","rr","rr_low","rr_high","n_months","data_status","family","se_method","aic"
"hf","P02","joint_tmax_tmin","joint_exploratory","mean_tmax + mean_tmin","days_only","days_only","mean_tmax",0.0155239702301005,0.0179031129810623,0.867110107975166,0.385881682808143,1.01564509301311,0.98062404318706,1.05191685042628,132,"HA_APPROVED_AGGREGATE","negbin/glm/lm","NeweyWest_lag6",1225.02672212602
"hf","P02","joint_tmax_tmin","joint_exploratory","mean_tmax + mean_tmin","days_only","days_only","mean_tmin",-0.0421441567931446,0.0234312691486582,-1.79862885470538,0.0720774098268875,0.958731562942619,0.915697284535908,1.00378828823135,132,"HA_APPROVED_AGGREGATE","negbin/glm/lm","NeweyWest_lag6",1225.02672212602
"hf","P02","joint_tmax_tmin","joint_exploratory","mean_tmax + mean_tmin","no_offset","no_offset_counts","mean_tmax",0.0158811093225959,0.0178126839620575,0.891561841911301,0.37262783049849,1.01600788435956,0.981148209072991,1.05210610541306,132,"HA_APPROVED_AGGREGATE","negbin/glm/lm","NeweyWest_lag6",1223.94426863776
"hf","P02","joint_tmax_tmin","joint_exploratory","mean_tmax + mean_tmin","no_offset","no_offset_counts","mean_tmin",-0.0430569951328037,0.0234730351414813,-1.83431732936462,0.0666069032452296,0.957856795335971,0.914786893592739,1.00295450973061,132,"HA_APPROVED_AGGREGATE","negbin/glm/lm","NeweyWest_lag6",1223.94426863776
"hf","P02","joint_tmax_tmin","joint_exploratory","mean_tmax + mean_tmin","pop_x_days","population_x_days","mean_tmax",0.016072240146088,0.0177532085708736,0.905314669284995,0.365298707168824,1.01620209334224,0.98145015737106,1.05218455237634,132,"HA_APPROVED_AGGREGATE","negbin/glm/lm","NeweyWest_lag6",1224.40286083636
"hf","P02","joint_tmax_tmin","joint_exploratory","mean_tmax + mean_tmin","pop_x_days","population_x_days","mean_tmin",-0.0431832419138893,0.0232311824475981,-1.85884821021472,0.0630486567281314,0.957735876631778,0.915105097624158,1.00235263880517,132,"HA_APPROVED_AGGREGATE","negbin/glm/lm","NeweyWest_lag6",1224.40286083636
"hf","P01A","mean_temp","single_exposure","mean_temp","days_only","days_only","mean_temp",-0.0260055379373725,0.0143091440302916,-1.81740695895717,0.0691548229807702,0.974329693816984,0.947383352675751,1.00204246736264,132,"HA_APPROVED_AGGREGATE","negbin/glm/lm","NeweyWest_lag6",1225.00397754535
"hf","P01A","mean_temp","single_exposure","mean_temp","no_offset","no_offset_counts","mean_temp",-0.0265650851464099,0.0145167083700806,-1.82996616513709,0.0672549984083706,0.973784662855624,0.946468268912107,1.00188944601681,132,"HA_APPROVED_AGGREGATE","negbin/glm/lm","NeweyWest_lag6",1224.01393562169
"hf","P01A","mean_temp","single_exposure","mean_temp","pop_x_days","population_x_days","mean_temp",-0.0264928774041474,0.0141608242288317,-1.87085701905736,0.0613649018454554,0.973854980186275,0.947197084484751,1.00126313516844,132,"HA_APPROVED_AGGREGATE","negbin/glm/lm","NeweyWest_lag6",1224.48937754064
"hf","P02A","mean_tmax","single_exposure","mean_tmax","days_only","days_only","mean_tmax",-0.0190464892509477,0.0120339574864901,-1.58272864702491,0.113483325974114,0.981133749009481,0.958262964057423,1.0045503891432,132,"HA_APPROVED_AGGREGATE","negbin/glm/lm","NeweyWest_lag6",1227.31943578381
"hf","P02A","mean_tmax","single_exposure","mean_tmax","no_offset","no_offset_counts","mean_tmax",-0.0194371566136437,0.0122164301995621,-1.59106680888991,0.111594541214017,0.980750526936355,0.957546150814524,1.00451721858809,132,"HA_APPROVED_AGGREGATE","negbin/glm/lm","NeweyWest_lag6",1226.45562355032
"hf","P02A","mean_tmax","single_exposure","mean_tmax","pop_x_days","population_x_days","mean_tmax",-0.0193497408880801,0.0119171669393534,-1.62368631626554,0.10444277291491,0.980836263702581,0.958191727362259,1.00401594871036,132,"HA_APPROVED_AGGREGATE","negbin/glm/lm","NeweyWest_lag6",1226.92892722161
"hf","P02B","mean_tmin","single_exposure","mean_tmin","days_only","days_only","mean_tmin",-0.0272732218931944,0.0139402471348886,-1.95643747412031,0.0504136413025569,0.973095334250664,0.946867504573631,1.00004966372439,132,"HA_APPROVED_AGGREGATE","negbin/glm/lm","NeweyWest_lag6",1223.7190651198
"hf","P02B","mean_tmin","single_exposure","mean_tmin","no_offset","no_offset_counts","mean_tmin",-0.0278429383067745,0.0141262839058815,-1.97100231683593,0.0487236108124076,0.972541103758858,0.945983213537824,0.999844590226104,132,"HA_APPROVED_AGGREGATE","negbin/glm/lm","NeweyWest_lag6",1222.67454083032
"hf","P02B","mean_tmin","single_exposure","mean_tmin","pop_x_days","population_x_days","mean_tmin",-0.0277859719403109,0.0137971340476265,-2.0138944685466,0.0440206144236114,0.972596507469835,0.946647621649108,0.999256687186979,132,"HA_APPROVED_AGGREGATE","negbin/glm/lm","NeweyWest_lag6",1223.14878801732
"hf","P04C","very_hot_days","single_exposure","I(very_hot_days/5)","days_only","days_only","I(very_hot_days/5)",-0.00500131468831582,0.0166662705174907,-0.30008601402858,0.76411154706375,0.995011171062262,0.963033380355518,1.02805079318559,132,"HA_APPROVED_AGGREGATE","negbin/glm/lm","NeweyWest_lag6",1231.79234585722
"hf","P04C","very_hot_days","single_exposure","I(very_hot_days/5)","no_offset","no_offset_counts","I(very_hot_days/5)",-0.0050355618674764,0.0166801101395205,-0.301890204882134,0.762735762976733,0.994977095319922,0.962974278077206,1.0280434719274,132,"HA_APPROVED_AGGREGATE","negbin/glm/lm","NeweyWest_lag6",1231.13987190374
"hf","P04C","very_hot_days","single_exposure","I(very_hot_days/5)","pop_x_days","population_x_days","I(very_hot_days/5)",-0.00498259415805045,0.0166034282304248,-0.300094299135171,0.764105227557294,0.99502979837336,0.963170036217458,1.02794341852574,132,"HA_APPROVED_AGGREGATE","negbin/glm/lm","NeweyWest_lag6",1231.56166311682
