"built_at","reference_period_policy","hogan_locked","daily_file","n_definitions_built"
"2026-08-07 09:52:36.579219","PROVISIONAL study window 2013-2023; registry reference_period still null",FALSE,"/workspace/data_processed/climate_daily_hko.csv",13
