"outcome","file","n_rows","grain","data_status","cohort","event_definition","stroke_types","n_months","month_min","month_max","missing_months_n","missing_months","extra_months_n","n_events_total","n_events_mean_month","n_events_2013","n_events_2023","n_suppressed_rows","any_negative","checked_at"
"hf","/workspace/data_raw/ha_secure_placeholder/ha_hf_monthly_2013_2023.csv",132,"territory","HA_APPROVED_AGGREGATE","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","hf_all",132,"2013-01","2023-12",0,"",0,29681,224.86,4336,2296,0,FALSE,"2026-08-07 09:52:41.559874"
