date,month_id,tmin,tmax,tv_guo2016_0_1,tv_guo2016_0_7,dtr
2013-01-01,2013-01,10.8,17.4,4.320012,4.349286,6.6
2013-01-02,2013-01,14.9,19.3,3.67242,4.378204,4.4
2013-01-03,2013-01,14.5,19.1,2.604483,4.291032,4.6
2013-01-04,2013-01,11.3,14.6,3.206634,4.20412,3.3
2013-01-05,2013-01,11.9,17,2.626785,3.720372,5.1
2013-01-06,2013-01,13.9,17.1,2.531633,3.491364,3.2
2013-01-07,2013-01,12.7,17.5,2.366432,3.321891,4.8
2013-01-08,2013-01,16,20.3,3.165833,2.925342,4.3
2013-01-09,2013-01,14.6,18.3,2.515287,2.705026,3.7
2013-01-10,2013-01,13.1,16.3,2.238117,2.619383,3.2
2013-01-11,2013-01,14.6,18.8,2.445404,2.590495,4.2
2013-01-12,2013-01,14.1,18.7,2.548856,2.468932,4.6
2013-01-13,2013-01,14.1,19.2,2.807579,2.40651,5.1
2013-01-14,2013-01,12.8,18.7,3.225937,2.563299,5.9
2013-01-15,2013-01,14.1,17.1,2.703547,2.445404,3
2013-01-16,2013-01,14.9,21.4,3.272486,2.602307,6.5
2013-01-17,2013-01,15.2,19.6,3.233548,2.665388,4.4
2013-01-18,2013-01,13.3,16.6,2.653771,2.649277,3.3
2013-01-19,2013-01,12.9,17.4,2.281082,2.698634,4.5
2013-01-20,2013-01,15.8,19.1,2.636917,2.666302,3.3
2013-01-21,2013-01,18.9,22.8,2.864146,3.016814,3.9
2013-01-22,2013-01,18.9,25.6,3.266497,3.514446,6.7
2013-01-23,2013-01,16.8,20,3.758878,3.423546,3.2
2013-01-24,2013-01,16.6,21.5,2.418505,3.350398,4.9
2013-01-25,2013-01,15.9,20.8,2.857738,3.359458,4.9
2013-01-26,2013-01,16.3,19.8,2.464413,3.110942,3.5
2013-01-27,2013-01,15.5,17.7,1.883923,2.835372,2.2
2013-01-28,2013-01,14.2,18.6,2.011633,2.974776,4.4
2013-01-29,2013-01,16,21.2,3.057232,2.927542,5.2
2013-01-30,2013-01,16.6,20.4,2.629956,2.325645,3.8
2013-01-31,2013-01,16.9,20.9,2.264214,2.384105,4
2013-02-01,2013-02,17.4,24.9,3.705289,2.798147,7.5
2013-02-02,2013-02,18.9,26,4.282523,3.271843,7.1
2013-02-03,2013-02,18.2,19.7,3.586084,3.206029,1.5
2013-02-04,2013-02,19.1,23.3,2.236627,3.209199,4.2
2013-02-05,2013-02,20.3,25.2,2.782535,3.142796,4.9
2013-02-06,2013-02,19.3,24.6,2.982728,3.113137,5.3
2013-02-07,2013-02,18.1,20.6,2.824299,2.999528,2.5
2013-02-08,2013-02,14.4,18.7,2.595509,3.307359,4.3
2013-02-09,2013-02,11.9,15.8,2.836665,3.821992,3.9
2013-02-10,2013-02,14,18.3,2.716616,3.665873,4.3
2013-02-11,2013-02,16,19.6,2.479751,3.730594,3.6
2013-02-12,2013-02,16.3,22.8,3.197264,3.735678,6.5
2013-02-13,2013-02,15.6,20.8,3.486522,3.362638,5.2
2013-02-14,2013-02,16.7,21.2,2.840628,2.979262,4.5
2013-02-15,2013-02,18,24.4,3.448067,3.364564,6.4
2013-02-16,2013-02,16.2,19.4,3.51947,3.288946,3.2
2013-02-17,2013-02,16.5,21,2.320022,2.906086,4.5
2013-02-18,2013-02,18.5,25.4,3.8371,3.103009,6.9
2013-02-19,2013-02,17.8,26.2,4.437999,3.457552,8.4
2013-02-20,2013-02,16,19,4.473254,3.387225,3
2013-02-21,2013-02,16.4,21.4,2.513961,3.348376,5
2013-02-22,2013-02,16.2,22.4,3.259857,3.430549,6.2
2013-02-23,2013-02,16.2,21.8,3.415162,3.334466,5.6
2013-02-24,2013-02,16.3,20.8,2.944345,3.346335,4.5
2013-02-25,2013-02,17.3,23.1,3.144705,3.406171,5.8
2013-02-26,2013-02,19.1,23.8,3.131959,3.236845,4.7
2013-02-27,2013-02,21,25.4,2.815878,3.114884,4.4
2013-02-28,2013-02,18.3,21.9,2.93087,3.00907,3.6
2013-03-01,2013-03,18.2,22,2.136976,2.913846,3.8
2013-03-02,2013-03,15.1,21.4,3.187868,2.987188,6.3
2013-03-03,2013-03,13.6,17.4,3.397425,3.289523,3.8
2013-03-04,2013-03,13.2,21.7,3.96432,3.608826,8.5
2013-03-05,2013-03,15.6,22.3,4.502592,3.65486,6.7
2013-03-06,2013-03,16.3,23.6,4.086155,3.718938,7.3
2013-03-07,2013-03,17.2,24.9,4.377975,3.660641,7.7
2013-03-08,2013-03,17.6,26.4,4.805119,4.070539,8.8
2013-03-09,2013-03,18.1,26.1,4.855581,4.380787,8
2013-03-10,2013-03,18.5,26.4,4.594471,4.551003,7.9
2013-03-11,2013-03,18.7,23.2,3.811386,4.234442,4.5
2013-03-12,2013-03,18.1,23.5,2.870975,3.87018,5.4
2013-03-13,2013-03,20.3,26.6,3.716966,3.830138,6.3
2013-03-14,2013-03,18.4,22.1,3.508561,3.637164,3.7
2013-03-15,2013-03,17.7,22.3,2.414367,3.499905,4.6
2013-03-16,2013-03,18.5,23.2,2.729316,3.225723,4.7
2013-03-17,2013-03,19,23.4,2.636127,2.972085,4.4
2013-03-18,2013-03,21.2,26.3,3.119161,2.86972,5.1
2013-03-19,2013-03,22.4,27.6,3.05982,3.143644,5.2
2013-03-20,2013-03,23.5,28.3,2.935416,3.34664,4.8
2013-03-21,2013-03,19,23.8,3.798684,3.262406,4.8
2013-03-22,2013-03,18.9,26,3.550939,3.351561,7.1
2013-03-23,2013-03,21.3,26.2,3.600926,3.224877,4.9
2013-03-24,2013-03,21.4,25.7,2.663957,3.09117,4.3
2013-03-25,2013-03,19.5,23.1,2.632331,3.047157,3.6
2013-03-26,2013-03,18.4,19.8,2.024846,3.249096,1.4
2013-03-27,2013-03,18.6,21.7,1.515201,3.143671,3.1
2013-03-28,2013-03,18.8,20.4,1.459166,2.759438,1.6
2013-03-29,2013-03,18.7,22.4,1.734695,2.718448,3.7
2013-03-30,2013-03,17.8,19.6,1.990603,2.512867,1.8
2013-03-31,2013-03,19,21,1.330413,2.091799,2
2013-04-01,2013-04,18.6,22.4,1.776701,1.654841,3.8
2013-04-02,2013-04,20,22.5,1.906786,1.580388,2.5
2013-04-03,2013-04,18.2,20,1.76706,1.593829,1.8
2013-04-04,2013-04,18.5,20.2,1.021029,1.534587,1.7
2013-04-05,2013-04,19.7,26.2,3.441414,2.176235,6.5
2013-04-06,2013-04,17.1,25,4.318179,2.534265,7.9
2013-04-07,2013-04,15.2,19,4.243721,2.793534,3.8
2013-04-08,2013-04,18,19.5,1.92072,2.825236,1.5
2013-04-09,2013-04,18.4,21.2,1.431491,2.779741,2.8
2013-04-10,2013-04,17.7,19.8,1.552149,2.739944,2.1
2013-04-11,2013-04,16,18.4,1.579821,2.87558,2.4
2013-04-12,2013-04,15.7,19,1.668083,3.002048,3.3
2013-04-13,2013-04,17.5,23.1,3.153173,2.600224,5.6
2013-04-14,2013-04,19.7,24.3,3.117157,2.462646,4.6
2013-04-15,2013-04,19.5,27.1,3.703602,3.001159,7.6
2013-04-16,2013-04,21,25.2,3.54683,3.263025,4.2
2013-04-17,2013-04,23,26.1,2.289651,3.57775,3.1
2013-04-18,2013-04,24.2,27.8,2.112463,3.901026,3.6
2013-04-19,2013-04,21.7,28.1,3.064311,3.743951,6.4
2013-04-20,2013-04,20.8,25.4,3.381321,3.167432,4.6
2013-04-21,2013-04,20.4,23.9,2.422636,2.874456,3.5
2013-04-22,2013-04,18.9,20.5,2.11404,3.043682,1.6
2013-04-23,2013-04,19.4,26.4,3.465064,2.999333,7
2013-04-24,2013-04,22,29.8,4.615914,3.346839,7.8
2013-04-25,2013-04,23.1,30.6,4.451498,3.731644,7.5
2013-04-26,2013-04,21.1,23.5,4.151606,3.639689,2.4
2013-04-27,2013-04,20.5,24.2,1.800694,3.482522,3.7
2013-04-28,2013-04,20.7,23.4,1.877942,3.436568,2.7
2013-04-29,2013-04,22.1,25.6,2.082466,3.4279,3.5
2013-04-30,2013-04,21.1,29.3,3.722342,3.499619,8.2
2013-05-01,2013-05,20.1,25.1,4.198412,3.397033,5
2013-05-02,2013-05,16.6,21.9,3.548122,3.469672,5.3
2013-05-03,2013-05,18.7,22.1,2.655027,2.979485,3.4
2013-05-04,2013-05,18.4,22.5,2.174665,3.10166,4.1
2013-05-05,2013-05,20.8,24.1,2.439262,3.088197,3.3
2013-05-06,2013-05,21.3,23.7,1.666083,3.084126,2.4
2013-05-07,2013-05,22.3,25.6,1.864359,3.084585,3.3
2013-05-08,2013-05,22.3,23.2,1.558846,2.444441,0.9
2013-05-09,2013-05,22.8,29.2,3.237669,2.930351,6.4
2013-05-10,2013-05,23.4,28.6,3.366502,2.91956,5.2
2013-05-11,2013-05,23,28.9,3.210789,2.991982,5.9
2013-05-12,2013-05,24.1,26.5,2.627261,2.655529,2.4
2013-05-13,2013-05,23.9,29.9,2.795234,2.815959,6
2013-05-14,2013-05,25,28.8,2.899425,2.763987,3.8
2013-05-15,2013-05,25.9,31,2.746361,2.946799,5.1
2013-05-16,2013-05,24.7,30,3.069202,2.834894,5.3
2013-05-17,2013-05,24.8,27.5,2.525206,2.625389,2.7
2013-05-18,2013-05,25.8,30.8,2.631064,2.656784,5
2013-05-19,2013-05,28.2,30.9,2.429506,2.594064,2.7
2013-05-20,2013-05,25.7,31.6,2.699383,2.676619,5.9
2013-05-21,2013-05,23.5,29,3.572581,2.678557,5.5
2013-05-22,2013-05,23.4,26.2,2.655027,2.813746,2.8
2013-05-23,2013-05,24.2,29.4,2.673325,2.797074,5.2
2013-05-24,2013-05,25.6,31.3,3.29077,2.854171,5.7
2013-05-25,2013-05,24.6,26.9,2.954093,2.8685,2.3
2013-05-26,2013-05,25.5,29.7,2.227667,2.803027,4.2
2013-05-27,2013-05,27.9,29.8,2.015564,2.712679,1.9
2013-05-28,2013-05,27.7,31.1,1.621471,2.63638,3.4
2013-05-29,2013-05,27.8,31.9,2.189939,2.658289,4.1
2013-05-30,2013-05,27.2,32.5,2.735568,2.6131,5.3
2013-05-31,2013-05,27.2,33,3.210789,2.642403,5.8
2013-06-01,2013-06,27.7,32.4,3.047813,2.61042,4.7
2013-06-02,2013-06,27.8,32.6,2.743933,2.437451,4.8
2013-06-03,2013-06,27.8,33.7,3.121298,2.466906,5.9
2013-06-04,2013-06,25.2,32.1,3.899573,2.758978,6.9
2013-06-05,2013-06,25.6,28.8,3.215976,2.898326,3.2
2013-06-06,2013-06,25.1,29.7,2.29056,3.011644,4.6
2013-06-07,2013-06,27.1,32.3,3.129963,3.002437,5.2
2013-06-08,2013-06,27.5,31.7,2.729469,2.897923,4.2
2013-06-09,2013-06,27.1,31.3,2.435843,2.853039,4.2
2013-06-10,2013-06,26.4,31.2,2.614065,2.820136,4.8
2013-06-11,2013-06,22.4,28.1,3.668219,2.951271,5.7
2013-06-12,2013-06,22.8,26.5,2.79583,2.998778,3.7
2013-06-13,2013-06,23.6,26.9,2.053452,3.119448,3.3
2013-06-14,2013-06,23.8,26.2,1.672075,3.153034,2.4
2013-06-15,2013-06,25.1,26.2,1.141271,2.876456,1.1
2013-06-16,2013-06,25.8,27.8,1.144188,2.559297,2
2013-06-17,2013-06,26.4,29.9,1.820943,2.386202,3.5
2013-06-18,2013-06,26.8,32.5,2.864728,2.585343,5.7
2013-06-19,2013-06,27.3,33,3.303533,2.848362,5.7
2013-06-20,2013-06,28.1,34.2,3.456877,3.147168,6.1
2013-06-21,2013-06,27.7,33.7,3.502737,3.257293,6
2013-06-22,2013-06,25.7,29.3,3.40196,3.050949,3.6
2013-06-23,2013-06,25.4,30.8,2.672078,2.989203,5.4
2013-06-24,2013-06,24.9,29.5,2.942221,3.047731,4.6
2013-06-25,2013-06,28,30.7,2.506492,2.999222,2.7
2013-06-26,2013-06,28.6,31.9,1.81659,2.895744,3.3
2013-06-27,2013-06,28.5,32.3,2.056494,2.801361,3.8
2013-06-28,2013-06,28.7,32.4,2.166987,2.610484,3.7
2013-06-29,2013-06,28.8,31.6,1.905037,2.39011,2.8
2013-06-30,2013-06,27.9,33,2.379601,2.414643,5.1
2013-07-01,2013-07,25.9,31.4,3.233677,2.384874,5.5
2013-07-02,2013-07,27.4,32.9,3.291403,2.256841,5.5
2013-07-03,2013-07,27.6,33.2,3.207673,2.417083,5.6
2013-07-04,2013-07,27.8,32.7,3.039051,2.505918,4.9
2013-07-05,2013-07,27.6,33,2.976995,2.600825,5.4
2013-07-06,2013-07,27.3,30.4,2.676285,2.601914,3.1
2013-07-07,2013-07,25,31.2,2.862837,2.853061,6.2
2013-07-08,2013-07,26.3,32,3.491299,2.876391,5.7
2013-07-09,2013-07,27,33.2,3.481738,2.910412,6.2
2013-07-10,2013-07,25.8,30.7,3.398406,2.904594,4.9
2013-07-11,2013-07,26.2,32.4,3.282656,2.920245,6.2
2013-07-12,2013-07,27.5,32.6,3.305929,2.923668,5.1
2013-07-13,2013-07,28.4,33.5,2.989983,2.944819,5.1
2013-07-14,2013-07,25,32.1,3.828403,3.17521,7.1
2013-07-15,2013-07,24.8,28.1,3.418577,3.164174,3.3
2013-07-16,2013-07,25.3,27.4,1.597915,3.15489,2.1
2013-07-17,2013-07,24.6,29.9,2.384673,3.087063,5.3
2013-07-18,2013-07,24.6,30.4,3.210789,3.153622,5.8
2013-07-19,2013-07,25.5,29.4,2.853507,3.012799,3.9
2013-07-20,2013-07,26.2,29.7,2.158703,2.832542,3.5
2013-07-21,2013-07,26.3,29.9,2.051625,2.479247,3.6
2013-07-22,2013-07,26.5,30.4,2.176197,2.223773,3.9
2013-07-23,2013-07,26.2,30.3,2.313007,2.246442,4.1
2013-07-24,2013-07,25,27.4,2.272114,2.268617,2.4
2013-07-25,2013-07,24.6,26.9,1.381726,2.192402,2.3
2013-07-26,2013-07,24.9,27.9,1.588238,2.028207,3
2013-07-27,2013-07,24.9,31.1,2.95973,2.223173,6.2
2013-07-28,2013-07,25.3,31.8,3.680919,2.46465,6.5
2013-07-29,2013-07,25.4,31.7,3.695493,2.658124,6.3
2013-07-30,2013-07,26.6,33.1,3.770942,2.922891,6.5
2013-07-31,2013-07,27.7,32.4,3.276685,3.060113,4.7
2013-08-01,2013-08,25.4,30.7,3.113947,3.108054,5.3
2013-08-02,2013-08,24.5,27.9,2.783733,3.099133,3.4
2013-08-03,2013-08,25.6,31.5,3.093407,3.15732,5.9
2013-08-04,2013-08,27.1,32.9,3.479823,3.165754,5.8
2013-08-05,2013-08,27,32.9,3.377746,3.152354,5.9
2013-08-06,2013-08,27.4,33.1,3.353605,3.142584,5.7
2013-08-07,2013-08,27.7,31.7,2.860507,2.995657,4
2013-08-08,2013-08,26.7,32.7,2.94392,3.059847,6
2013-08-09,2013-08,27.3,32.5,3.243455,3.038688,5.2
2013-08-10,2013-08,28.2,33.2,2.981051,2.889053,5
2013-08-11,2013-08,27.7,33.1,3.00943,2.814131,5.4
2013-08-12,2013-08,27.7,34.9,3.710795,2.949096,7.2
2013-08-13,2013-08,25.4,29.9,4.056579,3.000889,4.5
2013-08-14,2013-08,25.2,27.6,2.203596,3.087981,2.4
2013-08-15,2013-08,26.5,28.9,1.57586,3.088305,2.4
2013-08-16,2013-08,26.8,28.7,1.25,2.941315,1.9
2013-08-17,2013-08,26.3,29.6,1.558846,2.841764,3.3
2013-08-18,2013-08,26.9,30.2,1.936492,2.648742,3.3
2013-08-19,2013-08,26.3,29.8,1.984943,2.425344,3.5
2013-08-20,2013-08,26.8,31.6,2.514458,1.91919,4.8
2013-08-21,2013-08,27.4,31,2.44949,1.901228,3.6
2013-08-22,2013-08,26.4,31,2.402082,1.924188,4.6
2013-08-23,2013-08,26.6,29.5,2.251481,1.934156,2.9
2013-08-24,2013-08,25.7,29.8,2.057507,2.044739,4.1
2013-08-25,2013-08,26.1,30.2,2.378375,2.087413,4.1
2013-08-26,2013-08,26.6,32.8,3.163727,2.336379,6.2
2013-08-27,2013-08,27,32.9,3.497023,2.520549,5.9
2013-08-28,2013-08,27.3,33.3,3.441293,2.651918,6
2013-08-29,2013-08,27.8,32,2.998889,2.699599,4.2
2013-08-30,2013-08,24.4,29.7,3.213902,2.827713,5.3
2013-08-31,2013-08,24.6,29.5,2.94675,2.974496,4.9
2013-09-01,2013-09,25.1,29.8,2.781486,3.018712,4.7
2013-09-02,2013-09,25.1,30.4,2.897125,3.092781,5.3
2013-09-03,2013-09,25,28,2.588919,2.979478,3
2013-09-04,2013-09,23.9,26.4,1.774589,2.903324,2.5
2013-09-05,2013-09,23.6,25.1,1.276715,2.687006,1.5
2013-09-06,2013-09,24.1,29.5,2.68995,2.499033,5.4
2013-09-07,2013-09,25.4,30.7,3.172144,2.550523,5.3
2013-09-08,2013-09,25.8,31.1,3.068659,2.650252,5.3
2013-09-09,2013-09,26.3,31.1,2.922756,2.729522,4.8
2013-09-10,2013-09,26.6,31.8,2.903446,2.82182,5.2
2013-09-11,2013-09,27.1,30.9,2.631856,2.905139,3.8
2013-09-12,2013-09,27.2,31.7,2.418505,2.900345,4.5
2013-09-13,2013-09,26.8,30.7,2.464413,2.611513,3.9
2013-09-14,2013-09,26.1,31.5,2.719528,2.520582,5.4
2013-09-15,2013-09,25.9,32.4,3.455792,2.597403,6.5
2013-09-16,2013-09,26,30.8,3.327036,2.566117,4.8
2013-09-17,2013-09,26.7,30.3,2.45017,2.50319,3.6
2013-09-18,2013-09,26.2,30.2,2.203785,2.436451,4
2013-09-19,2013-09,26.6,31.4,2.592296,2.494586,4.8
2013-09-20,2013-09,27.2,32.5,2.960152,2.564038,5.3
2013-09-21,2013-09,28.3,34.7,3.523611,2.87321,6.4
2013-09-22,2013-09,25.2,31.8,4.133602,2.962403,6.6
2013-09-23,2013-09,24.8,30.9,3.688157,2.966592,6.1
2013-09-24,2013-09,27.2,30.6,2.914761,2.893182,3.4
2013-09-25,2013-09,26.8,31.2,2.27083,2.922556,4.4
2013-09-26,2013-09,25.2,30,2.778489,2.99366,4.8
2013-09-27,2013-09,24,29.7,3.072865,3.135383,5.7
2013-09-28,2013-09,24.6,28.6,2.846489,3.116408,4
2013-09-29,2013-09,24,27.1,2.153099,2.792721,3.1
2013-09-30,2013-09,23.8,26.7,1.741647,2.661829,2.9
2013-10-01,2013-10,25.7,30.4,2.774287,2.573066,4.7
2013-10-02,2013-10,25.5,31.4,3.088149,2.686688,5.9
2013-10-03,2013-10,24.6,30.1,3.353605,2.6633,5.5
2013-10-04,2013-10,24.7,29.4,2.958603,2.646373,4.7
2013-10-05,2013-10,23.8,29.9,3.145897,2.675934,6.1
2013-10-06,2013-10,24.4,31.5,3.873844,2.900776,7.1
2013-10-07,2013-10,25.5,32,3.956851,3.067002,6.5
2013-10-08,2013-10,25.6,29,3.109528,2.96518,3.4
2013-10-09,2013-10,25.4,30.1,2.382401,2.962481,4.7
2013-10-10,2013-10,24.7,30.4,3.018278,2.934103,5.7
2013-10-11,2013-10,25.5,31.1,3.29077,2.94887,5.6
2013-10-12,2013-10,26.2,30.2,2.810101,2.907168,4
2013-10-13,2013-10,25.6,30.4,2.553429,2.79869,4.8
2013-10-14,2013-10,25.3,27,2.337199,2.576561,1.7
2013-10-15,2013-10,25.6,29.9,2.101587,2.386769,4.3
2013-10-16,2013-10,24.7,27.6,2.310123,2.417773,2.9
2013-10-17,2013-10,24,26,1.584035,2.434714,2
2013-10-18,2013-10,23.2,28.5,2.364142,2.435433,5.3
2013-10-19,2013-10,23,28,2.981471,2.367981,5
2013-10-20,2013-10,23,28.4,3.006659,2.385756,5.4
2013-10-21,2013-10,22.8,27.4,2.916619,2.294922,4.6
2013-10-22,2013-10,22.7,28.4,3.001527,2.501066,5.7
2013-10-23,2013-10,21.9,27.6,3.323151,2.496397,5.7
2013-10-24,2013-10,21.3,27.9,3.56125,2.719306,6.6
2013-10-25,2013-10,21.6,27.1,3.510342,2.891943,5.5
2013-10-26,2013-10,19.4,25.6,3.548122,3.068326,6.2
2013-10-27,2013-10,20.2,24.7,3.127699,3.120363,4.5
2013-10-28,2013-10,20.9,25.7,2.730537,3.058867,4.8
2013-10-29,2013-10,22.1,26.3,2.655184,3.014603,4.2
2013-10-30,2013-10,22.9,26.5,2.276694,2.856797,3.6
2013-10-31,2013-10,22.4,28.1,2.770529,2.882642,5.7
2013-11-01,2013-11,22.6,29.5,3.682843,2.992212,6.9
2013-11-02,2013-11,24.9,27.5,3.011506,2.948382,2.6
2013-11-03,2013-11,23.5,27.6,2.017218,2.75097,4.1
2013-11-04,2013-11,21.5,24.3,2.539521,2.627982,2.8
2013-11-05,2013-11,20.9,24.2,1.778342,2.619287,3.3
2013-11-06,2013-11,22.6,27.4,2.766918,2.648396,4.8
2013-11-07,2013-11,23,26.7,2.475715,2.652915,3.7
2013-11-08,2013-11,22.8,26.9,2.254625,2.546624,4.1
2013-11-09,2013-11,22.9,27.7,2.590206,2.338946,4.8
2013-11-10,2013-11,23.7,26.4,2.252961,2.273168,2.7
2013-11-11,2013-11,23,25.3,1.538397,2.149952,2.3
2013-11-12,2013-11,21.1,23.1,1.717314,2.20778,2
2013-11-13,2013-11,19.7,21.3,1.39523,2.450714,1.6
2013-11-14,2013-11,19.6,23.6,1.869938,2.488105,4
2013-11-15,2013-11,18.8,24.7,2.911328,2.634609,5.9
2013-11-16,2013-11,19.2,23.9,3.081666,2.627293,4.7
2013-11-17,2013-11,18.8,23.8,2.805203,2.472785,5
2013-11-18,2013-11,18.5,23.6,2.919332,2.370373,5.1
2013-11-19,2013-11,18.7,21.3,2.414367,2.24075,2.6
2013-11-20,2013-11,19.3,21.4,1.379311,2.233047,2.1
2013-11-21,2013-11,17.6,22.6,2.218671,2.409945,5
2013-11-22,2013-11,19.5,22.8,2.519755,2.363181,3.3
2013-11-23,2013-11,20.6,23,1.707581,2.15124,2.4
2013-11-24,2013-11,20.4,25.8,2.526526,2.325358,5.4
2013-11-25,2013-11,16.7,22.3,3.795612,2.429875,5.6
2013-11-26,2013-11,17.7,21.3,2.717842,2.38324,3.6
2013-11-27,2013-11,16,23.2,3.286842,2.697128,7.2
2013-11-28,2013-11,12.8,17.8,4.355456,3.36501,5
2013-11-29,2013-11,12.9,17.2,2.696139,3.735684,4.3
2013-11-30,2013-11,13.1,19.2,3.112341,3.922074,6.1
2013-12-01,2013-12,14.3,20.7,3.692673,3.900748,6.4
2013-12-02,2013-12,14.6,21.4,3.823175,3.488935,6.8
2013-12-03,2013-12,17.3,21.5,3.361547,3.415431,4.2
2013-12-04,2013-12,16.2,22.8,3.194266,3.561624,6.6
2013-12-05,2013-12,15.8,21.4,3.571648,3.402328,5.6
2013-12-06,2013-12,15.7,21.4,3.262284,3.347431,5.7
2013-12-07,2013-12,16.6,22.1,3.266497,3.248224,5.5
2013-12-08,2013-12,18.2,21.4,2.610715,3.005745,3.2
2013-12-09,2013-12,19.8,24.9,2.865164,3.090409,5.1
2013-12-10,2013-12,18.4,21.7,2.813065,2.841361,3.3
2013-12-11,2013-12,17.8,20.6,1.833712,2.786994,2.8
2013-12-12,2013-12,16.6,19.3,1.744276,2.62887,2.7
2013-12-13,2013-12,17.9,20.7,1.768945,2.453492,2.8
2013-12-14,2013-12,17.2,20.5,1.785824,2.286619,3.3
2013-12-15,2013-12,16.5,17.6,1.759735,2.243871,1.1
2013-12-16,2013-12,12.2,17.2,2.49182,2.811931,5
2013-12-17,2013-12,11.4,13.1,2.578598,3.025936,1.7
2013-12-18,2013-12,9.2,13.4,1.929378,3.489126,4.2
2013-12-19,2013-12,9.5,15,2.877933,3.637026,5.5
2013-12-20,2013-12,11.3,16.4,3.198437,3.617544,5.1
2013-12-21,2013-12,13.1,16,2.428992,3.196873,2.9
2013-12-22,2013-12,11.3,16,2.313727,2.740073,4.7
2013-12-23,2013-12,11.3,17.9,3.352984,2.72604,6.6
2013-12-24,2013-12,12.2,17.9,3.569664,2.79592,5.7
2013-12-25,2013-12,13.4,17.6,2.902154,2.917526,4.2
2013-12-26,2013-12,12.5,17.3,2.626785,2.786029,4.8
2013-12-27,2013-12,11.3,15.5,2.744085,2.62091,4.2
2013-12-28,2013-12,9.9,14.6,2.657536,2.699599,4.7
2013-12-29,2013-12,9.3,15.3,3.111672,2.934387,6
2013-12-30,2013-12,10.7,16.3,3.421501,2.989063,5.6
2013-12-31,2013-12,12.5,18.1,3.396076,2.951045,5.6
2014-01-01,2014-01,13,18.9,3.34203,3.02101,5.9
2014-01-02,2014-01,14.4,19.3,3.173851,3.168905,4.9
2014-01-03,2014-01,17.2,22.5,3.418089,3.721917,5.3
2014-01-04,2014-01,16.8,21.8,2.991516,3.969866,5
2014-01-05,2014-01,14.5,18.7,3.088149,3.722986,4.2
2014-01-06,2014-01,14.8,18.5,2.285279,3.285321,3.7
2014-01-07,2014-01,16.5,19.1,1.961929,2.898937,2.6
2014-01-08,2014-01,16.1,21,2.305609,2.769228,4.9
2014-01-09,2014-01,14.3,16.6,2.843707,2.635582,2.3
2014-01-10,2014-01,14.4,16.2,1.195478,2.618619,1.8
2014-01-11,2014-01,14.1,18.8,2.159282,2.412157,4.7
2014-01-12,2014-01,15.1,21.5,3.413088,2.420158,6.4
2014-01-13,2014-01,11.8,16.2,4.026992,2.627261,4.4
2014-01-14,2014-01,10.6,16.8,3.10859,2.945158,6.2
2014-01-15,2014-01,11.2,16.1,3.226324,3.079069,4.9
2014-01-16,2014-01,11.8,16.7,2.850146,2.888108,4.9
2014-01-17,2014-01,12.7,18.9,3.348009,3.080523,6.2
2014-01-18,2014-01,13.5,19.7,3.609247,3.30171,6.2
2014-01-19,2014-01,13.2,16.7,3.058731,3.223863,3.5
2014-01-20,2014-01,13.4,20.5,3.431715,3.128764,7.1
2014-01-21,2014-01,12.9,17.6,3.612017,3.119822,4.7
2014-01-22,2014-01,10.3,17,3.466506,3.157188,6.7
2014-01-23,2014-01,11.6,15.8,3.22839,3.12025,4.2
2014-01-24,2014-01,12.9,18.5,3.082207,3.143353,5.6
2014-01-25,2014-01,16.5,21.4,3.570598,3.310029,4.9
2014-01-26,2014-01,16.3,24.4,3.948417,3.792602,8.1
2014-01-27,2014-01,15,18.9,4.162131,3.780101,3.9
2014-01-28,2014-01,14.8,20.3,2.774287,3.706908,5.5
2014-01-29,2014-01,15.6,21.2,3.241784,3.761289,5.6
2014-01-30,2014-01,15.9,22.9,3.704952,3.626109,7
2014-01-31,2014-01,16.4,22.8,3.873844,3.436835,6.4
2014-02-01,2014-02,18.3,22.2,3.082613,3.233928,3.9
2014-02-02,2014-02,17.5,23.8,3.0337,3.365505,6.3
2014-02-03,2014-02,17.4,24.6,3.910989,3.335566,7.2
2014-02-04,2014-02,16.6,19.4,3.598148,3.220552,2.8
2014-02-05,2014-02,15.9,19,1.734695,3.119822,3.1
2014-02-06,2014-02,16.7,21.6,2.562551,3.060256,4.9
2014-02-07,2014-02,18.1,23.4,3.088149,2.9778,5.3
2014-02-08,2014-02,16,18,3.167938,2.903152,2
2014-02-09,2014-02,10.4,16.7,3.353978,3.570802,6.3
2014-02-10,2014-02,8.3,10.5,3.628016,4.442503,2.2
2014-02-11,2014-02,7.5,9.7,1.351542,4.79637,2.2
2014-02-12,2014-02,7.3,10.5,1.594783,5.162299,3.2
2014-02-13,2014-02,8,9.8,1.498888,5.28182,1.8
2014-02-14,2014-02,8.2,14.6,3.074085,4.83127,6.4
2014-02-15,2014-02,9.7,13.6,3.063087,3.478218,3.9
2014-02-16,2014-02,13.3,15.4,2.387467,2.968943,2.1
2014-02-17,2014-02,15.3,20.9,3.263306,3.77304,5.6
2014-02-18,2014-02,12.2,21.5,4.490267,4.408472,9.3
2014-02-19,2014-02,7.9,12.4,5.723053,4.322172,4.5
2014-02-20,2014-02,8.2,17.3,4.407947,4.369778,9.1
2014-02-21,2014-02,12.3,15.2,3.941658,4.084687,2.9
