"period","n_months","mean_temp","mean_hot_nights","mean_very_hot_days","mean_extremely_hot_days","mean_cold_days"
"covid_2020_2022",35,24.468350079075,4.65714285714286,4.37142857142857,0.628571428571429,0.914285714285714
"post_reopening_2023",12,24.4997311827957,4.66666666666667,4.5,0.333333333333333,1.16666666666667
"pre_covid",85,23.7646236029451,2.70588235294118,2.51764705882353,0.176470588235294,1.16470588235294
