"outcome","period","data_status","n_months","mean_events","sd_events","mean_temp","mean_tmax","mean_tmin","mean_hot_nights","mean_cold_days","mean_very_hot_days","crude_rate_per_100k_person_years"
"chd","covid_2020_2022","HA_APPROVED_AGGREGATE",36,926.333333333333,123.225229327671,24.3042650858391,27.1416006394524,22.3500926808741,4.52777777777778,1.02777777777778,4.25,221.152595378331
"chd","post_reopening_2023","HA_APPROVED_AGGREGATE",12,1026.91666666667,72.802919938112,24.4997311827957,27.1793164362519,22.5706099590374,4.66666666666667,1.16666666666667,4.5,237.650211888373
"chd","pre_covid_2013_2019","HA_APPROVED_AGGREGATE",84,1315.29761904762,347.002058247495,23.8265680467589,26.3854472814339,21.9325706315155,2.73809523809524,1.11904761904762,2.54761904761905,338.886305998472
"hf","covid_2020_2022","HA_APPROVED_AGGREGATE",36,172.638888888889,28.0236153248116,24.3042650858391,27.1416006394524,22.3500926808741,4.52777777777778,1.02777777777778,4.25,41.2157664710425
"hf","post_reopening_2023","HA_APPROVED_AGGREGATE",12,191.333333333333,20.8864172189111,24.4997311827957,27.1793164362519,22.5706099590374,4.66666666666667,1.16666666666667,4.5,44.2785755494364
"hf","pre_covid_2013_2019","HA_APPROVED_AGGREGATE",84,252.02380952381,70.8852757478082,23.8265680467589,26.3854472814339,21.9325706315155,2.73809523809524,1.11904761904762,2.54761904761905,64.9339104673725
