"outcome","pathway_id","n","data_status","family","offset_policy","pearson_mean","pearson_sd","pearson_dispersion","pearson_abs_gt2","pearson_abs_gt3","residual_acf1","ljung_box_p_lag6","ljung_box_p_lag12","max_cooks_distance","max_cook_month","aic","theta","converged","synthetic"
"chd","P01A",132,"HA_APPROVED_AGGREGATE","negative_binomial","days_only",0.000230172783733386,0.988931672526161,1.1140535106654,10,2,0.534249222819339,1.23615973013358e-09,1.06873698779708e-09,0.111708026020505,"2020-02",1619.79540471431,160.456102036211,TRUE,FALSE
"chd","P02A",132,"HA_APPROVED_AGGREGATE","negative_binomial","days_only",0.000232591172528259,0.988963493210757,1.11412520651649,9,2,0.533481256553074,1.35930755540414e-09,1.52212409343377e-09,0.11139851047745,"2020-02",1619.58571634883,160.759625960395,TRUE,FALSE
"chd","P02B",132,"HA_APPROVED_AGGREGATE","negative_binomial","days_only",0.000227282471695379,0.989009583733415,1.11422905346638,10,2,0.532271936635351,1.48107692776733e-09,1.37665756572147e-09,0.112381062931407,"2020-02",1619.97134224328,160.189873317286,TRUE,FALSE
"chd","P04A",132,"HA_APPROVED_AGGREGATE","negative_binomial","days_only",0.000216922881087448,0.989852951781992,1.11613015371461,9,2,0.507802854196383,1.17478532457582e-08,1.64095645960316e-08,0.110171404277497,"2020-02",1617.98929974713,163.008625575489,TRUE,FALSE
"chd","P04B",132,"HA_APPROVED_AGGREGATE","negative_binomial","days_only",0.000217656614853109,0.989121896010309,1.11448212739393,9,2,0.528209530625083,2.24094698353383e-09,4.7928960800192e-09,0.112496576689118,"2020-02",1620.44515369332,159.450085681103,TRUE,FALSE
"chd","P04C",132,"HA_APPROVED_AGGREGATE","negative_binomial","days_only",0.000219461988469133,0.989035390829942,1.11428719932819,9,2,0.529343497204704,2.04596628528009e-09,4.27513413558955e-09,0.109267600415086,"2020-02",1620.50724215584,159.359095565295,TRUE,FALSE
"chd","P02",132,"HA_APPROVED_AGGREGATE","negative_binomial","population_x_days",0.000263749055987593,0.988647744318502,1.12318070745373,9,2,0.537320279013384,6.07594197177264e-10,2.96204383243293e-09,0.10712048295255,"2020-02",1622.80576290473,158.998443088461,TRUE,FALSE
"chd","P04",132,"HA_APPROVED_AGGREGATE","negative_binomial","population_x_days",0.000249269840297141,0.990497466751528,1.13736436767147,8,2,0.51851901990397,1.51278622961826e-09,3.09110400609214e-08,0.103884278213696,"2020-02",1620.73626334637,164.68202997837,TRUE,FALSE
