month_id,mean_temp,mean_tmax,mean_tmin,lag1_mean_temp,lag1_mean_tmax,lag1_mean_tmin,hot_nights,cold_days,very_hot_days,NO2,O3,PM25,flu_indicator,covid_phase
2021-03,21.9935483870968,24.8225806451613,20.2258064516129,19.7535714285714,23.4571428571429,17.4857142857143,0,0,0,36.1333333333333,57.8666666666667,17.3333333333333,0.000125,early_covid
2021-04,24.1366666666667,27,22.3833333333333,21.9935483870968,24.8225806451613,20.2258064516129,0,0,0,32.2,76.6,15.9333333333333,0.000125,early_covid
2021-05,28.9870967741935,32.1258064516129,27.0290322580645,24.1366666666667,27,22.3833333333333,14,0,12,26.8666666666667,42.1333333333333,9.13333333333333,0,early_covid
2021-06,28.76,31.1833333333333,26.8566666666667,28.9870967741935,32.1258064516129,27.0290322580645,8,0,4,29.6666666666667,44.8666666666667,9.73333333333333,0,early_covid
2021-07,29.7,32.6290322580645,27.7032258064516,28.76,31.1833333333333,26.8566666666667,18,0,17,28.6666666666667,41.9333333333333,8.93333333333333,2e-04,early_covid
2021-08,28.758064516129,31.3870967741935,26.841935483871,29.7,32.6290322580645,27.7032258064516,6,0,5,31.9333333333333,31.2,8.8,0,early_covid
2021-09,29.7466666666667,32.7866666666667,27.83,28.758064516129,31.3870967741935,26.841935483871,11,0,15,33.4666666666667,52.8,12.0666666666667,0.000175,early_covid
2021-10,26.0225806451613,28.5193548387097,24.0612903225806,29.7466666666667,32.7866666666667,27.83,4,0,1,28.4,64.2,14.1333333333333,0.00394,early_covid
2021-11,22.4,25.43,20.33,26.0225806451613,28.5193548387097,24.0612903225806,0,0,0,43.7333333333333,68.8,18.9333333333333,0.004825,early_covid
2021-12,18.8838709677419,21.3645161290323,16.7967741935484,22.4,25.43,20.33,0,2,0,45.4666666666667,59.0666666666667,23.8,0.001325,early_covid
2022-01,18.0096774193548,20.1677419354839,16.4741935483871,18.8838709677419,21.3645161290323,16.7967741935484,0,0,0,40.2,57.6666666666667,23.3333333333333,0.00014,fifth_wave
2022-02,15.2392857142857,17.675,13.4285714285714,18.0096774193548,20.1677419354839,16.4741935483871,0,8,0,30.4666666666667,49.2,12.9333333333333,0,fifth_wave
2022-03,21.4935483870968,25.041935483871,19.1838709677419,15.2392857142857,17.675,13.4285714285714,0,0,0,34.4666666666667,62.4,15.7333333333333,0,fifth_wave
2022-04,23.7066666666667,27.1433333333333,21.5133333333333,21.4935483870968,25.041935483871,19.1838709677419,0,0,0,30.8666666666667,65.8666666666667,13.8666666666667,0,fifth_wave
2022-05,25.0290322580645,27.6935483870968,23.2935483870968,23.7066666666667,27.1433333333333,21.5133333333333,0,0,0,28.5333333333333,63.1333333333333,10.2,0.00076,late_2022
2022-06,28.6466666666667,31.0133333333333,26.8433333333333,25.0290322580645,27.6935483870968,23.2935483870968,10,0,6,25.7333333333333,29.0666666666667,6.33333333333333,0.00335,late_2022
2022-07,30.2741935483871,33.3193548387097,28.3516129032258,28.6466666666667,31.0133333333333,26.8433333333333,25,0,21,25.8666666666667,42.4,8.86666666666667,0.00106,late_2022
2022-08,28.841935483871,31.9451612903226,26.758064516129,30.2741935483871,33.3193548387097,28.3516129032258,8,0,10,27.4666666666667,40.4666666666667,7.93333333333333,0.0013,late_2022
2022-09,29.5533333333333,32.6566666666667,27.31,28.841935483871,31.9451612903226,26.758064516129,9,0,13,35.2666666666667,105.333333333333,22.3333333333333,0.00015,late_2022
2022-10,26.1870967741935,29.5064516129032,23.8935483870968,29.5533333333333,32.6566666666667,27.31,0,0,2,28.5333333333333,85.0666666666667,15,0.00368,late_2022
2022-11,23.4,25.3533333333333,21.95,26.1870967741935,29.5064516129032,23.8935483870968,0,0,0,30.2,56.9333333333333,12.8,0.008525,late_2022
2022-12,16.6129032258065,19.0129032258065,14.4225806451613,23.4,25.3533333333333,21.95,0,5,0,39.2,46.4,18.8,0.005075,late_2022
2023-01,17.0258064516129,19.4322580645161,14.8677419354839,16.6129032258065,19.0129032258065,14.4225806451613,0,8,0,33.6,51.6666666666667,20.7333333333333,0.0089,post_reopening
2023-02,18.85,22.0285714285714,16.7678571428571,17.0258064516129,19.4322580645161,14.8677419354839,0,0,0,34.6666666666667,68.4666666666667,17.8,0.008475,post_reopening
2023-03,21.2709677419355,24.1903225806452,19.4258064516129,18.85,22.0285714285714,16.7678571428571,0,0,0,36.8666666666667,74.9333333333333,18.6666666666667,0.054425,post_reopening
2023-04,23.6133333333333,25.95,21.74,21.2709677419355,24.1903225806452,19.4258064516129,0,0,0,31.7333333333333,69.7333333333333,16.2,0.14942,post_reopening
2023-05,26.6258064516129,29.2032258064516,24.8548387096774,23.6133333333333,25.95,21.74,5,0,3,30.2666666666667,63.6666666666667,15.1333333333333,0.035775,post_reopening
2023-06,29.19,31.9166666666667,27.0866666666667,26.6258064516129,29.2032258064516,24.8548387096774,8,0,7,27.6,38.8,7.26666666666667,0.0229,post_reopening
2023-07,30.1193548387097,33.0387096774194,27.9709677419355,29.19,31.9166666666667,27.0866666666667,18,0,19,25.7333333333333,38.4666666666667,7.4,0.07786,post_reopening
2023-08,29.6451612903226,32.3516129032258,27.7806451612903,30.1193548387097,33.0387096774194,27.9709677419355,15,0,10,30,36.5333333333333,8.73333333333333,0.1052,post_reopening
2023-09,28.54,31.23,26.8533333333333,29.6451612903226,32.3516129032258,27.7806451612903,7,0,12,27.4,48.3333333333333,8.93333333333333,0.132125,post_reopening
2023-10,26.4548387096774,29.0741935483871,24.8322580645161,28.54,31.23,26.8533333333333,3,0,3,28.1333333333333,77.6,15.3333333333333,0.07794,post_reopening
2023-11,23.5066666666667,26.1233333333333,21.5833333333333,26.4548387096774,29.0741935483871,24.8322580645161,0,0,0,35.6,76.5333333333333,17.6,0.039225,post_reopening
2023-12,19.1548387096774,21.6129032258065,17.0838709677419,23.5066666666667,26.1233333333333,21.5833333333333,0,6,0,43.4,55,20.9333333333333,0.06924,post_reopening
