"year","sex","age_group","population","source_table","reference_time"
1994,"Female","65-69",109500,"110-01001","Mid-year"
1994,"Female","70-74",85400,"110-01001","Mid-year"
1994,"Female","75-79",60700,"110-01001","Mid-year"
1994,"Female","80-84",36100,"110-01001","Mid-year"
1994,"Female","85+",26900,"110-01001","Mid-year"
1994,"Male","35-39",306700,"110-01001","Mid-year"
1994,"Male","40-44",251100,"110-01001","Mid-year"
1994,"Male","45-49",193800,"110-01001","Mid-year"
1994,"Male","50-54",131000,"110-01001","Mid-year"
1994,"Male","55-59",139700,"110-01001","Mid-year"
1994,"Male","60-64",130500,"110-01001","Mid-year"
1994,"Male","65-69",105600,"110-01001","Mid-year"
1994,"Male","70-74",72100,"110-01001","Mid-year"
1994,"Male","75-79",45500,"110-01001","Mid-year"
1994,"Male","80-84",21900,"110-01001","Mid-year"
1994,"Male","85+",10300,"110-01001","Mid-year"
1995,"Female","35-39",319400,"110-01001","Mid-year"
1995,"Female","40-44",248200,"110-01001","Mid-year"
1995,"Female","45-49",186400,"110-01001","Mid-year"
1995,"Female","50-54",107500,"110-01001","Mid-year"
1995,"Female","55-59",118500,"110-01001","Mid-year"
1995,"Female","60-64",122600,"110-01001","Mid-year"
1995,"Female","65-69",112500,"110-01001","Mid-year"
1995,"Female","70-74",88900,"110-01001","Mid-year"
1995,"Female","75-79",63100,"110-01001","Mid-year"
1995,"Female","80-84",39100,"110-01001","Mid-year"
1995,"Female","85+",28900,"110-01001","Mid-year"
1995,"Male","35-39",317400,"110-01001","Mid-year"
1995,"Male","40-44",258300,"110-01001","Mid-year"
1995,"Male","45-49",212500,"110-01001","Mid-year"
1995,"Male","50-54",133300,"110-01001","Mid-year"
1995,"Male","55-59",137700,"110-01001","Mid-year"
1995,"Male","60-64",132200,"110-01001","Mid-year"
1995,"Male","65-69",109200,"110-01001","Mid-year"
1995,"Male","70-74",76200,"110-01001","Mid-year"
1995,"Male","75-79",48200,"110-01001","Mid-year"
1995,"Male","80-84",24300,"110-01001","Mid-year"
1995,"Male","85+",11400,"110-01001","Mid-year"
1996,"Female","35-39",336500,"110-01001","Mid-year"
1996,"Female","40-44",268800,"110-01001","Mid-year"
1996,"Female","45-49",212400,"110-01001","Mid-year"
1996,"Female","50-54",119700,"110-01001","Mid-year"
1996,"Female","55-59",118500,"110-01001","Mid-year"
1996,"Female","60-64",128100,"110-01001","Mid-year"
1996,"Female","65-69",119600,"110-01001","Mid-year"
1996,"Female","70-74",96200,"110-01001","Mid-year"
1996,"Female","75-79",68200,"110-01001","Mid-year"
1996,"Female","80-84",43400,"110-01001","Mid-year"
1996,"Female","85+",31100,"110-01001","Mid-year"
1996,"Male","35-39",333600,"110-01001","Mid-year"
1996,"Male","40-44",275600,"110-01001","Mid-year"
1996,"Male","45-49",236000,"110-01001","Mid-year"
1996,"Male","50-54",144600,"110-01001","Mid-year"
1996,"Male","55-59",140300,"110-01001","Mid-year"
1996,"Male","60-64",140600,"110-01001","Mid-year"
1996,"Male","65-69",118600,"110-01001","Mid-year"
1996,"Male","70-74",84400,"110-01001","Mid-year"
1996,"Male","75-79",52400,"110-01001","Mid-year"
1996,"Male","80-84",27100,"110-01001","Mid-year"
1996,"Male","85+",12700,"110-01001","Mid-year"
1997,"Female","35-39",342000,"110-01001","Mid-year"
1997,"Female","40-44",284000,"110-01001","Mid-year"
1997,"Female","45-49",224700,"110-01001","Mid-year"
1997,"Female","50-54",134600,"110-01001","Mid-year"
1997,"Female","55-59",113500,"110-01001","Mid-year"
1997,"Female","60-64",128100,"110-01001","Mid-year"
1997,"Female","65-69",121200,"110-01001","Mid-year"
1997,"Female","70-74",97700,"110-01001","Mid-year"
1997,"Female","75-79",70800,"110-01001","Mid-year"
1997,"Female","80-84",43800,"110-01001","Mid-year"
1997,"Female","85+",33100,"110-01001","Mid-year"
1997,"Male","35-39",336300,"110-01001","Mid-year"
1997,"Male","40-44",288100,"110-01001","Mid-year"
1997,"Male","45-49",243900,"110-01001","Mid-year"
1997,"Male","50-54",158700,"110-01001","Mid-year"
1997,"Male","55-59",137000,"110-01001","Mid-year"
1997,"Male","60-64",141100,"110-01001","Mid-year"
1997,"Male","65-69",122200,"110-01001","Mid-year"
1997,"Male","70-74",86800,"110-01001","Mid-year"
1997,"Male","75-79",55100,"110-01001","Mid-year"
1997,"Male","80-84",27000,"110-01001","Mid-year"
1997,"Male","85+",13900,"110-01001","Mid-year"
1998,"Female","35-39",352700,"110-01001","Mid-year"
1998,"Female","40-44",300500,"110-01001","Mid-year"
1998,"Female","45-49",235800,"110-01001","Mid-year"
1998,"Female","50-54",151600,"110-01001","Mid-year"
1998,"Female","55-59",107800,"110-01001","Mid-year"
1998,"Female","60-64",125300,"110-01001","Mid-year"
1998,"Female","65-69",122000,"110-01001","Mid-year"
1998,"Female","70-74",100700,"110-01001","Mid-year"
1998,"Female","75-79",73200,"110-01001","Mid-year"
1998,"Female","80-84",44400,"110-01001","Mid-year"
1998,"Female","85+",34400,"110-01001","Mid-year"
1998,"Male","35-39",334800,"110-01001","Mid-year"
1998,"Male","40-44",303900,"110-01001","Mid-year"
1998,"Male","45-49",249900,"110-01001","Mid-year"
1998,"Male","50-54",174700,"110-01001","Mid-year"
1998,"Male","55-59",132600,"110-01001","Mid-year"
1998,"Male","60-64",138800,"110-01001","Mid-year"
1998,"Male","65-69",126900,"110-01001","Mid-year"
1998,"Male","70-74",89900,"110-01001","Mid-year"
1998,"Male","75-79",57000,"110-01001","Mid-year"
1998,"Male","80-84",28300,"110-01001","Mid-year"
1998,"Male","85+",13800,"110-01001","Mid-year"
1999,"Female","35-39",361400,"110-01001","Mid-year"
1999,"Female","40-44",315300,"110-01001","Mid-year"
1999,"Female","45-49",245600,"110-01001","Mid-year"
1999,"Female","50-54",169800,"110-01001","Mid-year"
1999,"Female","55-59",107900,"110-01001","Mid-year"
1999,"Female","60-64",122900,"110-01001","Mid-year"
1999,"Female","65-69",122800,"110-01001","Mid-year"
1999,"Female","70-74",102000,"110-01001","Mid-year"
1999,"Female","75-79",76800,"110-01001","Mid-year"
1999,"Female","80-84",46200,"110-01001","Mid-year"
1999,"Female","85+",35900,"110-01001","Mid-year"
1999,"Male","35-39",331000,"110-01001","Mid-year"
1999,"Male","40-44",316400,"110-01001","Mid-year"
1999,"Male","45-49",256000,"110-01001","Mid-year"
1999,"Male","50-54",188200,"110-01001","Mid-year"
1999,"Male","55-59",133200,"110-01001","Mid-year"
1999,"Male","60-64",136500,"110-01001","Mid-year"
1999,"Male","65-69",129600,"110-01001","Mid-year"
1999,"Male","70-74",93100,"110-01001","Mid-year"
1999,"Male","75-79",59700,"110-01001","Mid-year"
1999,"Male","80-84",29300,"110-01001","Mid-year"
1999,"Male","85+",14600,"110-01001","Mid-year"
2000,"Female","35-39",366500,"110-01001","Mid-year"
2000,"Female","40-44",331900,"110-01001","Mid-year"
2000,"Female","45-49",253900,"110-01001","Mid-year"
2000,"Female","50-54",190800,"110-01001","Mid-year"
2000,"Female","55-59",109400,"110-01001","Mid-year"
2000,"Female","60-64",121600,"110-01001","Mid-year"
2000,"Female","65-69",122600,"110-01001","Mid-year"
2000,"Female","70-74",104600,"110-01001","Mid-year"
2000,"Female","75-79",78200,"110-01001","Mid-year"
2000,"Female","80-84",48900,"110-01001","Mid-year"
2000,"Female","85+",38700,"110-01001","Mid-year"
2000,"Male","35-39",323100,"110-01001","Mid-year"
2000,"Male","40-44",326900,"110-01001","Mid-year"
2000,"Male","45-49",260700,"110-01001","Mid-year"
2000,"Male","50-54",210400,"110-01001","Mid-year"
2000,"Male","55-59",132400,"110-01001","Mid-year"
2000,"Male","60-64",135800,"110-01001","Mid-year"
2000,"Male","65-69",129000,"110-01001","Mid-year"
2000,"Male","70-74",97800,"110-01001","Mid-year"
2000,"Male","75-79",61100,"110-01001","Mid-year"
2000,"Male","80-84",32000,"110-01001","Mid-year"
2000,"Male","85+",16300,"110-01001","Mid-year"
2001,"Female","35-39",370500,"110-01001","Mid-year"
2001,"Female","40-44",343300,"110-01001","Mid-year"
2001,"Female","45-49",269200,"110-01001","Mid-year"
2001,"Female","50-54",210300,"110-01001","Mid-year"
2001,"Female","55-59",116600,"110-01001","Mid-year"
2001,"Female","60-64",117100,"110-01001","Mid-year"
2001,"Female","65-69",121900,"110-01001","Mid-year"
2001,"Female","70-74",107900,"110-01001","Mid-year"
2001,"Female","75-79",80500,"110-01001","Mid-year"
2001,"Female","80-84",52100,"110-01001","Mid-year"
2001,"Female","85+",43000,"110-01001","Mid-year"
2001,"Male","35-39",312700,"110-01001","Mid-year"
2001,"Male","40-44",335400,"110-01001","Mid-year"
2001,"Male","45-49",270500,"110-01001","Mid-year"
2001,"Male","50-54",226700,"110-01001","Mid-year"
2001,"Male","55-59",136000,"110-01001","Mid-year"
2001,"Male","60-64",133900,"110-01001","Mid-year"
2001,"Male","65-69",128200,"110-01001","Mid-year"
2001,"Male","70-74",102300,"110-01001","Mid-year"
2001,"Male","75-79",63600,"110-01001","Mid-year"
2001,"Male","80-84",34200,"110-01001","Mid-year"
2001,"Male","85+",19600,"110-01001","Mid-year"
2002,"Female","35-39",368300,"110-01001","Mid-year"
2002,"Female","40-44",352400,"110-01001","Mid-year"
2002,"Female","45-49",286700,"110-01001","Mid-year"
2002,"Female","50-54",223400,"110-01001","Mid-year"
2002,"Female","55-59",133300,"110-01001","Mid-year"
2002,"Female","60-64",112500,"110-01001","Mid-year"
2002,"Female","65-69",123000,"110-01001","Mid-year"
2002,"Female","70-74",109600,"110-01001","Mid-year"
2002,"Female","75-79",84300,"110-01001","Mid-year"
2002,"Female","80-84",55100,"110-01001","Mid-year"
2002,"Female","85+",46500,"110-01001","Mid-year"
2002,"Male","35-39",301100,"110-01001","Mid-year"
2002,"Male","40-44",335200,"110-01001","Mid-year"
2002,"Male","45-49",283600,"110-01001","Mid-year"
2002,"Male","50-54",233900,"110-01001","Mid-year"
2002,"Male","55-59",149300,"110-01001","Mid-year"
2002,"Male","60-64",128900,"110-01001","Mid-year"
2002,"Male","65-69",128600,"110-01001","Mid-year"
2002,"Male","70-74",105100,"110-01001","Mid-year"
2002,"Male","75-79",67200,"110-01001","Mid-year"
2002,"Male","80-84",36500,"110-01001","Mid-year"
2002,"Male","85+",21200,"110-01001","Mid-year"
2003,"Female","35-39",354300,"110-01001","Mid-year"
2003,"Female","40-44",361900,"110-01001","Mid-year"
2003,"Female","45-49",302300,"110-01001","Mid-year"
2003,"Female","50-54",233000,"110-01001","Mid-year"
2003,"Female","55-59",150100,"110-01001","Mid-year"
2003,"Female","60-64",107300,"110-01001","Mid-year"
2003,"Female","65-69",122200,"110-01001","Mid-year"
2003,"Female","70-74",111200,"110-01001","Mid-year"
2003,"Female","75-79",86900,"110-01001","Mid-year"
2003,"Female","80-84",58400,"110-01001","Mid-year"
2003,"Female","85+",49800,"110-01001","Mid-year"
2003,"Male","35-39",283300,"110-01001","Mid-year"
2003,"Male","40-44",332900,"110-01001","Mid-year"
2003,"Male","45-49",297400,"110-01001","Mid-year"
2003,"Male","50-54",239100,"110-01001","Mid-year"
2003,"Male","55-59",163000,"110-01001","Mid-year"
2003,"Male","60-64",124500,"110-01001","Mid-year"
2003,"Male","65-69",127200,"110-01001","Mid-year"
2003,"Male","70-74",108700,"110-01001","Mid-year"
2003,"Male","75-79",70200,"110-01001","Mid-year"
2003,"Male","80-84",38700,"110-01001","Mid-year"
2003,"Male","85+",22100,"110-01001","Mid-year"
2004,"Female","35-39",344400,"110-01001","Mid-year"
2004,"Female","40-44",370300,"110-01001","Mid-year"
2004,"Female","45-49",317000,"110-01001","Mid-year"
2004,"Female","50-54",245000,"110-01001","Mid-year"
2004,"Female","55-59",168200,"110-01001","Mid-year"
2004,"Female","60-64",106800,"110-01001","Mid-year"
2004,"Female","65-69",121700,"110-01001","Mid-year"
2004,"Female","70-74",114700,"110-01001","Mid-year"
2004,"Female","75-79",89900,"110-01001","Mid-year"
2004,"Female","80-84",62100,"110-01001","Mid-year"
2004,"Female","85+",53000,"110-01001","Mid-year"
2004,"Male","35-39",270500,"110-01001","Mid-year"
2004,"Male","40-44",328900,"110-01001","Mid-year"
2004,"Male","45-49",309400,"110-01001","Mid-year"
2004,"Male","50-54",246000,"110-01001","Mid-year"
2004,"Male","55-59",177700,"110-01001","Mid-year"
2004,"Male","60-64",124000,"110-01001","Mid-year"
2004,"Male","65-69",126500,"110-01001","Mid-year"
2004,"Male","70-74",113200,"110-01001","Mid-year"
2004,"Male","75-79",73200,"110-01001","Mid-year"
2004,"Male","80-84",40900,"110-01001","Mid-year"
2004,"Male","85+",23800,"110-01001","Mid-year"
2005,"Female","35-39",334300,"110-01001","Mid-year"
2005,"Female","40-44",370800,"110-01001","Mid-year"
2005,"Female","45-49",328700,"110-01001","Mid-year"
2005,"Female","50-54",256000,"110-01001","Mid-year"
2005,"Female","55-59",190100,"110-01001","Mid-year"
2005,"Female","60-64",109900,"110-01001","Mid-year"
2005,"Female","65-69",119900,"110-01001","Mid-year"
2005,"Female","70-74",115600,"110-01001","Mid-year"
2005,"Female","75-79",92400,"110-01001","Mid-year"
2005,"Female","80-84",65100,"110-01001","Mid-year"
2005,"Female","85+",57000,"110-01001","Mid-year"
2005,"Male","35-39",256600,"110-01001","Mid-year"
2005,"Male","40-44",318400,"110-01001","Mid-year"
2005,"Male","45-49",319500,"110-01001","Mid-year"
2005,"Male","50-54",253900,"110-01001","Mid-year"
2005,"Male","55-59",198000,"110-01001","Mid-year"
2005,"Male","60-64",125200,"110-01001","Mid-year"
2005,"Male","65-69",126300,"110-01001","Mid-year"
2005,"Male","70-74",112700,"110-01001","Mid-year"
2005,"Male","75-79",77400,"110-01001","Mid-year"
2005,"Male","80-84",42600,"110-01001","Mid-year"
2005,"Male","85+",25700,"110-01001","Mid-year"
2006,"Female","35-39",331400,"110-01001","Mid-year"
2006,"Female","40-44",365300,"110-01001","Mid-year"
2006,"Female","45-49",335700,"110-01001","Mid-year"
2006,"Female","50-54",267600,"110-01001","Mid-year"
2006,"Female","55-59",207800,"110-01001","Mid-year"
2006,"Female","60-64",116300,"110-01001","Mid-year"
2006,"Female","65-69",116600,"110-01001","Mid-year"
2006,"Female","70-74",115900,"110-01001","Mid-year"
2006,"Female","75-79",96300,"110-01001","Mid-year"
2006,"Female","80-84",67900,"110-01001","Mid-year"
2006,"Female","85+",62200,"110-01001","Mid-year"
2006,"Male","35-39",248000,"110-01001","Mid-year"
2006,"Male","40-44",304400,"110-01001","Mid-year"
2006,"Male","45-49",323700,"110-01001","Mid-year"
2006,"Male","50-54",264000,"110-01001","Mid-year"
2006,"Male","55-59",214700,"110-01001","Mid-year"
2006,"Male","60-64",127600,"110-01001","Mid-year"
2006,"Male","65-69",125200,"110-01001","Mid-year"
2006,"Male","70-74",112400,"110-01001","Mid-year"
2006,"Male","75-79",82300,"110-01001","Mid-year"
2006,"Male","80-84",44800,"110-01001","Mid-year"
2006,"Male","85+",28500,"110-01001","Mid-year"
2007,"Female","35-39",331700,"110-01001","Mid-year"
2007,"Female","40-44",358600,"110-01001","Mid-year"
2007,"Female","45-49",337700,"110-01001","Mid-year"
2007,"Female","50-54",280800,"110-01001","Mid-year"
2007,"Female","55-59",219400,"110-01001","Mid-year"
2007,"Female","60-64",131700,"110-01001","Mid-year"
2007,"Female","65-69",112300,"110-01001","Mid-year"
2007,"Female","70-74",119700,"110-01001","Mid-year"
2007,"Female","75-79",98600,"110-01001","Mid-year"
2007,"Female","80-84",71700,"110-01001","Mid-year"
2007,"Female","85+",66600,"110-01001","Mid-year"
2007,"Male","35-39",243400,"110-01001","Mid-year"
2007,"Male","40-44",293100,"110-01001","Mid-year"
2007,"Male","45-49",320100,"110-01001","Mid-year"
2007,"Male","50-54",276400,"110-01001","Mid-year"
2007,"Male","55-59",222200,"110-01001","Mid-year"
2007,"Male","60-64",140800,"110-01001","Mid-year"
2007,"Male","65-69",122500,"110-01001","Mid-year"
2007,"Male","70-74",115400,"110-01001","Mid-year"
2007,"Male","75-79",86900,"110-01001","Mid-year"
2007,"Male","80-84",47800,"110-01001","Mid-year"
2007,"Male","85+",30700,"110-01001","Mid-year"
2008,"Female","35-39",334100,"110-01001","Mid-year"
2008,"Female","40-44",344400,"110-01001","Mid-year"
2008,"Female","45-49",348200,"110-01001","Mid-year"
2008,"Female","50-54",295700,"110-01001","Mid-year"
2008,"Female","55-59",229000,"110-01001","Mid-year"
2008,"Female","60-64",148500,"110-01001","Mid-year"
2008,"Female","65-69",107100,"110-01001","Mid-year"
2008,"Female","70-74",119600,"110-01001","Mid-year"
2008,"Female","75-79",101800,"110-01001","Mid-year"
2008,"Female","80-84",74200,"110-01001","Mid-year"
2008,"Female","85+",70700,"110-01001","Mid-year"
2008,"Male","35-39",241300,"110-01001","Mid-year"
2008,"Male","40-44",277100,"110-01001","Mid-year"
2008,"Male","45-49",320100,"110-01001","Mid-year"
2008,"Male","50-54",289600,"110-01001","Mid-year"
2008,"Male","55-59",228900,"110-01001","Mid-year"
2008,"Male","60-64",155100,"110-01001","Mid-year"
2008,"Male","65-69",118700,"110-01001","Mid-year"
2008,"Male","70-74",116100,"110-01001","Mid-year"
2008,"Male","75-79",91300,"110-01001","Mid-year"
2008,"Male","80-84",50400,"110-01001","Mid-year"
2008,"Male","85+",32800,"110-01001","Mid-year"
2009,"Female","35-39",331700,"110-01001","Mid-year"
2009,"Female","40-44",334400,"110-01001","Mid-year"
2009,"Female","45-49",354700,"110-01001","Mid-year"
2009,"Female","50-54",306900,"110-01001","Mid-year"
2009,"Female","55-59",239000,"110-01001","Mid-year"
2009,"Female","60-64",165800,"110-01001","Mid-year"
2009,"Female","65-69",105300,"110-01001","Mid-year"
2009,"Female","70-74",118400,"110-01001","Mid-year"
2009,"Female","75-79",105500,"110-01001","Mid-year"
2009,"Female","80-84",76600,"110-01001","Mid-year"
2009,"Female","85+",75000,"110-01001","Mid-year"
2009,"Male","35-39",240000,"110-01001","Mid-year"
2009,"Male","40-44",262700,"110-01001","Mid-year"
2009,"Male","45-49",315900,"110-01001","Mid-year"
2009,"Male","50-54",299300,"110-01001","Mid-year"
2009,"Male","55-59",236900,"110-01001","Mid-year"
2009,"Male","60-64",169600,"110-01001","Mid-year"
2009,"Male","65-69",118300,"110-01001","Mid-year"
2009,"Male","70-74",115300,"110-01001","Mid-year"
2009,"Male","75-79",95800,"110-01001","Mid-year"
2009,"Male","80-84",53200,"110-01001","Mid-year"
2009,"Male","85+",35200,"110-01001","Mid-year"
2010,"Female","35-39",332000,"110-01001","Mid-year"
2010,"Female","40-44",329900,"110-01001","Mid-year"
2010,"Female","45-49",357900,"110-01001","Mid-year"
2010,"Female","50-54",317700,"110-01001","Mid-year"
2010,"Female","55-59",247400,"110-01001","Mid-year"
2010,"Female","60-64",186800,"110-01001","Mid-year"
2010,"Female","65-69",107400,"110-01001","Mid-year"
2010,"Female","70-74",116900,"110-01001","Mid-year"
2010,"Female","75-79",107200,"110-01001","Mid-year"
2010,"Female","80-84",79600,"110-01001","Mid-year"
2010,"Female","85+",79700,"110-01001","Mid-year"
2010,"Male","35-39",238700,"110-01001","Mid-year"
2010,"Male","40-44",250000,"110-01001","Mid-year"
2010,"Male","45-49",307700,"110-01001","Mid-year"
2010,"Male","50-54",307700,"110-01001","Mid-year"
2010,"Male","55-59",243700,"110-01001","Mid-year"
2010,"Male","60-64",188200,"110-01001","Mid-year"
2010,"Male","65-69",119300,"110-01001","Mid-year"
2010,"Male","70-74",116700,"110-01001","Mid-year"
2010,"Male","75-79",96300,"110-01001","Mid-year"
2010,"Male","80-84",57600,"110-01001","Mid-year"
2010,"Male","85+",37800,"110-01001","Mid-year"
2011,"Female","35-39",328100,"110-01001","Mid-year"
2011,"Female","40-44",330000,"110-01001","Mid-year"
2011,"Female","45-49",356400,"110-01001","Mid-year"
2011,"Female","50-54",324900,"110-01001","Mid-year"
2011,"Female","55-59",259200,"110-01001","Mid-year"
2011,"Female","60-64",204500,"110-01001","Mid-year"
2011,"Female","65-69",112800,"110-01001","Mid-year"
2011,"Female","70-74",113700,"110-01001","Mid-year"
2011,"Female","75-79",108200,"110-01001","Mid-year"
2011,"Female","80-84",83800,"110-01001","Mid-year"
2011,"Female","85+",84700,"110-01001","Mid-year"
2011,"Male","35-39",234500,"110-01001","Mid-year"
2011,"Male","40-44",242700,"110-01001","Mid-year"
2011,"Male","45-49",295300,"110-01001","Mid-year"
2011,"Male","50-54",312800,"110-01001","Mid-year"
2011,"Male","55-59",253900,"110-01001","Mid-year"
2011,"Male","60-64",205100,"110-01001","Mid-year"
2011,"Male","65-69",121500,"110-01001","Mid-year"
2011,"Male","70-74",116700,"110-01001","Mid-year"
2011,"Male","75-79",97000,"110-01001","Mid-year"
2011,"Male","80-84",62300,"110-01001","Mid-year"
2011,"Male","85+",40700,"110-01001","Mid-year"
2012,"Female","35-39",331500,"110-01001","Mid-year"
2012,"Female","40-44",334700,"110-01001","Mid-year"
2012,"Female","45-49",351300,"110-01001","Mid-year"
2012,"Female","50-54",329600,"110-01001","Mid-year"
2012,"Female","55-59",273100,"110-01001","Mid-year"
2012,"Female","60-64",214800,"110-01001","Mid-year"
2012,"Female","65-69",129600,"110-01001","Mid-year"
2012,"Female","70-74",108300,"110-01001","Mid-year"
2012,"Female","75-79",109800,"110-01001","Mid-year"
2012,"Female","80-84",85600,"110-01001","Mid-year"
2012,"Female","85+",90500,"110-01001","Mid-year"
2012,"Male","35-39",234500,"110-01001","Mid-year"
2012,"Male","40-44",241200,"110-01001","Mid-year"
2012,"Male","45-49",286100,"110-01001","Mid-year"
2012,"Male","50-54",311800,"110-01001","Mid-year"
2012,"Male","55-59",267500,"110-01001","Mid-year"
2012,"Male","60-64",213700,"110-01001","Mid-year"
2012,"Male","65-69",134800,"110-01001","Mid-year"
2012,"Male","70-74",112800,"110-01001","Mid-year"
2012,"Male","75-79",99100,"110-01001","Mid-year"
2012,"Male","80-84",65400,"110-01001","Mid-year"
2012,"Male","85+",44000,"110-01001","Mid-year"
2013,"Female","35-39",328800,"110-01001","Mid-year"
2013,"Female","40-44",337700,"110-01001","Mid-year"
2013,"Female","45-49",337000,"110-01001","Mid-year"
2013,"Female","50-54",340400,"110-01001","Mid-year"
2013,"Female","55-59",288000,"110-01001","Mid-year"
2013,"Female","60-64",222700,"110-01001","Mid-year"
2013,"Female","65-69",146400,"110-01001","Mid-year"
2013,"Female","70-74",103600,"110-01001","Mid-year"
2013,"Female","75-79",109800,"110-01001","Mid-year"
2013,"Female","80-84",88300,"110-01001","Mid-year"
2013,"Female","85+",96800,"110-01001","Mid-year"
2013,"Male","35-39",229500,"110-01001","Mid-year"
2013,"Male","40-44",239800,"110-01001","Mid-year"
2013,"Male","45-49",270800,"110-01001","Mid-year"
2013,"Male","50-54",313800,"110-01001","Mid-year"
2013,"Male","55-59",281100,"110-01001","Mid-year"
2013,"Male","60-64",219900,"110-01001","Mid-year"
2013,"Male","65-69",148700,"110-01001","Mid-year"
2013,"Male","70-74",109500,"110-01001","Mid-year"
2013,"Male","75-79",100400,"110-01001","Mid-year"
2013,"Male","80-84",69300,"110-01001","Mid-year"
2013,"Male","85+",47100,"110-01001","Mid-year"
2014,"Female","35-39",329500,"110-01001","Mid-year"
2014,"Female","40-44",338400,"110-01001","Mid-year"
2014,"Female","45-49",329100,"110-01001","Mid-year"
2014,"Female","50-54",347900,"110-01001","Mid-year"
2014,"Female","55-59",299200,"110-01001","Mid-year"
2014,"Female","60-64",232600,"110-01001","Mid-year"
2014,"Female","65-69",163300,"110-01001","Mid-year"
2014,"Female","70-74",101900,"110-01001","Mid-year"
2014,"Female","75-79",109400,"110-01001","Mid-year"
2014,"Female","80-84",91400,"110-01001","Mid-year"
2014,"Female","85+",101900,"110-01001","Mid-year"
2014,"Male","35-39",226800,"110-01001","Mid-year"
2014,"Male","40-44",239700,"110-01001","Mid-year"
2014,"Male","45-49",258000,"110-01001","Mid-year"
2014,"Male","50-54",310600,"110-01001","Mid-year"
2014,"Male","55-59",291600,"110-01001","Mid-year"
2014,"Male","60-64",227500,"110-01001","Mid-year"
2014,"Male","65-69",163000,"110-01001","Mid-year"
2014,"Male","70-74",109600,"110-01001","Mid-year"
2014,"Male","75-79",99900,"110-01001","Mid-year"
2014,"Male","80-84",73300,"110-01001","Mid-year"
2014,"Male","85+",50100,"110-01001","Mid-year"
2015,"Female","35-39",334000,"110-01001","Mid-year"
2015,"Female","40-44",339100,"110-01001","Mid-year"
2015,"Female","45-49",323800,"110-01001","Mid-year"
2015,"Female","50-54",351300,"110-01001","Mid-year"
2015,"Female","55-59",309400,"110-01001","Mid-year"
2015,"Female","60-64",239800,"110-01001","Mid-year"
2015,"Female","65-69",182800,"110-01001","Mid-year"
2015,"Female","70-74",103400,"110-01001","Mid-year"
2015,"Female","75-79",108300,"110-01001","Mid-year"
2015,"Female","80-84",92400,"110-01001","Mid-year"
2015,"Female","85+",107700,"110-01001","Mid-year"
2015,"Male","35-39",225300,"110-01001","Mid-year"
2015,"Male","40-44",239200,"110-01001","Mid-year"
2015,"Male","45-49",246100,"110-01001","Mid-year"
2015,"Male","50-54",303800,"110-01001","Mid-year"
2015,"Male","55-59",300900,"110-01001","Mid-year"
2015,"Male","60-64",234100,"110-01001","Mid-year"
2015,"Male","65-69",180300,"110-01001","Mid-year"
2015,"Male","70-74",110300,"110-01001","Mid-year"
2015,"Male","75-79",101200,"110-01001","Mid-year"
2015,"Male","80-84",73800,"110-01001","Mid-year"
2015,"Male","85+",54400,"110-01001","Mid-year"
2016,"Female","35-39",343300,"110-01001","Mid-year"
2016,"Female","40-44",335200,"110-01001","Mid-year"
2016,"Female","45-49",326800,"110-01001","Mid-year"
2016,"Female","50-54",350200,"110-01001","Mid-year"
2016,"Female","55-59",316200,"110-01001","Mid-year"
2016,"Female","60-64",251200,"110-01001","Mid-year"
2016,"Female","65-69",199200,"110-01001","Mid-year"
2016,"Female","70-74",108600,"110-01001","Mid-year"
2016,"Female","75-79",105200,"110-01001","Mid-year"
2016,"Female","80-84",92900,"110-01001","Mid-year"
2016,"Female","85+",114300,"110-01001","Mid-year"
2016,"Male","35-39",228000,"110-01001","Mid-year"
2016,"Male","40-44",234600,"110-01001","Mid-year"
2016,"Male","45-49",240200,"110-01001","Mid-year"
2016,"Male","50-54",292900,"110-01001","Mid-year"
2016,"Male","55-59",306800,"110-01001","Mid-year"
2016,"Male","60-64",244100,"110-01001","Mid-year"
2016,"Male","65-69",196500,"110-01001","Mid-year"
2016,"Male","70-74",112200,"110-01001","Mid-year"
2016,"Male","75-79",101200,"110-01001","Mid-year"
2016,"Male","80-84",74100,"110-01001","Mid-year"
2016,"Male","85+",59000,"110-01001","Mid-year"
2017,"Female","35-39",352500,"110-01001","Mid-year"
2017,"Female","40-44",338500,"110-01001","Mid-year"
2017,"Female","45-49",334100,"110-01001","Mid-year"
2017,"Female","50-54",344600,"110-01001","Mid-year"
2017,"Female","55-59",323600,"110-01001","Mid-year"
2017,"Female","60-64",267200,"110-01001","Mid-year"
2017,"Female","65-69",209300,"110-01001","Mid-year"
2017,"Female","70-74",124700,"110-01001","Mid-year"
2017,"Female","75-79",99100,"110-01001","Mid-year"
2017,"Female","80-84",94100,"110-01001","Mid-year"
2017,"Female","85+",119900,"110-01001","Mid-year"
2017,"Male","35-39",232200,"110-01001","Mid-year"
2017,"Male","40-44",234700,"110-01001","Mid-year"
2017,"Male","45-49",241100,"110-01001","Mid-year"
2017,"Male","50-54",280900,"110-01001","Mid-year"
2017,"Male","55-59",307700,"110-01001","Mid-year"
2017,"Male","60-64",258900,"110-01001","Mid-year"
2017,"Male","65-69",205000,"110-01001","Mid-year"
2017,"Male","70-74",124600,"110-01001","Mid-year"
