SEX,AGE,CCYY,H,obs_value,sd_value
F,5-9,1997,1,187.9000000000,
F,50-54,1997,1,134.6000000000,
F,55-59,1997,1,113.5000000000,
F,60-64,1997,1,128.1000000000,
F,65-69,1997,1,121.2000000000,
F,70-74,1997,1,97.7000000000,
F,75-79,1997,1,70.8000000000,
F,80-84,1997,1,43.8000000000,
F,85_and_over,1997,1,33.1000000000,
M,,1997,1,3235.4000000000,
M,0-4,1997,1,189.3000000000,
M,10-14,1997,1,218.4000000000,
M,15-19,1997,1,233.3000000000,
M,20-24,1997,1,235.6000000000,
M,25-29,1997,1,246.0000000000,
M,30-34,1997,1,300.0000000000,
M,35-39,1997,1,336.3000000000,
M,40-44,1997,1,288.1000000000,
M,45-49,1997,1,243.9000000000,
M,5-9,1997,1,202.7000000000,
M,50-54,1997,1,158.7000000000,
M,55-59,1997,1,137.0000000000,
M,60-64,1997,1,141.1000000000,
M,65-69,1997,1,122.2000000000,
M,70-74,1997,1,86.8000000000,
M,75-79,1997,1,55.1000000000,
M,80-84,1997,1,27.0000000000,
M,85_and_over,1997,1,13.9000000000,
,,1997,2,6516.7000000000,
,0-4,1997,2,348.7000000000,
,10-14,1997,2,418.8000000000,
,15-19,1997,2,467.3000000000,
,20-24,1997,2,473.8000000000,
,25-29,1997,2,532.4000000000,
,30-34,1997,2,625.0000000000,
,35-39,1997,2,682.0000000000,
,40-44,1997,2,588.0000000000,
,45-49,1997,2,478.4000000000,
,5-9,1997,2,395.2000000000,
,50-54,1997,2,312.3000000000,
,55-59,1997,2,245.5000000000,
,60-64,1997,2,271.1000000000,
,65-69,1997,2,244.9000000000,
,70-74,1997,2,187.1000000000,
,75-79,1997,2,128.2000000000,
,80-84,1997,2,70.7000000000,
,85_and_over,1997,2,47.3000000000,
F,,1997,2,3274.7000000000,
F,0-4,1997,2,166.9000000000,
F,10-14,1997,2,203.0000000000,
F,15-19,1997,2,230.1000000000,
F,20-24,1997,2,239.9000000000,
F,25-29,1997,2,287.5000000000,
F,30-34,1997,2,333.2000000000,
F,35-39,1997,2,347.2000000000,
F,40-44,1997,2,292.9000000000,
F,45-49,1997,2,230.4000000000,
F,5-9,1997,2,190.0000000000,
F,50-54,1997,2,144.6000000000,
F,55-59,1997,2,111.2000000000,
F,60-64,1997,2,128.9000000000,
F,65-69,1997,2,120.8000000000,
F,70-74,1997,2,99.0000000000,
F,75-79,1997,2,72.1000000000,
F,80-84,1997,2,43.6000000000,
F,85_and_over,1997,2,33.4000000000,
M,,1997,2,3242.0000000000,
M,0-4,1997,2,181.8000000000,
M,10-14,1997,2,215.8000000000,
M,15-19,1997,2,237.2000000000,
M,20-24,1997,2,233.9000000000,
M,25-29,1997,2,244.9000000000,
M,30-34,1997,2,291.8000000000,
M,35-39,1997,2,334.8000000000,
M,40-44,1997,2,295.1000000000,
M,45-49,1997,2,248.0000000000,
M,5-9,1997,2,205.2000000000,
M,50-54,1997,2,167.7000000000,
M,55-59,1997,2,134.3000000000,
M,60-64,1997,2,142.2000000000,
M,65-69,1997,2,124.1000000000,
M,70-74,1997,2,88.1000000000,
M,75-79,1997,2,56.1000000000,
M,80-84,1997,2,27.1000000000,
M,85_and_over,1997,2,13.9000000000,
,,1998,1,6543.7000000000,
,0-4,1998,1,339.7000000000,
,10-14,1998,1,420.6000000000,
,15-19,1998,1,465.2000000000,
,20-24,1998,1,471.3000000000,
,25-29,1998,1,535.0000000000,
,30-34,1998,1,613.8000000000,
,35-39,1998,1,687.5000000000,
,40-44,1998,1,604.4000000000,
,45-49,1998,1,485.7000000000,
,5-9,1998,1,399.1000000000,
,50-54,1998,1,326.3000000000,
,55-59,1998,1,240.4000000000,
,60-64,1998,1,264.1000000000,
,65-69,1998,1,248.9000000000,
,70-74,1998,1,190.6000000000,
,75-79,1998,1,130.2000000000,
,80-84,1998,1,72.7000000000,
,85_and_over,1998,1,48.2000000000,
F,,1998,1,3293.8000000000,
F,0-4,1998,1,162.5000000000,
F,10-14,1998,1,203.6000000000,
F,15-19,1998,1,227.9000000000,
F,20-24,1998,1,240.5000000000,
F,25-29,1998,1,289.8000000000,
F,30-34,1998,1,329.0000000000,
F,35-39,1998,1,352.7000000000,
F,40-44,1998,1,300.5000000000,
F,45-49,1998,1,235.8000000000,
F,5-9,1998,1,192.1000000000,
F,50-54,1998,1,151.6000000000,
F,55-59,1998,1,107.8000000000,
F,60-64,1998,1,125.3000000000,
F,65-69,1998,1,122.0000000000,
F,70-74,1998,1,100.7000000000,
F,75-79,1998,1,73.2000000000,
F,80-84,1998,1,44.4000000000,
F,85_and_over,1998,1,34.4000000000,
M,,1998,1,3249.9000000000,
M,0-4,1998,1,177.2000000000,
M,10-14,1998,1,217.0000000000,
M,15-19,1998,1,237.3000000000,
M,20-24,1998,1,230.8000000000,
M,25-29,1998,1,245.2000000000,
M,30-34,1998,1,284.8000000000,
M,35-39,1998,1,334.8000000000,
M,40-44,1998,1,303.9000000000,
M,45-49,1998,1,249.9000000000,
M,5-9,1998,1,207.0000000000,
M,50-54,1998,1,174.7000000000,
M,55-59,1998,1,132.6000000000,
M,60-64,1998,1,138.8000000000,
M,65-69,1998,1,126.9000000000,
M,70-74,1998,1,89.9000000000,
M,75-79,1998,1,57.0000000000,
M,80-84,1998,1,28.3000000000,
M,85_and_over,1998,1,13.8000000000,
,,1998,2,6583.4000000000,
,0-4,1998,2,325.9000000000,
,10-14,1998,2,429.0000000000,
,15-19,1998,2,469.7000000000,
,20-24,1998,2,472.3000000000,
,25-29,1998,2,529.0000000000,
,30-34,1998,2,603.2000000000,
,35-39,1998,2,686.7000000000,
,40-44,1998,2,623.8000000000,
,45-49,1998,2,493.6000000000,
,5-9,1998,2,399.7000000000,
,50-54,1998,2,345.4000000000,
,55-59,1998,2,239.9000000000,
,60-64,1998,2,263.7000000000,
,65-69,1998,2,252.5000000000,
,70-74,1998,2,193.7000000000,
,75-79,1998,2,133.2000000000,
,80-84,1998,2,73.4000000000,
,85_and_over,1998,2,48.7000000000,
F,,1998,2,3322.7000000000,
F,0-4,1998,2,156.1000000000,
F,10-14,1998,2,207.9000000000,
F,15-19,1998,2,231.1000000000,
F,20-24,1998,2,241.7000000000,
F,25-29,1998,2,285.3000000000,
F,30-34,1998,2,324.8000000000,
F,35-39,1998,2,355.3000000000,
F,40-44,1998,2,312.0000000000,
F,45-49,1998,2,240.9000000000,
F,5-9,1998,2,191.9000000000,
F,50-54,1998,2,162.9000000000,
F,55-59,1998,2,107.7000000000,
F,60-64,1998,2,125.8000000000,
F,65-69,1998,2,123.1000000000,
F,70-74,1998,2,101.9000000000,
F,75-79,1998,2,75.0000000000,
F,80-84,1998,2,44.8000000000,
F,85_and_over,1998,2,34.5000000000,
M,,1998,2,3260.7000000000,
M,0-4,1998,2,169.8000000000,
M,10-14,1998,2,221.1000000000,
M,15-19,1998,2,238.6000000000,
M,20-24,1998,2,230.6000000000,
M,25-29,1998,2,243.7000000000,
M,30-34,1998,2,278.4000000000,
M,35-39,1998,2,331.4000000000,
M,40-44,1998,2,311.8000000000,
M,45-49,1998,2,252.7000000000,
M,5-9,1998,2,207.8000000000,
M,50-54,1998,2,182.5000000000,
M,55-59,1998,2,132.2000000000,
M,60-64,1998,2,137.9000000000,
M,65-69,1998,2,129.4000000000,
M,70-74,1998,2,91.8000000000,
M,75-79,1998,2,58.2000000000,
M,80-84,1998,2,28.6000000000,
M,85_and_over,1998,2,14.2000000000,
,,1999,1,6606.5000000000,
,0-4,1999,1,322.3000000000,
,10-14,1999,1,429.8000000000,
,15-19,1999,1,462.8000000000,
,20-24,1999,1,469.6000000000,
,25-29,1999,1,530.5000000000,
,30-34,1999,1,595.1000000000,
,35-39,1999,1,692.4000000000,
,40-44,1999,1,631.7000000000,
,45-49,1999,1,501.6000000000,
,5-9,1999,1,402.2000000000,
,50-54,1999,1,358.0000000000,
,55-59,1999,1,241.1000000000,
,60-64,1999,1,259.4000000000,
,65-69,1999,1,252.4000000000,
,70-74,1999,1,195.1000000000,
,75-79,1999,1,136.5000000000,
,80-84,1999,1,75.5000000000,
,85_and_over,1999,1,50.5000000000,
F,,1999,1,3341.8000000000,
F,0-4,1999,1,154.1000000000,
F,10-14,1999,1,208.9000000000,
F,15-19,1999,1,225.8000000000,
F,20-24,1999,1,242.2000000000,
F,25-29,1999,1,287.0000000000,
F,30-34,1999,1,324.0000000000,
F,35-39,1999,1,361.4000000000,
F,40-44,1999,1,315.3000000000,
F,45-49,1999,1,245.6000000000,
F,5-9,1999,1,193.2000000000,
F,50-54,1999,1,169.8000000000,
F,55-59,1999,1,107.9000000000,
F,60-64,1999,1,122.9000000000,
F,65-69,1999,1,122.8000000000,
F,70-74,1999,1,102.0000000000,
F,75-79,1999,1,76.8000000000,
F,80-84,1999,1,46.2000000000,
F,85_and_over,1999,1,35.9000000000,
M,,1999,1,3264.7000000000,
M,0-4,1999,1,168.2000000000,
M,10-14,1999,1,220.9000000000,
M,15-19,1999,1,237.0000000000,
M,20-24,1999,1,227.4000000000,
M,25-29,1999,1,243.5000000000,
M,30-34,1999,1,271.1000000000,
M,35-39,1999,1,331.0000000000,
M,40-44,1999,1,316.4000000000,
M,45-49,1999,1,256.0000000000,
M,5-9,1999,1,209.0000000000,
M,50-54,1999,1,188.2000000000,
M,55-59,1999,1,133.2000000000,
M,60-64,1999,1,136.5000000000,
M,65-69,1999,1,129.6000000000,
M,70-74,1999,1,93.1000000000,
M,75-79,1999,1,59.7000000000,
M,80-84,1999,1,29.3000000000,
M,85_and_over,1999,1,14.6000000000,
,,1999,2,6637.6000000000,
,0-4,1999,2,305.3000000000,
,10-14,1999,2,430.4000000000,
,15-19,1999,2,465.0000000000,
,20-24,1999,2,470.6000000000,
,25-29,1999,2,532.0000000000,
,30-34,1999,2,585.1000000000,
,35-39,1999,2,695.4000000000,
,40-44,1999,2,640.7000000000,
,45-49,1999,2,508.7000000000,
,5-9,1999,2,401.7000000000,
,50-54,1999,2,381.4000000000,
,55-59,1999,2,242.8000000000,
,60-64,1999,2,260.2000000000,
,65-69,1999,2,253.8000000000,
,70-74,1999,2,197.7000000000,
,75-79,1999,2,137.3000000000,
,80-84,1999,2,77.8000000000,
,85_and_over,1999,2,51.7000000000,
F,,1999,2,3366.6000000000,
F,0-4,1999,2,146.3000000000,
F,10-14,1999,2,209.1000000000,
F,15-19,1999,2,226.9000000000,
F,20-24,1999,2,244.2000000000,
F,25-29,1999,2,286.6000000000,
F,30-34,1999,2,320.8000000000,
F,35-39,1999,2,366.3000000000,
F,40-44,1999,2,321.1000000000,
F,45-49,1999,2,251.1000000000,
F,5-9,1999,2,192.9000000000,
F,50-54,1999,2,181.5000000000,
F,55-59,1999,2,109.3000000000,
F,60-64,1999,2,122.9000000000,
F,65-69,1999,2,123.5000000000,
F,70-74,1999,2,102.9000000000,
F,75-79,1999,2,77.3000000000,
F,80-84,1999,2,47.4000000000,
F,85_and_over,1999,2,36.5000000000,
M,,1999,2,3271.0000000000,
M,0-4,1999,2,159.0000000000,
M,10-14,1999,2,221.3000000000,
M,15-19,1999,2,238.1000000000,
M,20-24,1999,2,226.4000000000,
M,25-29,1999,2,245.4000000000,
M,30-34,1999,2,264.3000000000,
M,35-39,1999,2,329.1000000000,
M,40-44,1999,2,319.6000000000,
M,45-49,1999,2,257.6000000000,
M,5-9,1999,2,208.8000000000,
M,50-54,1999,2,199.9000000000,
M,55-59,1999,2,133.5000000000,
M,60-64,1999,2,137.3000000000,
M,65-69,1999,2,130.3000000000,
M,70-74,1999,2,94.8000000000,
M,75-79,1999,2,60.0000000000,
M,80-84,1999,2,30.4000000000,
M,85_and_over,1999,2,15.2000000000,
,,2000,1,6665.0000000000,
,0-4,2000,1,294.7000000000,
,10-14,2000,1,431.9000000000,
,15-19,2000,1,459.0000000000,
,20-24,2000,1,466.8000000000,
,25-29,2000,1,533.2000000000,
,30-34,2000,1,585.3000000000,
,35-39,2000,1,689.6000000000,
,40-44,2000,1,658.8000000000,
,45-49,2000,1,514.6000000000,
,5-9,2000,1,401.5000000000,
,50-54,2000,1,401.2000000000,
,55-59,2000,1,241.8000000000,
,60-64,2000,1,257.4000000000,
,65-69,2000,1,251.6000000000,
,70-74,2000,1,202.4000000000,
,75-79,2000,1,139.3000000000,
,80-84,2000,1,80.9000000000,
,85_and_over,2000,1,55.0000000000,
F,,2000,1,3388.5000000000,
F,0-4,2000,1,141.3000000000,
F,10-14,2000,1,210.0000000000,
F,15-19,2000,1,222.6000000000,
F,20-24,2000,1,242.1000000000,
F,25-29,2000,1,290.6000000000,
F,30-34,2000,1,322.1000000000,
F,35-39,2000,1,366.5000000000,
F,40-44,2000,1,331.9000000000,
F,45-49,2000,1,253.9000000000,
F,5-9,2000,1,192.7000000000,
F,50-54,2000,1,190.8000000000,
F,55-59,2000,1,109.4000000000,
F,60-64,2000,1,121.6000000000,
F,65-69,2000,1,122.6000000000,
F,70-74,2000,1,104.6000000000,
F,75-79,2000,1,78.2000000000,
F,80-84,2000,1,48.9000000000,
F,85_and_over,2000,1,38.7000000000,
M,,2000,1,3276.5000000000,
M,0-4,2000,1,153.4000000000,
M,10-14,2000,1,221.9000000000,
M,15-19,2000,1,236.4000000000,
M,20-24,2000,1,224.7000000000,
M,25-29,2000,1,242.6000000000,
M,30-34,2000,1,263.2000000000,
M,35-39,2000,1,323.1000000000,
M,40-44,2000,1,326.9000000000,
M,45-49,2000,1,260.7000000000,
M,5-9,2000,1,208.8000000000,
M,50-54,2000,1,210.4000000000,
M,55-59,2000,1,132.4000000000,
M,60-64,2000,1,135.8000000000,
M,65-69,2000,1,129.0000000000,
M,70-74,2000,1,97.8000000000,
M,75-79,2000,1,61.1000000000,
M,80-84,2000,1,32.0000000000,
M,85_and_over,2000,1,16.3000000000,
,,2000,2,6711.5000000000,
,0-4,2000,2,282.5000000000,
,10-14,2000,2,432.4000000000,
,15-19,2000,2,456.6000000000,
,20-24,2000,2,472.8000000000,
,25-29,2000,2,528.9000000000,
,30-34,2000,2,585.6000000000,
,35-39,2000,2,684.3000000000,
,40-44,2000,2,674.6000000000,
,45-49,2000,2,525.7000000000,
,5-9,2000,2,399.9000000000,
,50-54,2000,2,422.8000000000,
,55-59,2000,2,245.7000000000,
,60-64,2000,2,257.3000000000,
,65-69,2000,2,251.1000000000,
,70-74,2000,2,208.2000000000,
,75-79,2000,2,141.0000000000,
,80-84,2000,2,83.6000000000,
,85_and_over,2000,2,58.5000000000,
F,,2000,2,3423.0000000000,
F,0-4,2000,2,135.3000000000,
F,10-14,2000,2,210.3000000000,
F,15-19,2000,2,221.4000000000,
F,20-24,2000,2,245.9000000000,
F,25-29,2000,2,286.7000000000,
F,30-34,2000,2,325.7000000000,
F,35-39,2000,2,367.8000000000,
F,40-44,2000,2,340.7000000000,
F,45-49,2000,2,261.3000000000,
F,5-9,2000,2,192.2000000000,
F,50-54,2000,2,202.6000000000,
F,55-59,2000,2,112.5000000000,
F,60-64,2000,2,121.0000000000,
F,65-69,2000,2,122.4000000000,
F,70-74,2000,2,107.1000000000,
F,75-79,2000,2,79.2000000000,
F,80-84,2000,2,50.2000000000,
F,85_and_over,2000,2,40.7000000000,
M,,2000,2,3288.5000000000,
M,0-4,2000,2,147.2000000000,
M,10-14,2000,2,222.1000000000,
M,15-19,2000,2,235.2000000000,
M,20-24,2000,2,226.9000000000,
M,25-29,2000,2,242.2000000000,
M,30-34,2000,2,259.9000000000,
M,35-39,2000,2,316.5000000000,
M,40-44,2000,2,333.9000000000,
M,45-49,2000,2,264.4000000000,
M,5-9,2000,2,207.7000000000,
M,50-54,2000,2,220.2000000000,
M,55-59,2000,2,133.2000000000,
M,60-64,2000,2,136.3000000000,
M,65-69,2000,2,128.7000000000,
M,70-74,2000,2,101.1000000000,
M,75-79,2000,2,61.8000000000,
M,80-84,2000,2,33.4000000000,
M,85_and_over,2000,2,17.8000000000,
,,2001,1,6714.3000000000,
,0-4,2001,1,272.8000000000,
,10-14,2001,1,429.3000000000,
,15-19,2001,1,446.0000000000,
,20-24,2001,1,467.9000000000,
,25-29,2001,1,524.1000000000,
,30-34,2001,1,582.3000000000,
,35-39,2001,1,683.2000000000,
,40-44,2001,1,678.7000000000,
,45-49,2001,1,539.7000000000,
,5-9,2001,1,396.4000000000,
,50-54,2001,1,437.0000000000,
,55-59,2001,1,252.6000000000,
,60-64,2001,1,251.0000000000,
,65-69,2001,1,250.1000000000,
,70-74,2001,1,210.2000000000,
,75-79,2001,1,144.1000000000,
,80-84,2001,1,86.3000000000,
,85_and_over,2001,1,62.6000000000,
F,,2001,1,3432.3000000000,
F,0-4,2001,1,130.8000000000,
F,10-14,2001,1,208.4000000000,
F,15-19,2001,1,216.7000000000,
F,20-24,2001,1,242.8000000000,
F,25-29,2001,1,283.6000000000,
F,30-34,2001,1,326.4000000000,
F,35-39,2001,1,370.5000000000,
F,40-44,2001,1,343.3000000000,
F,45-49,2001,1,269.2000000000,
F,5-9,2001,1,191.2000000000,
F,50-54,2001,1,210.3000000000,
F,55-59,2001,1,116.6000000000,
F,60-64,2001,1,117.1000000000,
F,65-69,2001,1,121.9000000000,
F,70-74,2001,1,107.9000000000,
F,75-79,2001,1,80.5000000000,
F,80-84,2001,1,52.1000000000,
F,85_and_over,2001,1,43.0000000000,
M,,2001,1,3282.0000000000,
M,0-4,2001,1,142.0000000000,
M,10-14,2001,1,220.9000000000,
M,15-19,2001,1,229.3000000000,
M,20-24,2001,1,225.1000000000,
M,25-29,2001,1,240.5000000000,
M,30-34,2001,1,255.9000000000,
M,35-39,2001,1,312.7000000000,
M,40-44,2001,1,335.4000000000,
M,45-49,2001,1,270.5000000000,
M,5-9,2001,1,205.2000000000,
M,50-54,2001,1,226.7000000000,
M,55-59,2001,1,136.0000000000,
M,60-64,2001,1,133.9000000000,
M,65-69,2001,1,128.2000000000,
M,70-74,2001,1,102.3000000000,
M,75-79,2001,1,63.6000000000,
M,80-84,2001,1,34.2000000000,
M,85_and_over,2001,1,19.6000000000,
,,2001,2,6730.3000000000,
,0-4,2001,2,261.8000000000,
,10-14,2001,2,429.9000000000,
,15-19,2001,2,441.5000000000,
,20-24,2001,2,462.1000000000,
,25-29,2001,2,519.2000000000,
,30-34,2001,2,579.5000000000,
,35-39,2001,2,678.1000000000,
,40-44,2001,2,680.8000000000,
,45-49,2001,2,557.2000000000,
,5-9,2001,2,391.7000000000,
,50-54,2001,2,447.6000000000,
,55-59,2001,2,268.3000000000,
,60-64,2001,2,245.6000000000,
,65-69,2001,2,251.3000000000,
,70-74,2001,2,213.1000000000,
,75-79,2001,2,147.2000000000,
,80-84,2001,2,89.9000000000,
,85_and_over,2001,2,65.5000000000,
F,,2001,2,3447.4000000000,
F,0-4,2001,2,125.8000000000,
F,10-14,2001,2,209.0000000000,
F,15-19,2001,2,214.6000000000,
F,20-24,2001,2,238.0000000000,
F,25-29,2001,2,279.7000000000,
F,30-34,2001,2,326.0000000000,
F,35-39,2001,2,370.4000000000,
F,40-44,2001,2,346.2000000000,
F,45-49,2001,2,279.1000000000,
F,5-9,2001,2,189.1000000000,
F,50-54,2001,2,216.8000000000,
F,55-59,2001,2,125.4000000000,
F,60-64,2001,2,114.2000000000,
F,65-69,2001,2,123.0000000000,
F,70-74,2001,2,108.7000000000,
F,75-79,2001,2,82.1000000000,
F,80-84,2001,2,54.1000000000,
F,85_and_over,2001,2,45.2000000000,
M,,2001,2,3282.9000000000,
M,0-4,2001,2,136.0000000000,
M,10-14,2001,2,220.9000000000,
M,15-19,2001,2,226.9000000000,
M,20-24,2001,2,224.1000000000,
M,25-29,2001,2,239.5000000000,
M,30-34,2001,2,253.5000000000,
M,35-39,2001,2,307.7000000000,
M,40-44,2001,2,334.6000000000,
M,45-49,2001,2,278.1000000000,
M,5-9,2001,2,202.6000000000,
M,50-54,2001,2,230.8000000000,
M,55-59,2001,2,142.9000000000,
M,60-64,2001,2,131.4000000000,
M,65-69,2001,2,128.3000000000,
M,70-74,2001,2,104.4000000000,
M,75-79,2001,2,65.1000000000,
M,80-84,2001,2,35.8000000000,
M,85_and_over,2001,2,20.3000000000,
,,2002,1,6744.1000000000,
,0-4,2002,1,251.7000000000,
,10-14,2002,1,432.7000000000,
,15-19,2002,1,438.1000000000,
,20-24,2002,1,455.0000000000,
,25-29,2002,1,510.6000000000,
,30-34,2002,1,580.7000000000,
,35-39,2002,1,669.4000000000,
,40-44,2002,1,687.6000000000,
,45-49,2002,1,570.3000000000,
,5-9,2002,1,389.6000000000,
,50-54,2002,1,457.3000000000,
,55-59,2002,1,282.6000000000,
,60-64,2002,1,241.4000000000,
,65-69,2002,1,251.6000000000,
,70-74,2002,1,214.7000000000,
,75-79,2002,1,151.5000000000,
,80-84,2002,1,91.6000000000,
,85_and_over,2002,1,67.7000000000,
F,,2002,1,3464.5000000000,
F,0-4,2002,1,121.4000000000,
F,10-14,2002,1,210.1000000000,
F,15-19,2002,1,213.3000000000,
F,20-24,2002,1,232.3000000000,
F,25-29,2002,1,274.4000000000,
F,30-34,2002,1,329.1000000000,
F,35-39,2002,1,368.3000000000,
F,40-44,2002,1,352.4000000000,
F,45-49,2002,1,286.7000000000,
F,5-9,2002,1,188.8000000000,
F,50-54,2002,1,223.4000000000,
F,55-59,2002,1,133.3000000000,
F,60-64,2002,1,112.5000000000,
F,65-69,2002,1,123.0000000000,
F,70-74,2002,1,109.6000000000,
F,75-79,2002,1,84.3000000000,
F,80-84,2002,1,55.1000000000,
F,85_and_over,2002,1,46.5000000000,
M,,2002,1,3279.6000000000,
M,0-4,2002,1,130.3000000000,
M,10-14,2002,1,222.6000000000,
M,15-19,2002,1,224.8000000000,
M,20-24,2002,1,222.7000000000,
M,25-29,2002,1,236.2000000000,
M,30-34,2002,1,251.6000000000,
M,35-39,2002,1,301.1000000000,
M,40-44,2002,1,335.2000000000,
M,45-49,2002,1,283.6000000000,
M,5-9,2002,1,200.8000000000,
M,50-54,2002,1,233.9000000000,
M,55-59,2002,1,149.3000000000,
M,60-64,2002,1,128.9000000000,
M,65-69,2002,1,128.6000000000,
M,70-74,2002,1,105.1000000000,
M,75-79,2002,1,67.2000000000,
M,80-84,2002,1,36.5000000000,
M,85_and_over,2002,1,21.2000000000,
,,2002,2,6725.8000000000,
,0-4,2002,2,242.0000000000,
,10-14,2002,2,431.0000000000,
,15-19,2002,2,433.6000000000,
,20-24,2002,2,451.8000000000,
,25-29,2002,2,497.3000000000,
,30-34,2002,2,574.6000000000,
,35-39,2002,2,651.6000000000,
,40-44,2002,2,691.5000000000,
,45-49,2002,2,584.3000000000,
,5-9,2002,2,378.2000000000,
,50-54,2002,2,466.1000000000,
,55-59,2002,2,298.9000000000,
,60-64,2002,2,235.3000000000,
,65-69,2002,2,252.7000000000,
,70-74,2002,2,216.6000000000,
,75-79,2002,2,154.8000000000,
,80-84,2002,2,94.9000000000,
,85_and_over,2002,2,70.6000000000,
F,,2002,2,3458.8000000000,
F,0-4,2002,2,116.7000000000,
F,10-14,2002,2,209.1000000000,
F,15-19,2002,2,211.6000000000,
F,20-24,2002,2,229.4000000000,
F,25-29,2002,2,266.2000000000,
F,30-34,2002,2,325.5000000000,
F,35-39,2002,2,359.5000000000,
F,40-44,2002,2,357.3000000000,
F,45-49,2002,2,294.4000000000,
F,5-9,2002,2,183.8000000000,
F,50-54,2002,2,228.6000000000,
F,55-59,2002,2,142.3000000000,
F,60-64,2002,2,109.3000000000,
F,65-69,2002,2,123.5000000000,
F,70-74,2002,2,110.0000000000,
F,75-79,2002,2,85.9000000000,
F,80-84,2002,2,57.0000000000,
F,85_and_over,2002,2,48.7000000000,
M,,2002,2,3267.0000000000,
M,0-4,2002,2,125.3000000000,
M,10-14,2002,2,221.9000000000,
M,15-19,2002,2,222.0000000000,
M,20-24,2002,2,222.4000000000,
M,25-29,2002,2,231.1000000000,
M,30-34,2002,2,249.1000000000,
M,35-39,2002,2,292.1000000000,
M,40-44,2002,2,334.2000000000,
M,45-49,2002,2,289.9000000000,
M,5-9,2002,2,194.4000000000,
M,50-54,2002,2,237.5000000000,
M,55-59,2002,2,156.6000000000,
M,60-64,2002,2,126.0000000000,
M,65-69,2002,2,129.2000000000,
M,70-74,2002,2,106.6000000000,
M,75-79,2002,2,68.9000000000,
M,80-84,2002,2,37.9000000000,
M,85_and_over,2002,2,21.9000000000,
,,2003,1,6730.8000000000,
,0-4,2003,1,237.3000000000,
,10-14,2003,1,429.9000000000,
,15-19,2003,1,430.2000000000,
,20-24,2003,1,451.9000000000,
,25-29,2003,1,491.3000000000,
,30-34,2003,1,573.3000000000,
,35-39,2003,1,637.6000000000,
,40-44,2003,1,694.8000000000,
,45-49,2003,1,599.7000000000,
,5-9,2003,1,372.4000000000,
,50-54,2003,1,472.1000000000,
,55-59,2003,1,313.1000000000,
,60-64,2003,1,231.8000000000,
,65-69,2003,1,249.4000000000,
,70-74,2003,1,219.9000000000,
,75-79,2003,1,157.1000000000,
,80-84,2003,1,97.1000000000,
,85_and_over,2003,1,71.9000000000,
F,,2003,1,3471.7000000000,
F,0-4,2003,1,114.5000000000,
F,10-14,2003,1,208.8000000000,
F,15-19,2003,1,210.5000000000,
F,20-24,2003,1,230.1000000000,
F,25-29,2003,1,263.3000000000,
F,30-34,2003,1,326.3000000000,
F,35-39,2003,1,354.3000000000,
F,40-44,2003,1,361.9000000000,
F,45-49,2003,1,302.3000000000,
F,5-9,2003,1,180.8000000000,
F,50-54,2003,1,233.0000000000,
F,55-59,2003,1,150.1000000000,
F,60-64,2003,1,107.3000000000,
F,65-69,2003,1,122.2000000000,
F,70-74,2003,1,111.2000000000,
F,75-79,2003,1,86.9000000000,
F,80-84,2003,1,58.4000000000,
F,85_and_over,2003,1,49.8000000000,
M,,2003,1,3259.1000000000,
M,0-4,2003,1,122.8000000000,
M,10-14,2003,1,221.1000000000,
M,15-19,2003,1,219.7000000000,
M,20-24,2003,1,221.8000000000,
M,25-29,2003,1,228.0000000000,
M,30-34,2003,1,247.0000000000,
M,35-39,2003,1,283.3000000000,
M,40-44,2003,1,332.9000000000,
M,45-49,2003,1,297.4000000000,
M,5-9,2003,1,191.6000000000,
M,50-54,2003,1,239.1000000000,
M,55-59,2003,1,163.0000000000,
M,60-64,2003,1,124.5000000000,
M,65-69,2003,1,127.2000000000,
M,70-74,2003,1,108.7000000000,
M,75-79,2003,1,70.2000000000,
M,80-84,2003,1,38.7000000000,
M,85_and_over,2003,1,22.1000000000,
,,2003,2,6764.2000000000,
,0-4,2003,2,234.2000000000,
,10-14,2003,2,423.6000000000,
,15-19,2003,2,434.3000000000,
,20-24,2003,2,459.5000000000,
,25-29,2003,2,487.3000000000,
,30-34,2003,2,567.1000000000,
,35-39,2003,2,626.3000000000,
,40-44,2003,2,695.4000000000,
,45-49,2003,2,617.0000000000,
,5-9,2003,2,365.5000000000,
,50-54,2003,2,482.0000000000,
,55-59,2003,2,330.8000000000,
,60-64,2003,2,228.7000000000,
,65-69,2003,2,249.4000000000,
,70-74,2003,2,225.9000000000,
,75-79,2003,2,161.4000000000,
,80-84,2003,2,100.7000000000,
,85_and_over,2003,2,75.1000000000,
F,,2003,2,3497.5000000000,
F,0-4,2003,2,112.6000000000,
F,10-14,2003,2,205.7000000000,
F,15-19,2003,2,213.0000000000,
F,20-24,2003,2,235.5000000000,
F,25-29,2003,2,261.8000000000,
F,30-34,2003,2,322.2000000000,
F,35-39,2003,2,349.5000000000,
F,40-44,2003,2,365.6000000000,
F,45-49,2003,2,311.9000000000,
F,5-9,2003,2,177.6000000000,
F,50-54,2003,2,239.2000000000,
F,55-59,2003,2,159.9000000000,
F,60-64,2003,2,105.5000000000,
F,65-69,2003,2,122.6000000000,
F,70-74,2003,2,113.3000000000,
F,75-79,2003,2,89.2000000000,
