SEX,AGE,H,CCYY,obs_value,sd_value
F,57,1,1984,23.7000000000,
F,58,1,1984,23.0000000000,
F,59,1,1984,22.2000000000,
F,6,1,1984,40.1000000000,
F,60,1,1984,21.5000000000,
F,61,1,1984,20.8000000000,
F,62,1,1984,19.9000000000,
F,63,1,1984,19.3000000000,
F,64,1,1984,18.6000000000,
F,65,1,1984,18.0000000000,
F,66,1,1984,17.0000000000,
F,67,1,1984,16.4000000000,
F,68,1,1984,15.8000000000,
F,69,1,1984,15.2000000000,
F,7,1,1984,40.1000000000,
F,70,1,1984,14.5000000000,
F,71,1,1984,13.7000000000,
F,72,1,1984,12.8000000000,
F,73,1,1984,11.6000000000,
F,74,1,1984,10.6000000000,
F,75,1,1984,9.7000000000,
F,76,1,1984,8.9000000000,
F,77,1,1984,8.2000000000,
F,78,1,1984,7.5000000000,
F,79,1,1984,7.0000000000,
F,8,1,1984,39.9000000000,
F,80,1,1984,6.4000000000,
F,81,1,1984,5.8000000000,
F,82,1,1984,5.1000000000,
F,83,1,1984,4.0000000000,
F,84,1,1984,3.4000000000,
F,85_and_over,1,1984,15.9000000000,
F,9,1,1984,41.3000000000,
F,zero,1,1984,39.4000000000,
M,,1,1984,2791.7000000000,
M,1,1,1984,44.7000000000,
M,10,1,1984,45.5000000000,
M,11,1,1984,46.0000000000,
M,12,1,1984,45.8000000000,
M,13,1,1984,45.4000000000,
M,14,1,1984,45.3000000000,
M,15,1,1984,46.2000000000,
M,16,1,1984,48.0000000000,
M,17,1,1984,50.4000000000,
M,18,1,1984,53.3000000000,
M,19,1,1984,56.6000000000,
M,2,1,1984,46.0000000000,
M,20,1,1984,58.3000000000,
M,21,1,1984,59.4000000000,
M,22,1,1984,61.0000000000,
M,23,1,1984,62.3000000000,
M,24,1,1984,63.9000000000,
M,25,1,1984,64.3000000000,
M,26,1,1984,63.4000000000,
M,27,1,1984,61.5000000000,
M,28,1,1984,58.6000000000,
M,29,1,1984,55.5000000000,
M,3,1,1984,43.8000000000,
M,30,1,1984,53.3000000000,
M,31,1,1984,51.7000000000,
M,32,1,1984,50.3000000000,
M,33,1,1984,49.6000000000,
M,34,1,1984,48.5000000000,
M,35,1,1984,46.6000000000,
M,36,1,1984,43.4000000000,
M,37,1,1984,39.3000000000,
M,38,1,1984,34.5000000000,
M,39,1,1984,30.0000000000,
M,4,1,1984,43.4000000000,
M,40,1,1984,26.8000000000,
M,41,1,1984,25.4000000000,
M,42,1,1984,25.7000000000,
M,43,1,1984,27.0000000000,
M,44,1,1984,28.3000000000,
M,45,1,1984,29.0000000000,
M,46,1,1984,29.7000000000,
M,47,1,1984,29.7000000000,
M,48,1,1984,29.6000000000,
M,49,1,1984,29.6000000000,
M,5,1,1984,43.3000000000,
M,50,1,1984,29.9000000000,
M,51,1,1984,29.6000000000,
M,52,1,1984,29.1000000000,
M,53,1,1984,28.6000000000,
M,54,1,1984,28.0000000000,
M,55,1,1984,27.5000000000,
M,56,1,1984,26.4000000000,
M,57,1,1984,25.3000000000,
M,58,1,1984,24.5000000000,
M,59,1,1984,23.4000000000,
M,6,1,1984,42.8000000000,
M,60,1,1984,22.1000000000,
M,61,1,1984,21.0000000000,
M,62,1,1984,20.0000000000,
M,63,1,1984,19.1000000000,
M,64,1,1984,18.0000000000,
M,65,1,1984,17.0000000000,
M,66,1,1984,16.0000000000,
M,67,1,1984,15.3000000000,
M,68,1,1984,14.2000000000,
M,69,1,1984,13.3000000000,
M,7,1,1984,43.7000000000,
M,70,1,1984,12.2000000000,
M,71,1,1984,11.1000000000,
M,72,1,1984,9.8000000000,
M,73,1,1984,8.5000000000,
M,74,1,1984,7.3000000000,
M,75,1,1984,6.3000000000,
M,76,1,1984,5.3000000000,
M,77,1,1984,4.5000000000,
M,78,1,1984,4.0000000000,
M,79,1,1984,3.4000000000,
M,8,1,1984,43.4000000000,
M,80,1,1984,2.7000000000,
M,81,1,1984,2.4000000000,
M,82,1,1984,2.0000000000,
M,83,1,1984,1.4000000000,
M,84,1,1984,1.1000000000,
M,85_and_over,1,1984,4.3000000000,
M,9,1,1984,44.7000000000,
M,zero,1,1984,42.6000000000,
,,2,1984,5430.9000000000,
F,,2,1984,2619.3000000000,
M,,2,1984,2811.6000000000,
,,1,1985,5456.2000000000,
,1,1,1985,82.5000000000,
,10,1,1985,86.7000000000,
,11,1,1985,87.8000000000,
,12,1,1985,88.1000000000,
,13,1,1985,88.1000000000,
,14,1,1985,87.4000000000,
,15,1,1985,87.4000000000,
,16,1,1985,88.9000000000,
,17,1,1985,92.5000000000,
,18,1,1985,97.9000000000,
,19,1,1985,104.3000000000,
,2,1,1985,87.1000000000,
,20,1,1985,109.1000000000,
,21,1,1985,113.0000000000,
,22,1,1985,117.3000000000,
,23,1,1985,119.8000000000,
,24,1,1985,121.8000000000,
,25,1,1985,123.9000000000,
,26,1,1985,124.3000000000,
,27,1,1985,121.8000000000,
,28,1,1985,117.8000000000,
,29,1,1985,112.1000000000,
,3,1,1985,89.2000000000,
,30,1,1985,106.3000000000,
,31,1,1985,100.7000000000,
,32,1,1985,97.2000000000,
,33,1,1985,94.3000000000,
,34,1,1985,92.2000000000,
,35,1,1985,90.3000000000,
,36,1,1985,86.4000000000,
,37,1,1985,79.9000000000,
,38,1,1985,71.8000000000,
,39,1,1985,62.7000000000,
,4,1,1985,85.1000000000,
,40,1,1985,53.9000000000,
,41,1,1985,47.7000000000,
,42,1,1985,45.1000000000,
,43,1,1985,45.9000000000,
,44,1,1985,48.6000000000,
,45,1,1985,50.7000000000,
,46,1,1985,52.5000000000,
,47,1,1985,53.8000000000,
,48,1,1985,54.3000000000,
,49,1,1985,54.6000000000,
,5,1,1985,83.3000000000,
,50,1,1985,54.7000000000,
,51,1,1985,55.3000000000,
,52,1,1985,55.0000000000,
,53,1,1985,54.4000000000,
,54,1,1985,53.6000000000,
,55,1,1985,52.7000000000,
,56,1,1985,51.5000000000,
,57,1,1985,50.2000000000,
,58,1,1985,48.5000000000,
,59,1,1985,47.0000000000,
,6,1,1985,82.9000000000,
,60,1,1985,45.4000000000,
,61,1,1985,43.4000000000,
,62,1,1985,41.6000000000,
,63,1,1985,39.6000000000,
,64,1,1985,37.8000000000,
,65,1,1985,35.8000000000,
,66,1,1985,34.0000000000,
,67,1,1985,31.9000000000,
,68,1,1985,30.6000000000,
,69,1,1985,29.2000000000,
,7,1,1985,83.2000000000,
,70,1,1985,27.8000000000,
,71,1,1985,26.1000000000,
,72,1,1985,24.0000000000,
,73,1,1985,21.7000000000,
,74,1,1985,19.1000000000,
,75,1,1985,16.8000000000,
,76,1,1985,14.8000000000,
,77,1,1985,13.1000000000,
,78,1,1985,11.8000000000,
,79,1,1985,10.7000000000,
,8,1,1985,84.2000000000,
,80,1,1985,9.6000000000,
,81,1,1985,8.7000000000,
,82,1,1985,7.6000000000,
,83,1,1985,6.6000000000,
,84,1,1985,4.6000000000,
,85_and_over,1,1985,21.9000000000,
,9,1,1985,84.5000000000,
,zero,1,1985,78.2000000000,
F,,1,1985,2640.6000000000,
F,1,1,1985,39.5000000000,
F,10,1,1985,41.5000000000,
F,11,1,1985,42.0000000000,
F,12,1,1985,42.0000000000,
F,13,1,1985,42.0000000000,
F,14,1,1985,41.8000000000,
F,15,1,1985,41.9000000000,
F,16,1,1985,42.6000000000,
F,17,1,1985,44.3000000000,
F,18,1,1985,47.2000000000,
F,19,1,1985,50.4000000000,
F,2,1,1985,42.2000000000,
F,20,1,1985,52.9000000000,
F,21,1,1985,55.2000000000,
F,22,1,1985,57.8000000000,
F,23,1,1985,58.8000000000,
F,24,1,1985,59.6000000000,
F,25,1,1985,60.3000000000,
F,26,1,1985,60.1000000000,
F,27,1,1985,58.8000000000,
F,28,1,1985,56.6000000000,
F,29,1,1985,53.7000000000,
F,3,1,1985,43.0000000000,
F,30,1,1985,50.8000000000,
F,31,1,1985,47.9000000000,
F,32,1,1985,46.0000000000,
F,33,1,1985,44.4000000000,
F,34,1,1985,43.3000000000,
F,35,1,1985,42.2000000000,
F,36,1,1985,40.1000000000,
F,37,1,1985,37.0000000000,
F,38,1,1985,32.9000000000,
F,39,1,1985,28.3000000000,
F,4,1,1985,41.2000000000,
F,40,1,1985,24.0000000000,
F,41,1,1985,21.1000000000,
F,42,1,1985,19.9000000000,
F,43,1,1985,20.4000000000,
F,44,1,1985,21.6000000000,
F,45,1,1985,22.8000000000,
F,46,1,1985,23.6000000000,
F,47,1,1985,24.4000000000,
F,48,1,1985,24.7000000000,
F,49,1,1985,25.0000000000,
F,5,1,1985,40.2000000000,
F,50,1,1985,25.1000000000,
F,51,1,1985,25.3000000000,
F,52,1,1985,25.5000000000,
F,53,1,1985,25.4000000000,
F,54,1,1985,25.1000000000,
F,55,1,1985,24.9000000000,
F,56,1,1985,24.5000000000,
F,57,1,1985,24.2000000000,
F,58,1,1985,23.5000000000,
F,59,1,1985,23.0000000000,
F,6,1,1985,39.9000000000,
F,60,1,1985,22.3000000000,
F,61,1,1985,21.6000000000,
F,62,1,1985,20.8000000000,
F,63,1,1985,19.9000000000,
F,64,1,1985,19.1000000000,
F,65,1,1985,18.3000000000,
F,66,1,1985,17.5000000000,
F,67,1,1985,16.5000000000,
F,68,1,1985,16.0000000000,
F,69,1,1985,15.5000000000,
F,7,1,1985,40.1000000000,
F,70,1,1985,15.1000000000,
F,71,1,1985,14.4000000000,
F,72,1,1985,13.3000000000,
F,73,1,1985,12.3000000000,
F,74,1,1985,11.1000000000,
F,75,1,1985,10.0000000000,
F,76,1,1985,9.1000000000,
F,77,1,1985,8.3000000000,
F,78,1,1985,7.7000000000,
F,79,1,1985,7.1000000000,
F,8,1,1985,40.3000000000,
F,80,1,1985,6.6000000000,
F,81,1,1985,6.1000000000,
F,82,1,1985,5.4000000000,
F,83,1,1985,4.8000000000,
F,84,1,1985,3.5000000000,
F,85_and_over,1,1985,17.3000000000,
F,9,1,1985,40.6000000000,
F,zero,1,1985,37.6000000000,
M,,1,1985,2815.6000000000,
M,1,1,1985,43.0000000000,
M,10,1,1985,45.2000000000,
M,11,1,1985,45.8000000000,
M,12,1,1985,46.1000000000,
M,13,1,1985,46.1000000000,
M,14,1,1985,45.6000000000,
M,15,1,1985,45.5000000000,
M,16,1,1985,46.3000000000,
M,17,1,1985,48.2000000000,
M,18,1,1985,50.7000000000,
M,19,1,1985,53.9000000000,
M,2,1,1985,44.9000000000,
M,20,1,1985,56.2000000000,
M,21,1,1985,57.8000000000,
M,22,1,1985,59.5000000000,
M,23,1,1985,61.0000000000,
M,24,1,1985,62.2000000000,
M,25,1,1985,63.6000000000,
M,26,1,1985,64.2000000000,
M,27,1,1985,63.0000000000,
M,28,1,1985,61.2000000000,
M,29,1,1985,58.4000000000,
M,3,1,1985,46.2000000000,
M,30,1,1985,55.5000000000,
M,31,1,1985,52.8000000000,
M,32,1,1985,51.2000000000,
M,33,1,1985,49.9000000000,
M,34,1,1985,48.9000000000,
M,35,1,1985,48.1000000000,
M,36,1,1985,46.3000000000,
M,37,1,1985,42.9000000000,
M,38,1,1985,38.9000000000,
M,39,1,1985,34.4000000000,
M,4,1,1985,43.9000000000,
M,40,1,1985,29.9000000000,
M,41,1,1985,26.6000000000,
M,42,1,1985,25.2000000000,
M,43,1,1985,25.5000000000,
M,44,1,1985,27.0000000000,
M,45,1,1985,27.9000000000,
M,46,1,1985,28.9000000000,
M,47,1,1985,29.4000000000,
M,48,1,1985,29.6000000000,
M,49,1,1985,29.6000000000,
M,5,1,1985,43.1000000000,
M,50,1,1985,29.6000000000,
M,51,1,1985,30.0000000000,
M,52,1,1985,29.5000000000,
M,53,1,1985,29.0000000000,
M,54,1,1985,28.5000000000,
M,55,1,1985,27.8000000000,
M,56,1,1985,27.0000000000,
M,57,1,1985,26.0000000000,
M,58,1,1985,25.0000000000,
M,59,1,1985,24.0000000000,
M,6,1,1985,43.0000000000,
M,60,1,1985,23.1000000000,
M,61,1,1985,21.8000000000,
M,62,1,1985,20.8000000000,
M,63,1,1985,19.7000000000,
M,64,1,1985,18.7000000000,
M,65,1,1985,17.5000000000,
M,66,1,1985,16.5000000000,
M,67,1,1985,15.4000000000,
M,68,1,1985,14.6000000000,
M,69,1,1985,13.7000000000,
M,7,1,1985,43.1000000000,
M,70,1,1985,12.7000000000,
M,71,1,1985,11.7000000000,
M,72,1,1985,10.7000000000,
M,73,1,1985,9.4000000000,
M,74,1,1985,8.0000000000,
M,75,1,1985,6.8000000000,
M,76,1,1985,5.7000000000,
M,77,1,1985,4.8000000000,
M,78,1,1985,4.1000000000,
M,79,1,1985,3.6000000000,
M,8,1,1985,43.9000000000,
M,80,1,1985,3.0000000000,
M,81,1,1985,2.6000000000,
M,82,1,1985,2.2000000000,
M,83,1,1985,1.8000000000,
M,84,1,1985,1.1000000000,
M,85_and_over,1,1985,4.6000000000,
M,9,1,1985,43.9000000000,
M,zero,1,1985,40.6000000000,
,,2,1985,5500.4000000000,
F,,2,1985,2657.9000000000,
M,,2,1985,2842.5000000000,
,,1,1986,5524.6000000000,
,1,1,1986,79.7000000000,
,10,1,1986,85.8000000000,
,11,1,1986,87.4000000000,
,12,1,1986,88.2000000000,
,13,1,1986,88.5000000000,
,14,1,1986,88.3000000000,
,15,1,1986,87.6000000000,
,16,1,1986,87.5000000000,
,17,1,1986,88.8000000000,
,18,1,1986,92.6000000000,
,19,1,1986,98.2000000000,
,2,1,1986,83.7000000000,
,20,1,1986,104.2000000000,
,21,1,1986,109.8000000000,
,22,1,1986,114.6000000000,
,23,1,1986,118.8000000000,
,24,1,1986,121.1000000000,
,25,1,1986,122.9000000000,
,26,1,1986,124.7000000000,
,27,1,1986,124.9000000000,
,28,1,1986,122.6000000000,
,29,1,1986,118.3000000000,
,3,1,1986,87.8000000000,
,30,1,1986,112.6000000000,
,31,1,1986,106.6000000000,
,32,1,1986,101.2000000000,
,33,1,1986,97.2000000000,
,34,1,1986,94.4000000000,
,35,1,1986,92.4000000000,
,36,1,1986,90.3000000000,
,37,1,1986,86.4000000000,
,38,1,1986,79.9000000000,
,39,1,1986,71.7000000000,
,4,1,1986,89.4000000000,
,40,1,1986,62.4000000000,
,41,1,1986,53.7000000000,
,42,1,1986,47.6000000000,
,43,1,1986,45.2000000000,
,44,1,1986,45.8000000000,
,45,1,1986,48.1000000000,
,46,1,1986,50.5000000000,
,47,1,1986,52.5000000000,
,48,1,1986,53.5000000000,
,49,1,1986,54.2000000000,
,5,1,1986,85.1000000000,
,50,1,1986,54.6000000000,
,51,1,1986,54.9000000000,
,52,1,1986,55.5000000000,
,53,1,1986,55.2000000000,
,54,1,1986,54.3000000000,
,55,1,1986,53.2000000000,
,56,1,1986,52.1000000000,
,57,1,1986,50.9000000000,
,58,1,1986,49.5000000000,
,59,1,1986,48.2000000000,
,6,1,1986,83.2000000000,
,60,1,1986,46.6000000000,
,61,1,1986,45.0000000000,
,62,1,1986,43.4000000000,
,63,1,1986,41.4000000000,
,64,1,1986,39.3000000000,
,65,1,1986,37.1000000000,
,66,1,1986,34.9000000000,
,67,1,1986,32.9000000000,
,68,1,1986,31.1000000000,
,69,1,1986,29.6000000000,
,7,1,1986,82.8000000000,
,70,1,1986,28.1000000000,
,71,1,1986,26.9000000000,
,72,1,1986,25.3000000000,
,73,1,1986,23.3000000000,
,74,1,1986,20.8000000000,
,75,1,1986,18.2000000000,
,76,1,1986,15.7000000000,
,77,1,1986,13.6000000000,
,78,1,1986,12.0000000000,
,79,1,1986,10.9000000000,
,8,1,1986,83.4000000000,
,80,1,1986,9.9000000000,
,81,1,1986,9.0000000000,
,82,1,1986,8.1000000000,
,83,1,1986,7.1000000000,
,84,1,1986,6.0000000000,
,85_and_over,1,1986,23.5000000000,
,9,1,1986,84.5000000000,
,zero,1,1986,75.9000000000,
F,,1,1986,2679.7000000000,
F,1,1,1986,38.3000000000,
F,10,1,1986,41.1000000000,
F,11,1,1986,41.7000000000,
F,12,1,1986,42.0000000000,
F,13,1,1986,42.1000000000,
F,14,1,1986,42.1000000000,
F,15,1,1986,41.7000000000,
F,16,1,1986,41.7000000000,
F,17,1,1986,42.5000000000,
F,18,1,1986,44.3000000000,
F,19,1,1986,47.3000000000,
F,2,1,1986,40.1000000000,
F,20,1,1986,50.6000000000,
F,21,1,1986,53.9000000000,
F,22,1,1986,56.4000000000,
F,23,1,1986,58.4000000000,
F,24,1,1986,59.2000000000,
F,25,1,1986,60.0000000000,
F,26,1,1986,60.7000000000,
F,27,1,1986,60.6000000000,
F,28,1,1986,59.5000000000,
F,29,1,1986,57.2000000000,
F,3,1,1986,42.6000000000,
F,30,1,1986,54.3000000000,
F,31,1,1986,51.2000000000,
F,32,1,1986,48.4000000000,
F,33,1,1986,46.3000000000,
F,34,1,1986,44.8000000000,
F,35,1,1986,43.5000000000,
F,36,1,1986,42.5000000000,
F,37,1,1986,40.3000000000,
F,38,1,1986,37.1000000000,
F,39,1,1986,33.1000000000,
F,4,1,1986,43.0000000000,
F,40,1,1986,28.5000000000,
F,41,1,1986,24.1000000000,
F,42,1,1986,21.1000000000,
F,43,1,1986,20.0000000000,
F,44,1,1986,20.4000000000,
F,45,1,1986,21.7000000000,
F,46,1,1986,22.7000000000,
F,47,1,1986,23.9000000000,
F,48,1,1986,24.5000000000,
F,49,1,1986,24.7000000000,
F,5,1,1986,41.1000000000,
F,50,1,1986,25.0000000000,
F,51,1,1986,25.3000000000,
F,52,1,1986,25.6000000000,
F,53,1,1986,25.6000000000,
F,54,1,1986,25.4000000000,
F,55,1,1986,25.1000000000,
F,56,1,1986,24.8000000000,
F,57,1,1986,24.3000000000,
F,58,1,1986,23.9000000000,
F,59,1,1986,23.5000000000,
F,6,1,1986,40.1000000000,
F,60,1,1986,22.8000000000,
F,61,1,1986,22.3000000000,
F,62,1,1986,21.7000000000,
F,63,1,1986,20.9000000000,
F,64,1,1986,19.9000000000,
F,65,1,1986,18.9000000000,
F,66,1,1986,17.9000000000,
F,67,1,1986,17.1000000000,
F,68,1,1986,16.3000000000,
F,69,1,1986,15.7000000000,
F,7,1,1986,39.8000000000,
F,70,1,1986,15.1000000000,
F,71,1,1986,14.7000000000,
F,72,1,1986,14.0000000000,
F,73,1,1986,13.1000000000,
F,74,1,1986,11.9000000000,
F,75,1,1986,10.7000000000,
F,76,1,1986,9.5000000000,
F,77,1,1986,8.5000000000,
F,78,1,1986,7.7000000000,
F,79,1,1986,7.2000000000,
F,8,1,1986,40.1000000000,
F,80,1,1986,6.7000000000,
F,81,1,1986,6.2000000000,
F,82,1,1986,5.8000000000,
F,83,1,1986,5.2000000000,
F,84,1,1986,4.5000000000,
F,85_and_over,1,1986,18.6000000000,
F,9,1,1986,40.5000000000,
F,zero,1,1986,36.6000000000,
M,,1,1986,2844.9000000000,
M,1,1,1986,41.4000000000,
M,10,1,1986,44.7000000000,
M,11,1,1986,45.7000000000,
M,12,1,1986,46.2000000000,
M,13,1,1986,46.4000000000,
M,14,1,1986,46.2000000000,
M,15,1,1986,45.9000000000,
M,16,1,1986,45.8000000000,
M,17,1,1986,46.3000000000,
M,18,1,1986,48.3000000000,
M,19,1,1986,50.9000000000,
M,2,1,1986,43.6000000000,
M,20,1,1986,53.6000000000,
M,21,1,1986,55.9000000000,
M,22,1,1986,58.2000000000,
M,23,1,1986,60.4000000000,
M,24,1,1986,61.9000000000,
M,25,1,1986,62.9000000000,
M,26,1,1986,64.0000000000,
M,27,1,1986,64.3000000000,
M,28,1,1986,63.1000000000,
M,29,1,1986,61.1000000000,
M,3,1,1986,45.2000000000,
M,30,1,1986,58.3000000000,
M,31,1,1986,55.4000000000,
M,32,1,1986,52.8000000000,
M,33,1,1986,50.9000000000,
M,34,1,1986,49.6000000000,
M,35,1,1986,48.9000000000,
M,36,1,1986,47.8000000000,
M,37,1,1986,46.1000000000,
M,38,1,1986,42.8000000000,
M,39,1,1986,38.6000000000,
M,4,1,1986,46.4000000000,
M,40,1,1986,33.9000000000,
M,41,1,1986,29.6000000000,
M,42,1,1986,26.5000000000,
M,43,1,1986,25.2000000000,
M,44,1,1986,25.4000000000,
M,45,1,1986,26.4000000000,
M,46,1,1986,27.8000000000,
M,47,1,1986,28.6000000000,
M,48,1,1986,29.0000000000,
M,49,1,1986,29.5000000000,
M,5,1,1986,44.0000000000,
M,50,1,1986,29.6000000000,
M,51,1,1986,29.6000000000,
M,52,1,1986,29.9000000000,
M,53,1,1986,29.6000000000,
M,54,1,1986,28.9000000000,
M,55,1,1986,28.1000000000,
M,56,1,1986,27.3000000000,
M,57,1,1986,26.6000000000,
M,58,1,1986,25.6000000000,
M,59,1,1986,24.7000000000,
M,6,1,1986,43.1000000000,
M,60,1,1986,23.8000000000,
M,61,1,1986,22.7000000000,
M,62,1,1986,21.7000000000,
M,63,1,1986,20.5000000000,
M,64,1,1986,19.4000000000,
M,65,1,1986,18.2000000000,
M,66,1,1986,17.0000000000,
M,67,1,1986,15.8000000000,
M,68,1,1986,14.8000000000,
M,69,1,1986,13.9000000000,
M,7,1,1986,43.0000000000,
M,70,1,1986,13.0000000000,
M,71,1,1986,12.2000000000,
M,72,1,1986,11.3000000000,
M,73,1,1986,10.2000000000,
M,74,1,1986,8.9000000000,
M,75,1,1986,7.5000000000,
M,76,1,1986,6.2000000000,
M,77,1,1986,5.1000000000,
M,78,1,1986,4.3000000000,
M,79,1,1986,3.7000000000,
M,8,1,1986,43.3000000000,
M,80,1,1986,3.2000000000,
M,81,1,1986,2.8000000000,
M,82,1,1986,2.3000000000,
M,83,1,1986,1.9000000000,
M,84,1,1986,1.5000000000,
M,85_and_over,1,1986,4.9000000000,
M,9,1,1986,44.0000000000,
M,zero,1,1986,39.3000000000,
,,2,1986,5565.7000000000,
F,,2,1986,2701.1000000000,
M,,2,1986,2864.6000000000,
,,1,1987,5580.5000000000,
,1,1,1987,76.9000000000,
,10,1,1987,84.1000000000,
,11,1,1987,85.4000000000,
,12,1,1987,87.1000000000,
,13,1,1987,88.3000000000,
,14,1,1987,88.7000000000,
,15,1,1987,88.3000000000,
,16,1,1987,87.5000000000,
,17,1,1987,86.2000000000,
,18,1,1987,87.2000000000,
,19,1,1987,90.6000000000,
,2,1,1987,80.1000000000,
,20,1,1987,96.4000000000,
,21,1,1987,103.3000000000,
,22,1,1987,110.2000000000,
,23,1,1987,115.9000000000,
,24,1,1987,120.8000000000,
,25,1,1987,122.7000000000,
,26,1,1987,124.2000000000,
,27,1,1987,125.6000000000,
,28,1,1987,125.8000000000,
,29,1,1987,123.0000000000,
,3,1,1987,83.8000000000,
,30,1,1987,118.7000000000,
,31,1,1987,113.3000000000,
,32,1,1987,107.3000000000,
,33,1,1987,102.0000000000,
,34,1,1987,97.8000000000,
,35,1,1987,94.9000000000,
,36,1,1987,92.9000000000,
,37,1,1987,91.0000000000,
,38,1,1987,87.0000000000,
,39,1,1987,80.4000000000,
,4,1,1987,87.6000000000,
,40,1,1987,71.8000000000,
,41,1,1987,62.5000000000,
,42,1,1987,53.9000000000,
,43,1,1987,48.0000000000,
,44,1,1987,45.3000000000,
,45,1,1987,45.9000000000,
,46,1,1987,48.1000000000,
,47,1,1987,50.5000000000,
,48,1,1987,52.6000000000,
,49,1,1987,53.4000000000,
,5,1,1987,89.4000000000,
,50,1,1987,54.0000000000,
,51,1,1987,54.2000000000,
,52,1,1987,54.6000000000,
,53,1,1987,55.1000000000,
,54,1,1987,55.1000000000,
,55,1,1987,54.1000000000,
,56,1,1987,53.1000000000,
,57,1,1987,52.0000000000,
,58,1,1987,50.8000000000,
,59,1,1987,49.4000000000,
,6,1,1987,85.7000000000,
,60,1,1987,47.8000000000,
,61,1,1987,46.2000000000,
,62,1,1987,44.4000000000,
,63,1,1987,42.8000000000,
,64,1,1987,40.6000000000,
,65,1,1987,38.4000000000,
,66,1,1987,36.5000000000,
,67,1,1987,34.0000000000,
,68,1,1987,32.1000000000,
,69,1,1987,30.1000000000,
,7,1,1987,84.0000000000,
,70,1,1987,28.8000000000,
,71,1,1987,27.1000000000,
,72,1,1987,25.9000000000,
,73,1,1987,24.0000000000,
,74,1,1987,22.1000000000,
,75,1,1987,19.6000000000,
,76,1,1987,17.1000000000,
,77,1,1987,14.7000000000,
,78,1,1987,12.8000000000,
,79,1,1987,11.2000000000,
,8,1,1987,83.1000000000,
,80,1,1987,10.0000000000,
,81,1,1987,8.9000000000,
,82,1,1987,8.0000000000,
,83,1,1987,7.1000000000,
,84,1,1987,6.2000000000,
,85_and_over,1,1987,26.1000000000,
,9,1,1987,83.1000000000,
,zero,1,1987,73.3000000000,
F,,1,1987,2709.6000000000,
F,1,1,1987,36.9000000000,
F,10,1,1987,40.3000000000,
F,11,1,1987,40.9000000000,
F,12,1,1987,41.6000000000,
F,13,1,1987,42.2000000000,
F,14,1,1987,42.4000000000,
F,15,1,1987,42.1000000000,
F,16,1,1987,41.9000000000,
F,17,1,1987,41.0000000000,
F,18,1,1987,41.7000000000,
F,19,1,1987,43.4000000000,
F,2,1,1987,38.4000000000,
F,20,1,1987,46.5000000000,
F,21,1,1987,50.4000000000,
F,22,1,1987,54.6000000000,
F,23,1,1987,57.2000000000,
F,24,1,1987,59.6000000000,
F,25,1,1987,60.3000000000,
F,26,1,1987,60.9000000000,
F,27,1,1987,61.3000000000,
F,28,1,1987,61.3000000000,
F,29,1,1987,59.7000000000,
F,3,1,1987,40.2000000000,
F,30,1,1987,57.4000000000,
F,31,1,1987,54.8000000000,
F,32,1,1987,51.8000000000,
F,33,1,1987,48.7000000000,
F,34,1,1987,46.7000000000,
F,35,1,1987,45.2000000000,
F,36,1,1987,44.1000000000,
F,37,1,1987,42.8000000000,
F,38,1,1987,40.6000000000,
F,39,1,1987,37.4000000000,
F,4,1,1987,42.6000000000,
F,40,1,1987,33.1000000000,
F,41,1,1987,28.6000000000,
F,42,1,1987,24.3000000000,
F,43,1,1987,21.3000000000,
F,44,1,1987,20.1000000000,
F,45,1,1987,20.4000000000,
F,46,1,1987,21.7000000000,
F,47,1,1987,22.7000000000,
F,48,1,1987,23.8000000000,
F,49,1,1987,24.4000000000,
F,5,1,1987,43.1000000000,
F,50,1,1987,24.7000000000,
F,51,1,1987,24.8000000000,
F,52,1,1987,25.2000000000,
F,53,1,1987,25.4000000000,
F,54,1,1987,25.7000000000,
F,55,1,1987,25.3000000000,
F,56,1,1987,25.0000000000,
F,57,1,1987,24.7000000000,
F,58,1,1987,24.3000000000,
F,59,1,1987,23.9000000000,
F,6,1,1987,41.3000000000,
F,60,1,1987,23.2000000000,
F,61,1,1987,22.8000000000,
F,62,1,1987,22.2000000000,
F,63,1,1987,21.5000000000,
F,64,1,1987,20.6000000000,
F,65,1,1987,19.6000000000,
F,66,1,1987,18.7000000000,
F,67,1,1987,17.6000000000,
F,68,1,1987,16.9000000000,
F,69,1,1987,15.9000000000,
F,7,1,1987,40.4000000000,
F,70,1,1987,15.5000000000,
F,71,1,1987,14.7000000000,
F,72,1,1987,14.2000000000,
F,73,1,1987,13.4000000000,
F,74,1,1987,12.5000000000,
F,75,1,1987,11.3000000000,
F,76,1,1987,10.1000000000,
F,77,1,1987,9.0000000000,
F,78,1,1987,8.0000000000,
F,79,1,1987,7.3000000000,
F,8,1,1987,39.9000000000,
F,80,1,1987,6.6000000000,
F,81,1,1987,6.1000000000,
F,82,1,1987,5.6000000000,
F,83,1,1987,5.1000000000,
F,84,1,1987,4.5000000000,
F,85_and_over,1,1987,20.5000000000,
F,9,1,1987,39.9000000000,
F,zero,1,1987,35.3000000000,
M,,1,1987,2870.9000000000,
M,1,1,1987,40.0000000000,
M,10,1,1987,43.8000000000,
M,11,1,1987,44.5000000000,
M,12,1,1987,45.5000000000,
M,13,1,1987,46.1000000000,
M,14,1,1987,46.3000000000,
M,15,1,1987,46.2000000000,
