SEX,AGE,H,CCYY,obs_value,sd_value
,28,2,1999,105.0000000000,
,29,2,1999,113.4000000000,
,3,2,1999,67.8000000000,
,30,2,1999,109.4000000000,
,31,2,1999,116.1000000000,
,32,2,1999,114.1000000000,
,33,2,1999,118.2000000000,
,34,2,1999,127.3000000000,
,35,2,1999,134.1000000000,
,36,2,1999,142.0000000000,
,37,2,1999,143.4000000000,
,38,2,1999,130.2000000000,
,39,2,1999,145.7000000000,
,4,2,1999,76.9000000000,
,40,2,1999,129.9000000000,
,41,2,1999,139.8000000000,
,42,2,1999,130.0000000000,
,43,2,1999,125.7000000000,
,44,2,1999,115.3000000000,
,45,2,1999,112.3000000000,
,46,2,1999,102.9000000000,
,47,2,1999,101.0000000000,
,48,2,1999,94.6000000000,
,49,2,1999,97.9000000000,
,5,2,1999,78.7000000000,
,50,2,1999,95.1000000000,
,51,2,1999,84.4000000000,
,52,2,1999,80.2000000000,
,53,2,1999,67.2000000000,
,54,2,1999,54.5000000000,
,55,2,1999,54.7000000000,
,56,2,1999,49.0000000000,
,57,2,1999,45.6000000000,
,58,2,1999,44.0000000000,
,59,2,1999,49.5000000000,
,6,2,1999,79.3000000000,
,60,2,1999,49.1000000000,
,61,2,1999,52.8000000000,
,62,2,1999,53.1000000000,
,63,2,1999,54.2000000000,
,64,2,1999,51.0000000000,
,65,2,1999,49.1000000000,
,66,2,1999,56.4000000000,
,67,2,1999,48.2000000000,
,68,2,1999,49.7000000000,
,69,2,1999,50.4000000000,
,7,2,1999,82.2000000000,
,70,2,1999,42.2000000000,
,71,2,1999,42.8000000000,
,72,2,1999,39.4000000000,
,73,2,1999,38.9000000000,
,74,2,1999,34.4000000000,
,75,2,1999,31.6000000000,
,76,2,1999,29.1000000000,
,77,2,1999,26.9000000000,
,78,2,1999,26.1000000000,
,79,2,1999,23.6000000000,
,8,2,1999,79.3000000000,
,80,2,1999,20.0000000000,
,81,2,1999,17.1000000000,
,82,2,1999,15.1000000000,
,83,2,1999,14.7000000000,
,84,2,1999,10.9000000000,
,85_and_over,2,1999,51.7000000000,
,9,2,1999,82.2000000000,
,zero,2,1999,49.4000000000,
F,,2,1999,3366.6000000000,
F,1,2,1999,24.2000000000,
F,10,2,1999,41.4000000000,
F,11,2,1999,43.4000000000,
F,12,2,1999,40.8000000000,
F,13,2,1999,41.2000000000,
F,14,2,1999,42.3000000000,
F,15,2,1999,42.1000000000,
F,16,2,1999,44.2000000000,
F,17,2,1999,45.7000000000,
F,18,2,1999,46.6000000000,
F,19,2,1999,48.3000000000,
F,2,2,1999,28.9000000000,
F,20,2,1999,48.3000000000,
F,21,2,1999,48.6000000000,
F,22,2,1999,48.2000000000,
F,23,2,1999,48.7000000000,
F,24,2,1999,50.4000000000,
F,25,2,1999,53.4000000000,
F,26,2,1999,55.5000000000,
F,27,2,1999,58.0000000000,
F,28,2,1999,57.3000000000,
F,29,2,1999,62.4000000000,
F,3,2,1999,32.7000000000,
F,30,2,1999,61.2000000000,
F,31,2,1999,64.3000000000,
F,32,2,1999,62.1000000000,
F,33,2,1999,63.8000000000,
F,34,2,1999,69.4000000000,
F,35,2,1999,72.2000000000,
F,36,2,1999,76.8000000000,
F,37,2,1999,76.1000000000,
F,38,2,1999,66.8000000000,
F,39,2,1999,74.4000000000,
F,4,2,1999,36.9000000000,
F,40,2,1999,65.2000000000,
F,41,2,1999,70.4000000000,
F,42,2,1999,65.2000000000,
F,43,2,1999,63.1000000000,
F,44,2,1999,57.2000000000,
F,45,2,1999,56.1000000000,
F,46,2,1999,51.7000000000,
F,47,2,1999,50.1000000000,
F,48,2,1999,46.1000000000,
F,49,2,1999,47.1000000000,
F,5,2,1999,37.7000000000,
F,50,2,1999,45.2000000000,
F,51,2,1999,40.3000000000,
F,52,2,1999,38.1000000000,
F,53,2,1999,32.1000000000,
F,54,2,1999,25.8000000000,
F,55,2,1999,25.0000000000,
F,56,2,1999,21.7000000000,
F,57,2,1999,20.5000000000,
F,58,2,1999,19.5000000000,
F,59,2,1999,22.6000000000,
F,6,2,1999,37.9000000000,
F,60,2,1999,22.3000000000,
F,61,2,1999,25.0000000000,
F,62,2,1999,25.0000000000,
F,63,2,1999,26.1000000000,
F,64,2,1999,24.5000000000,
F,65,2,1999,24.1000000000,
F,66,2,1999,26.7000000000,
F,67,2,1999,23.5000000000,
F,68,2,1999,24.4000000000,
F,69,2,1999,24.8000000000,
F,7,2,1999,39.6000000000,
F,70,2,1999,21.3000000000,
F,71,2,1999,22.5000000000,
F,72,2,1999,20.2000000000,
F,73,2,1999,20.7000000000,
F,74,2,1999,18.2000000000,
F,75,2,1999,17.6000000000,
F,76,2,1999,16.1000000000,
F,77,2,1999,15.1000000000,
F,78,2,1999,15.2000000000,
F,79,2,1999,13.3000000000,
F,8,2,1999,38.0000000000,
F,80,2,1999,11.9000000000,
F,81,2,1999,10.0000000000,
F,82,2,1999,9.3000000000,
F,83,2,1999,9.1000000000,
F,84,2,1999,7.1000000000,
F,85_and_over,2,1999,36.5000000000,
F,9,2,1999,39.7000000000,
F,zero,2,1999,23.6000000000,
M,,2,1999,3271.0000000000,
M,1,2,1999,26.5000000000,
M,10,2,1999,43.7000000000,
M,11,2,1999,46.7000000000,
M,12,2,1999,43.5000000000,
M,13,2,1999,42.4000000000,
M,14,2,1999,45.0000000000,
M,15,2,1999,45.8000000000,
M,16,2,1999,47.1000000000,
M,17,2,1999,47.7000000000,
M,18,2,1999,48.9000000000,
M,19,2,1999,48.6000000000,
M,2,2,1999,31.6000000000,
M,20,2,1999,45.5000000000,
M,21,2,1999,45.4000000000,
M,22,2,1999,44.4000000000,
M,23,2,1999,45.3000000000,
M,24,2,1999,45.8000000000,
M,25,2,1999,48.4000000000,
M,26,2,1999,49.0000000000,
M,27,2,1999,49.3000000000,
M,28,2,1999,47.7000000000,
M,29,2,1999,51.0000000000,
M,3,2,1999,35.1000000000,
M,30,2,1999,48.2000000000,
M,31,2,1999,51.8000000000,
M,32,2,1999,52.0000000000,
M,33,2,1999,54.4000000000,
M,34,2,1999,57.9000000000,
M,35,2,1999,61.9000000000,
M,36,2,1999,65.2000000000,
M,37,2,1999,67.3000000000,
M,38,2,1999,63.4000000000,
M,39,2,1999,71.3000000000,
M,4,2,1999,40.0000000000,
M,40,2,1999,64.7000000000,
M,41,2,1999,69.4000000000,
M,42,2,1999,64.8000000000,
M,43,2,1999,62.6000000000,
M,44,2,1999,58.1000000000,
M,45,2,1999,56.2000000000,
M,46,2,1999,51.2000000000,
M,47,2,1999,50.9000000000,
M,48,2,1999,48.5000000000,
M,49,2,1999,50.8000000000,
M,5,2,1999,41.0000000000,
M,50,2,1999,49.9000000000,
M,51,2,1999,44.1000000000,
M,52,2,1999,42.1000000000,
M,53,2,1999,35.1000000000,
M,54,2,1999,28.7000000000,
M,55,2,1999,29.7000000000,
M,56,2,1999,27.3000000000,
M,57,2,1999,25.1000000000,
M,58,2,1999,24.5000000000,
M,59,2,1999,26.9000000000,
M,6,2,1999,41.4000000000,
M,60,2,1999,26.8000000000,
M,61,2,1999,27.8000000000,
M,62,2,1999,28.1000000000,
M,63,2,1999,28.1000000000,
M,64,2,1999,26.5000000000,
M,65,2,1999,25.0000000000,
M,66,2,1999,29.7000000000,
M,67,2,1999,24.7000000000,
M,68,2,1999,25.3000000000,
M,69,2,1999,25.6000000000,
M,7,2,1999,42.6000000000,
M,70,2,1999,20.9000000000,
M,71,2,1999,20.3000000000,
M,72,2,1999,19.2000000000,
M,73,2,1999,18.2000000000,
M,74,2,1999,16.2000000000,
M,75,2,1999,14.0000000000,
M,76,2,1999,13.0000000000,
M,77,2,1999,11.8000000000,
M,78,2,1999,10.9000000000,
M,79,2,1999,10.3000000000,
M,8,2,1999,41.3000000000,
M,80,2,1999,8.1000000000,
M,81,2,1999,7.1000000000,
M,82,2,1999,5.8000000000,
M,83,2,1999,5.6000000000,
M,84,2,1999,3.8000000000,
M,85_and_over,2,1999,15.2000000000,
M,9,2,1999,42.5000000000,
M,zero,2,1999,25.8000000000,
,,1,2000,6665.0000000000,
,1,1,2000,50.1000000000,
,10,1,2000,85.5000000000,
,11,1,2000,92.4000000000,
,12,1,2000,83.6000000000,
,13,1,2000,86.6000000000,
,14,1,2000,83.8000000000,
,15,1,2000,88.8000000000,
,16,1,2000,90.0000000000,
,17,1,2000,93.4000000000,
,18,1,2000,96.8000000000,
,19,1,2000,90.0000000000,
,2,1,2000,55.4000000000,
,20,1,2000,92.4000000000,
,21,1,2000,93.2000000000,
,22,1,2000,91.2000000000,
,23,1,2000,94.1000000000,
,24,1,2000,95.9000000000,
,25,1,2000,102.3000000000,
,26,1,2000,104.2000000000,
,27,1,2000,109.1000000000,
,28,1,2000,107.5000000000,
,29,1,2000,110.1000000000,
,3,1,2000,66.4000000000,
,30,1,2000,113.7000000000,
,31,1,2000,117.5000000000,
,32,1,2000,116.5000000000,
,33,1,2000,114.3000000000,
,34,1,2000,123.3000000000,
,35,1,2000,132.7000000000,
,36,1,2000,138.0000000000,
,37,1,2000,145.5000000000,
,38,1,2000,136.9000000000,
,39,1,2000,136.5000000000,
,4,1,2000,73.3000000000,
,40,1,2000,140.4000000000,
,41,1,2000,135.4000000000,
,42,1,2000,135.9000000000,
,43,1,2000,127.9000000000,
,44,1,2000,119.2000000000,
,45,1,2000,114.2000000000,
,46,1,2000,106.0000000000,
,47,1,2000,102.2000000000,
,48,1,2000,96.5000000000,
,49,1,2000,95.7000000000,
,5,1,2000,80.6000000000,
,50,1,2000,99.9000000000,
,51,1,2000,87.8000000000,
,52,1,2000,81.1000000000,
,53,1,2000,75.3000000000,
,54,1,2000,57.1000000000,
,55,1,2000,53.2000000000,
,56,1,2000,52.1000000000,
,57,1,2000,46.4000000000,
,58,1,2000,43.9000000000,
,59,1,2000,46.2000000000,
,6,1,2000,78.0000000000,
,60,1,2000,50.2000000000,
,61,1,2000,49.3000000000,
,62,1,2000,54.1000000000,
,63,1,2000,51.4000000000,
,64,1,2000,52.4000000000,
,65,1,2000,49.5000000000,
,66,1,2000,51.3000000000,
,67,1,2000,53.8000000000,
,68,1,2000,47.1000000000,
,69,1,2000,49.9000000000,
,7,1,2000,82.5000000000,
,70,1,2000,45.4000000000,
,71,1,2000,41.8000000000,
,72,1,2000,41.4000000000,
,73,1,2000,36.8000000000,
,74,1,2000,37.0000000000,
,75,1,2000,32.0000000000,
,76,1,2000,30.4000000000,
,77,1,2000,27.1000000000,
,78,1,2000,25.7000000000,
,79,1,2000,24.1000000000,
,8,1,2000,81.6000000000,
,80,1,2000,21.4000000000,
,81,1,2000,17.0000000000,
,82,1,2000,15.6000000000,
,83,1,2000,14.3000000000,
,84,1,2000,12.6000000000,
,85_and_over,1,2000,55.0000000000,
,9,1,2000,78.8000000000,
,zero,1,2000,49.5000000000,
F,,1,2000,3388.5000000000,
F,1,1,2000,24.0000000000,
F,10,1,2000,41.2000000000,
F,11,1,2000,45.4000000000,
F,12,1,2000,40.3000000000,
F,13,1,2000,42.4000000000,
F,14,1,2000,40.7000000000,
F,15,1,2000,42.9000000000,
F,16,1,2000,43.1000000000,
F,17,1,2000,45.5000000000,
F,18,1,2000,47.0000000000,
F,19,1,2000,44.1000000000,
F,2,1,2000,26.6000000000,
F,20,1,2000,46.5000000000,
F,21,1,2000,47.8000000000,
F,22,1,2000,48.3000000000,
F,23,1,2000,48.9000000000,
F,24,1,2000,50.6000000000,
F,25,1,2000,54.2000000000,
F,26,1,2000,55.8000000000,
F,27,1,2000,59.5000000000,
F,28,1,2000,59.1000000000,
F,29,1,2000,62.0000000000,
F,3,1,2000,31.8000000000,
F,30,1,2000,62.7000000000,
F,31,1,2000,66.3000000000,
F,32,1,2000,64.3000000000,
F,33,1,2000,62.4000000000,
F,34,1,2000,66.4000000000,
F,35,1,2000,72.9000000000,
F,36,1,2000,74.8000000000,
F,37,1,2000,78.1000000000,
F,38,1,2000,71.1000000000,
F,39,1,2000,69.6000000000,
F,4,1,2000,35.3000000000,
F,40,1,2000,72.1000000000,
F,41,1,2000,68.1000000000,
F,42,1,2000,67.2000000000,
F,43,1,2000,64.7000000000,
F,44,1,2000,59.8000000000,
F,45,1,2000,56.1000000000,
F,46,1,2000,53.0000000000,
F,47,1,2000,50.9000000000,
F,48,1,2000,47.3000000000,
F,49,1,2000,46.6000000000,
F,5,1,2000,38.2000000000,
F,50,1,2000,47.2000000000,
F,51,1,2000,42.8000000000,
F,52,1,2000,37.8000000000,
F,53,1,2000,36.0000000000,
F,54,1,2000,27.0000000000,
F,55,1,2000,25.3000000000,
F,56,1,2000,23.3000000000,
F,57,1,2000,20.6000000000,
F,58,1,2000,20.1000000000,
F,59,1,2000,20.1000000000,
F,6,1,2000,37.6000000000,
F,60,1,2000,23.3000000000,
F,61,1,2000,22.7000000000,
F,62,1,2000,25.5000000000,
F,63,1,2000,25.0000000000,
F,64,1,2000,25.1000000000,
F,65,1,2000,23.9000000000,
F,66,1,2000,24.8000000000,
F,67,1,2000,25.6000000000,
F,68,1,2000,23.3000000000,
F,69,1,2000,25.0000000000,
F,7,1,2000,39.8000000000,
F,70,1,2000,22.2000000000,
F,71,1,2000,21.6000000000,
F,72,1,2000,22.1000000000,
F,73,1,2000,18.8000000000,
F,74,1,2000,19.9000000000,
F,75,1,2000,17.1000000000,
F,76,1,2000,17.2000000000,
F,77,1,2000,15.1000000000,
F,78,1,2000,14.6000000000,
F,79,1,2000,14.2000000000,
F,8,1,2000,39.1000000000,
F,80,1,2000,12.1000000000,
F,81,1,2000,10.3000000000,
F,82,1,2000,9.6000000000,
F,83,1,2000,9.0000000000,
F,84,1,2000,7.9000000000,
F,85_and_over,1,2000,38.7000000000,
F,9,1,2000,38.0000000000,
F,zero,1,2000,23.6000000000,
M,,1,2000,3276.5000000000,
M,1,1,2000,26.1000000000,
M,10,1,2000,44.3000000000,
M,11,1,2000,47.0000000000,
M,12,1,2000,43.3000000000,
M,13,1,2000,44.2000000000,
M,14,1,2000,43.1000000000,
M,15,1,2000,45.9000000000,
M,16,1,2000,46.9000000000,
M,17,1,2000,47.9000000000,
M,18,1,2000,49.8000000000,
M,19,1,2000,45.9000000000,
M,2,1,2000,28.8000000000,
M,20,1,2000,45.9000000000,
M,21,1,2000,45.4000000000,
M,22,1,2000,42.9000000000,
M,23,1,2000,45.2000000000,
M,24,1,2000,45.3000000000,
M,25,1,2000,48.1000000000,
M,26,1,2000,48.4000000000,
M,27,1,2000,49.6000000000,
M,28,1,2000,48.4000000000,
M,29,1,2000,48.1000000000,
M,3,1,2000,34.6000000000,
M,30,1,2000,51.0000000000,
M,31,1,2000,51.2000000000,
M,32,1,2000,52.2000000000,
M,33,1,2000,51.9000000000,
M,34,1,2000,56.9000000000,
M,35,1,2000,59.8000000000,
M,36,1,2000,63.2000000000,
M,37,1,2000,67.4000000000,
M,38,1,2000,65.8000000000,
M,39,1,2000,66.9000000000,
M,4,1,2000,38.0000000000,
M,40,1,2000,68.3000000000,
M,41,1,2000,67.3000000000,
M,42,1,2000,68.7000000000,
M,43,1,2000,63.2000000000,
M,44,1,2000,59.4000000000,
M,45,1,2000,58.1000000000,
M,46,1,2000,53.0000000000,
M,47,1,2000,51.3000000000,
M,48,1,2000,49.2000000000,
M,49,1,2000,49.1000000000,
M,5,1,2000,42.4000000000,
M,50,1,2000,52.7000000000,
M,51,1,2000,45.0000000000,
M,52,1,2000,43.3000000000,
M,53,1,2000,39.3000000000,
M,54,1,2000,30.1000000000,
M,55,1,2000,27.9000000000,
M,56,1,2000,28.8000000000,
M,57,1,2000,25.8000000000,
M,58,1,2000,23.8000000000,
M,59,1,2000,26.1000000000,
M,6,1,2000,40.4000000000,
M,60,1,2000,26.9000000000,
M,61,1,2000,26.6000000000,
M,62,1,2000,28.6000000000,
M,63,1,2000,26.4000000000,
M,64,1,2000,27.3000000000,
M,65,1,2000,25.6000000000,
M,66,1,2000,26.5000000000,
M,67,1,2000,28.2000000000,
M,68,1,2000,23.8000000000,
M,69,1,2000,24.9000000000,
M,7,1,2000,42.7000000000,
M,70,1,2000,23.2000000000,
M,71,1,2000,20.2000000000,
M,72,1,2000,19.3000000000,
M,73,1,2000,18.0000000000,
M,74,1,2000,17.1000000000,
M,75,1,2000,14.9000000000,
M,76,1,2000,13.2000000000,
M,77,1,2000,12.0000000000,
M,78,1,2000,11.1000000000,
M,79,1,2000,9.9000000000,
M,8,1,2000,42.5000000000,
M,80,1,2000,9.3000000000,
M,81,1,2000,6.7000000000,
M,82,1,2000,6.0000000000,
M,83,1,2000,5.3000000000,
M,84,1,2000,4.7000000000,
M,85_and_over,1,2000,16.3000000000,
M,9,1,2000,40.8000000000,
M,zero,1,2000,25.9000000000,
,,2,2000,6711.5000000000,
,1,2,2000,48.4000000000,
,10,2,2000,84.3000000000,
,11,2,2000,87.4000000000,
,12,2,2000,91.1000000000,
,13,2,2000,85.6000000000,
,14,2,2000,84.0000000000,
,15,2,2000,88.1000000000,
,16,2,2000,88.0000000000,
,17,2,2000,91.7000000000,
,18,2,2000,95.2000000000,
,19,2,2000,93.6000000000,
,2,2,2000,52.0000000000,
,20,2,2000,95.9000000000,
,21,2,2000,93.2000000000,
,22,2,2000,94.1000000000,
,23,2,2000,93.8000000000,
,24,2,2000,95.8000000000,
,25,2,2000,98.4000000000,
,26,2,2000,104.6000000000,
,27,2,2000,107.6000000000,
,28,2,2000,110.3000000000,
,29,2,2000,108.0000000000,
,3,2,2000,62.5000000000,
,30,2,2000,117.2000000000,
,31,2,2000,113.1000000000,
,32,2,2000,118.9000000000,
,33,2,2000,116.1000000000,
,34,2,2000,120.3000000000,
,35,2,2000,129.1000000000,
,36,2,2000,135.7000000000,
,37,2,2000,143.9000000000,
,38,2,2000,144.9000000000,
,39,2,2000,130.7000000000,
,4,2,2000,69.1000000000,
,40,2,2000,146.9000000000,
,41,2,2000,130.9000000000,
,42,2,2000,140.7000000000,
,43,2,2000,130.4000000000,
,44,2,2000,125.7000000000,
,45,2,2000,115.4000000000,
,46,2,2000,112.3000000000,
,47,2,2000,103.0000000000,
,48,2,2000,100.7000000000,
,49,2,2000,94.3000000000,
,5,2,2000,77.9000000000,
,50,2,2000,98.1000000000,
,51,2,2000,94.8000000000,
,52,2,2000,83.8000000000,
,53,2,2000,79.8000000000,
,54,2,2000,66.3000000000,
,55,2,2000,54.2000000000,
,56,2,2000,54.3000000000,
,57,2,2000,48.6000000000,
,58,2,2000,45.2000000000,
,59,2,2000,43.4000000000,
,6,2,2000,79.4000000000,
,60,2,2000,49.4000000000,
,61,2,2000,49.0000000000,
,62,2,2000,52.7000000000,
,63,2,2000,52.6000000000,
,64,2,2000,53.6000000000,
,65,2,2000,50.6000000000,
,66,2,2000,48.8000000000,
,67,2,2000,55.8000000000,
,68,2,2000,47.4000000000,
,69,2,2000,48.5000000000,
,7,2,2000,79.8000000000,
,70,2,2000,49.0000000000,
,71,2,2000,41.3000000000,
,72,2,2000,41.9000000000,
,73,2,2000,38.4000000000,
,74,2,2000,37.6000000000,
,75,2,2000,33.0000000000,
,76,2,2000,30.3000000000,
,77,2,2000,27.8000000000,
,78,2,2000,25.5000000000,
,79,2,2000,24.4000000000,
,8,2,2000,82.7000000000,
,80,2,2000,21.9000000000,
,81,2,2000,18.6000000000,
,82,2,2000,15.9000000000,
,83,2,2000,13.9000000000,
,84,2,2000,13.3000000000,
,85_and_over,2,2000,58.5000000000,
,9,2,2000,80.1000000000,
,zero,2,2000,50.5000000000,
F,,2,2000,3423.0000000000,
F,1,2,2000,23.2000000000,
F,10,2,2000,40.8000000000,
F,11,2,2000,42.7000000000,
F,12,2,2000,44.0000000000,
F,13,2,2000,41.5000000000,
F,14,2,2000,41.3000000000,
F,15,2,2000,42.6000000000,
F,16,2,2000,42.1000000000,
F,17,2,2000,44.4000000000,
F,18,2,2000,46.6000000000,
F,19,2,2000,45.7000000000,
F,2,2,2000,24.8000000000,
F,20,2,2000,48.2000000000,
F,21,2,2000,48.6000000000,
F,22,2,2000,49.3000000000,
F,23,2,2000,49.5000000000,
F,24,2,2000,50.3000000000,
F,25,2,2000,52.3000000000,
F,26,2,2000,55.8000000000,
F,27,2,2000,58.1000000000,
F,28,2,2000,60.7000000000,
F,29,2,2000,59.8000000000,
F,3,2,2000,29.9000000000,
F,30,2,2000,65.4000000000,
F,31,2,2000,64.2000000000,
F,32,2,2000,66.6000000000,
F,33,2,2000,64.0000000000,
F,34,2,2000,65.5000000000,
F,35,2,2000,71.2000000000,
F,36,2,2000,73.7000000000,
F,37,2,2000,78.2000000000,
F,38,2,2000,77.3000000000,
F,39,2,2000,67.4000000000,
F,4,2,2000,33.3000000000,
F,40,2,2000,75.4000000000,
F,41,2,2000,65.7000000000,
F,42,2,2000,70.9000000000,
F,43,2,2000,65.6000000000,
F,44,2,2000,63.1000000000,
F,45,2,2000,57.3000000000,
F,46,2,2000,56.2000000000,
F,47,2,2000,51.8000000000,
F,48,2,2000,50.0000000000,
F,49,2,2000,46.0000000000,
F,5,2,2000,37.4000000000,
F,50,2,2000,47.3000000000,
F,51,2,2000,45.3000000000,
F,52,2,2000,40.0000000000,
F,53,2,2000,38.2000000000,
F,54,2,2000,31.8000000000,
F,55,2,2000,25.9000000000,
F,56,2,2000,25.0000000000,
F,57,2,2000,21.7000000000,
F,58,2,2000,20.5000000000,
F,59,2,2000,19.4000000000,
F,6,2,2000,38.1000000000,
F,60,2,2000,22.7000000000,
F,61,2,2000,22.3000000000,
F,62,2,2000,25.2000000000,
F,63,2,2000,24.9000000000,
F,64,2,2000,25.9000000000,
F,65,2,2000,24.4000000000,
F,66,2,2000,24.1000000000,
F,67,2,2000,26.7000000000,
F,68,2,2000,23.3000000000,
F,69,2,2000,23.9000000000,
F,7,2,2000,38.1000000000,
F,70,2,2000,24.2000000000,
F,71,2,2000,21.0000000000,
F,72,2,2000,22.1000000000,
F,73,2,2000,19.7000000000,
F,74,2,2000,20.1000000000,
F,75,2,2000,17.7000000000,
F,76,2,2000,17.0000000000,
F,77,2,2000,15.5000000000,
F,78,2,2000,14.5000000000,
F,79,2,2000,14.5000000000,
F,8,2,2000,40.1000000000,
F,80,2,2000,12.5000000000,
F,81,2,2000,11.3000000000,
F,82,2,2000,9.4000000000,
F,83,2,2000,8.7000000000,
F,84,2,2000,8.3000000000,
F,85_and_over,2,2000,40.7000000000,
F,9,2,2000,38.5000000000,
F,zero,2,2000,24.1000000000,
M,,2,2000,3288.5000000000,
M,1,2,2000,25.2000000000,
M,10,2,2000,43.5000000000,
M,11,2,2000,44.7000000000,
M,12,2,2000,47.1000000000,
M,13,2,2000,44.1000000000,
M,14,2,2000,42.7000000000,
M,15,2,2000,45.5000000000,
M,16,2,2000,45.9000000000,
M,17,2,2000,47.3000000000,
M,18,2,2000,48.6000000000,
M,19,2,2000,47.9000000000,
M,2,2,2000,27.2000000000,
M,20,2,2000,47.7000000000,
M,21,2,2000,44.6000000000,
M,22,2,2000,44.8000000000,
M,23,2,2000,44.3000000000,
M,24,2,2000,45.5000000000,
M,25,2,2000,46.1000000000,
M,26,2,2000,48.8000000000,
M,27,2,2000,49.5000000000,
M,28,2,2000,49.6000000000,
M,29,2,2000,48.2000000000,
M,3,2,2000,32.6000000000,
M,30,2,2000,51.8000000000,
M,31,2,2000,48.9000000000,
M,32,2,2000,52.3000000000,
M,33,2,2000,52.1000000000,
M,34,2,2000,54.8000000000,
M,35,2,2000,57.9000000000,
M,36,2,2000,62.0000000000,
M,37,2,2000,65.7000000000,
M,38,2,2000,67.6000000000,
M,39,2,2000,63.3000000000,
M,4,2,2000,35.8000000000,
M,40,2,2000,71.5000000000,
M,41,2,2000,65.2000000000,
M,42,2,2000,69.8000000000,
M,43,2,2000,64.8000000000,
M,44,2,2000,62.6000000000,
M,45,2,2000,58.1000000000,
M,46,2,2000,56.1000000000,
M,47,2,2000,51.2000000000,
M,48,2,2000,50.7000000000,
M,49,2,2000,48.3000000000,
M,5,2,2000,40.5000000000,
M,50,2,2000,50.8000000000,
M,51,2,2000,49.5000000000,
M,52,2,2000,43.8000000000,
M,53,2,2000,41.6000000000,
M,54,2,2000,34.5000000000,
M,55,2,2000,28.3000000000,
M,56,2,2000,29.3000000000,
M,57,2,2000,26.9000000000,
M,58,2,2000,24.7000000000,
M,59,2,2000,24.0000000000,
M,6,2,2000,41.3000000000,
M,60,2,2000,26.7000000000,
M,61,2,2000,26.7000000000,
M,62,2,2000,27.5000000000,
M,63,2,2000,27.7000000000,
M,64,2,2000,27.7000000000,
M,65,2,2000,26.2000000000,
M,66,2,2000,24.7000000000,
M,67,2,2000,29.1000000000,
M,68,2,2000,24.1000000000,
M,69,2,2000,24.6000000000,
M,7,2,2000,41.7000000000,
M,70,2,2000,24.8000000000,
M,71,2,2000,20.3000000000,
M,72,2,2000,19.8000000000,
M,73,2,2000,18.7000000000,
M,74,2,2000,17.5000000000,
M,75,2,2000,15.3000000000,
M,76,2,2000,13.3000000000,
M,77,2,2000,12.3000000000,
M,78,2,2000,11.0000000000,
M,79,2,2000,9.9000000000,
M,8,2,2000,42.6000000000,
M,80,2,2000,9.4000000000,
M,81,2,2000,7.3000000000,
M,82,2,2000,6.5000000000,
M,83,2,2000,5.2000000000,
M,84,2,2000,5.0000000000,
M,85_and_over,2,2000,17.8000000000,
M,9,2,2000,41.6000000000,
M,zero,2,2000,26.4000000000,
,,1,2001,6714.3000000000,
,1,1,2001,47.7000000000,
,10,1,2001,82.4000000000,
,11,1,2001,86.6000000000,
,12,1,2001,90.6000000000,
,13,1,2001,85.7000000000,
,14,1,2001,84.0000000000,
,15,1,2001,86.0000000000,
,16,1,2001,87.6000000000,
,17,1,2001,88.2000000000,
,18,1,2001,92.1000000000,
,19,1,2001,92.1000000000,
,2,1,2001,51.0000000000,
,20,1,2001,92.7000000000,
,21,1,2001,93.4000000000,
,22,1,2001,93.4000000000,
,23,1,2001,92.8000000000,
,24,1,2001,95.6000000000,
,25,1,2001,95.5000000000,
,26,1,2001,103.0000000000,
,27,1,2001,105.9000000000,
,28,1,2001,110.3000000000,
,29,1,2001,109.4000000000,
,3,1,2001,58.0000000000,
,30,1,2001,113.7000000000,
,31,1,2001,115.7000000000,
,32,1,2001,117.8000000000,
,33,1,2001,118.0000000000,
,34,1,2001,117.1000000000,
,35,1,2001,125.5000000000,
,36,1,2001,134.6000000000,
,37,1,2001,139.1000000000,
,38,1,2001,147.5000000000,
,39,1,2001,136.5000000000,
,4,1,2001,69.2000000000,
,40,1,2001,140.6000000000,
,41,1,2001,139.1000000000,
,42,1,2001,136.7000000000,
,43,1,2001,134.9000000000,
,44,1,2001,127.4000000000,
,45,1,2001,120.1000000000,
,46,1,2001,114.0000000000,
,47,1,2001,107.9000000000,
,48,1,2001,100.8000000000,
,49,1,2001,96.9000000000,
,5,1,2001,74.2000000000,
,50,1,2001,96.0000000000,
,51,1,2001,97.9000000000,
,52,1,2001,87.4000000000,
,53,1,2001,81.0000000000,
,54,1,2001,74.7000000000,
,55,1,2001,57.6000000000,
,56,1,2001,54.1000000000,
,57,1,2001,51.6000000000,
,58,1,2001,46.0000000000,
,59,1,2001,43.3000000000,
,6,1,2001,79.4000000000,
,60,1,2001,46.9000000000,
,61,1,2001,49.2000000000,
,62,1,2001,51.1000000000,
,63,1,2001,52.4000000000,
,64,1,2001,51.4000000000,
,65,1,2001,51.5000000000,
,66,1,2001,49.7000000000,
,67,1,2001,51.3000000000,
,68,1,2001,50.9000000000,
,69,1,2001,46.7000000000,
,7,1,2001,79.4000000000,
,70,1,2001,47.6000000000,
,71,1,2001,45.7000000000,
,72,1,2001,40.8000000000,
,73,1,2001,39.4000000000,
,74,1,2001,36.7000000000,
,75,1,2001,34.4000000000,
,76,1,2001,31.2000000000,
,77,1,2001,28.5000000000,
