"timestamp","status","message","run_mode","n_reps","n_workers","master_seed","data_status","scenario_id","n_rows","admission_decision","all_gates_passed","design_version"
"2026-08-10 10:44:00.723394","scenario_complete","Finished CORE_04","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_04",50,"",,"F1.1"
"2026-08-10 10:44:02.29394","scenario_complete","Finished CORE_05","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_05",50,"",,"F1.1"
"2026-08-10 10:44:04.189426","scenario_complete","Finished CORE_06","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_06",50,"",,"F1.1"
"2026-08-10 10:44:05.800463","scenario_complete","Finished CORE_07","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_07",50,"",,"F1.1"
"2026-08-10 10:44:07.387415","scenario_complete","Finished CORE_08","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_08",50,"",,"F1.1"
"2026-08-10 10:44:09.068938","scenario_complete","Finished CORE_09","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_09",50,"",,"F1.1"
"2026-08-10 10:44:10.681896","scenario_complete","Finished CORE_10","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_10",50,"",,"F1.1"
"2026-08-10 10:44:12.340871","scenario_complete","Finished CORE_11","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_11",50,"",,"F1.1"
"2026-08-10 10:44:13.979528","scenario_complete","Finished CORE_12","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_12",50,"",,"F1.1"
"2026-08-10 10:44:16.001202","scenario_complete","Finished CORE_13","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_13",50,"",,"F1.1"
"2026-08-10 10:44:17.59621","scenario_complete","Finished CORE_14","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_14",50,"",,"F1.1"
"2026-08-10 10:44:19.175915","scenario_complete","Finished CORE_15","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_15",50,"",,"F1.1"
"2026-08-10 10:44:21.167799","scenario_complete","Finished CORE_16","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_16",50,"",,"F1.1"
"2026-08-10 10:44:22.727819","scenario_complete","Finished CORE_17","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_17",50,"",,"F1.1"
"2026-08-10 10:44:24.68862","scenario_complete","Finished CORE_18","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_18",50,"",,"F1.1"
"2026-08-10 10:44:26.243607","scenario_complete","Finished CORE_19","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_19",50,"",,"F1.1"
"2026-08-10 10:44:27.855867","scenario_complete","Finished CORE_20","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_20",50,"",,"F1.1"
"2026-08-10 10:44:29.427066","scenario_complete","Finished CORE_21","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_21",50,"",,"F1.1"
"2026-08-10 10:44:30.996733","scenario_complete","Finished CORE_22","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_22",50,"",,"F1.1"
"2026-08-10 10:44:32.550704","scenario_complete","Finished CORE_23","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_23",50,"",,"F1.1"
"2026-08-10 10:44:34.202101","scenario_complete","Finished CORE_24","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_24",50,"",,"F1.1"
"2026-08-10 10:44:35.75652","scenario_complete","Finished CORE_25","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_25",50,"",,"F1.1"
"2026-08-10 10:44:37.227492","scenario_complete","Finished CORE_26","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_26",50,"",,"F1.1"
"2026-08-10 10:44:38.748152","scenario_complete","Finished CORE_27","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_27",50,"",,"F1.1"
"2026-08-10 10:44:40.225764","scenario_complete","Finished CORE_28","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_28",50,"",,"F1.1"
"2026-08-10 10:44:41.803345","scenario_complete","Finished CORE_29","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_29",50,"",,"F1.1"
"2026-08-10 10:44:43.313943","scenario_complete","Finished CORE_30","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_30",50,"",,"F1.1"
"2026-08-10 10:44:44.870839","scenario_complete","Finished CORE_31","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_31",50,"",,"F1.1"
"2026-08-10 10:44:46.715046","scenario_complete","Finished CORE_32","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_32",50,"",,"F1.1"
"2026-08-10 10:44:48.318902","scenario_complete","Finished CORE_33","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_33",50,"",,"F1.1"
"2026-08-10 10:44:50.111864","scenario_complete","Finished CORE_34","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_34",50,"",,"F1.1"
"2026-08-10 10:44:52.162938","scenario_complete","Finished CORE_35","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_35",50,"",,"F1.1"
"2026-08-10 10:44:53.784085","scenario_complete","Finished CORE_36","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","CORE_36",50,"",,"F1.1"
"2026-08-10 10:44:55.736441","scenario_complete","Finished EDGE_depletion_off","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","EDGE_depletion_off",50,"",,"F1.1"
"2026-08-10 10:44:57.30604","scenario_complete","Finished EDGE_covid_off","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","EDGE_covid_off",50,"",,"F1.1"
"2026-08-10 10:44:58.954798","scenario_complete","Finished EDGE_od_off","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","EDGE_od_off",50,"",,"F1.1"
"2026-08-10 10:45:00.614563","scenario_complete","Finished EDGE_od_high","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","EDGE_od_high",50,"",,"F1.1"
"2026-08-10 10:45:02.414149","scenario_complete","Finished EDGE_stress_AR_dep_covid_mod","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","EDGE_stress_AR_dep_covid_mod",50,"",,"F1.1"
"2026-08-10 10:45:04.002003","scenario_complete","Finished EDGE_small_lag21","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","EDGE_small_lag21",50,"",,"F1.1"
"2026-08-10 10:45:04.081266","complete","Calibration complete. admission_decision=FAIL_METHODS_FEASIBILITY_ONLY; all_passed=FALSE","pilot",10,4,20260810,"SYNTHETIC_CALIBRATION","",,"FAIL_METHODS_FEASIBILITY_ONLY",FALSE,"F1.1"
"2026-08-10 10:45:56.327764","start","Calibration start mode= core","core",500,4,20260810,"SYNTHETIC_CALIBRATION","",,"",,"F1.1"
"2026-08-10 10:46:39.544611","scenario_complete","Finished CORE_01","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_01",2500,"",,"F1.1"
"2026-08-10 10:47:21.854772","scenario_complete","Finished CORE_02","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_02",2500,"",,"F1.1"
"2026-08-10 10:48:03.125926","scenario_complete","Finished CORE_03","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_03",2500,"",,"F1.1"
"2026-08-10 10:48:44.750667","scenario_complete","Finished CORE_04","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_04",2500,"",,"F1.1"
"2026-08-10 10:49:25.510136","scenario_complete","Finished CORE_05","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_05",2500,"",,"F1.1"
"2026-08-10 10:50:09.286131","scenario_complete","Finished CORE_06","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_06",2500,"",,"F1.1"
"2026-08-10 10:50:51.427334","scenario_complete","Finished CORE_07","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_07",2500,"",,"F1.1"
"2026-08-10 10:51:33.587541","scenario_complete","Finished CORE_08","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_08",2500,"",,"F1.1"
"2026-08-10 10:52:15.782008","scenario_complete","Finished CORE_09","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_09",2500,"",,"F1.1"
"2026-08-10 10:52:57.45751","scenario_complete","Finished CORE_10","core",500,4,20260810,"SYNTHETIC_CALIBRATION","CORE_10",2500,"",,"F1.1"
