"date","year","month","day","pressure","tmax","tmean","tmin","dew_point","relative_humidity","cloud","rainfall","sunshine","station","hot_night","very_hot_day","extremely_hot_day","cold_day","absolute_humidity","in_2d3n_window","hot_night_spell_id","very_hot_spell_id","cold_spell_id","hot_night_spell_len","very_hot_spell_len","cold_spell_len"
2013-01-01,2013,1,1,1020.6,17.4,13.9,10.8,4.5,54,67,0,5.7,"HKO",FALSE,FALSE,FALSE,TRUE,6.46972021131204,FALSE,0,0,1,,,1
2013-01-02,2013,1,2,1019.4,19.3,16.8,14.9,9.7,64,57,0,4.7,"HKO",FALSE,FALSE,FALSE,FALSE,9.14502778088062,FALSE,0,0,0,,,
2013-01-03,2013,1,3,1022.9,19.1,16.8,14.5,11.6,72,84,0,4,"HKO",FALSE,FALSE,FALSE,FALSE,10.2881562534907,FALSE,0,0,0,,,
2013-01-04,2013,1,4,1021,14.6,12.9,11.3,7.9,72,88,0,0,"HKO",FALSE,FALSE,FALSE,TRUE,8.11010271479845,FALSE,0,0,2,,,2
2013-01-05,2013,1,5,1018.5,17,14.3,11.9,9.3,72,58,0,7.9,"HKO",FALSE,FALSE,FALSE,TRUE,8.8406330270044,FALSE,0,0,2,,,2
2013-01-06,2013,1,6,1019.1,17.1,15.1,13.9,9.7,71,36,0,8.1,"HKO",FALSE,FALSE,FALSE,FALSE,9.15430659158412,FALSE,0,0,0,,,
2013-01-07,2013,1,7,1018.3,17.5,15.2,12.7,9.9,71,44,0,7.5,"HKO",FALSE,FALSE,FALSE,FALSE,9.2101768137115,FALSE,0,0,0,,,
2013-01-08,2013,1,8,1017.5,20.3,17.5,16,10.9,65,67,0,6.9,"HKO",FALSE,FALSE,FALSE,FALSE,9.68555272177533,FALSE,0,0,0,,,
2013-01-09,2013,1,9,1019.5,18.3,16.2,14.6,9.1,63,57,0,6.4,"HKO",FALSE,FALSE,FALSE,FALSE,8.68280142438465,FALSE,0,0,0,,,
2013-01-10,2013,1,10,1021,16.3,14.7,13.1,8.1,65,83,0,1.4,"HKO",FALSE,FALSE,FALSE,FALSE,8.17879442215975,FALSE,0,0,0,,,
2013-01-11,2013,1,11,1020.7,18.8,16.3,14.6,11.3,73,43,0,8.4,"HKO",FALSE,FALSE,FALSE,FALSE,10.1218910706662,FALSE,0,0,0,,,
2013-01-12,2013,1,12,1018.7,18.7,16.4,14.1,10.7,69,72,0,2.1,"HKO",FALSE,FALSE,FALSE,FALSE,9.62510088355326,FALSE,0,0,0,,,
2013-01-13,2013,1,13,1015.5,19.2,16.8,14.1,11,69,24,0,9.4,"HKO",FALSE,FALSE,FALSE,FALSE,9.85948307626192,FALSE,0,0,0,,,
2013-01-14,2013,1,14,1019.1,18.7,15.7,12.8,9.3,66,9,0,9.8,"HKO",FALSE,FALSE,FALSE,FALSE,8.82540369341504,FALSE,0,0,0,,,
2013-01-15,2013,1,15,1021.3,17.1,15.9,14.1,11.3,74,77,0,0.6,"HKO",FALSE,FALSE,FALSE,FALSE,10.0156721303947,FALSE,0,0,0,,,
2013-01-16,2013,1,16,1021.2,21.4,17.4,14.9,11.9,71,4,0,9.6,"HKO",FALSE,FALSE,FALSE,FALSE,10.5165844961649,FALSE,0,0,0,,,
2013-01-17,2013,1,17,1024.4,19.6,16.9,15.2,10.7,67,26,0,9.5,"HKO",FALSE,FALSE,FALSE,FALSE,9.63134406017872,FALSE,0,0,0,,,
2013-01-18,2013,1,18,1026.8,16.6,14.6,13.3,8.9,69,70,0,4.1,"HKO",FALSE,FALSE,FALSE,FALSE,8.62922798767018,FALSE,0,0,0,,,
2013-01-19,2013,1,19,1023.4,17.4,15,12.9,9.5,70,60,0,8,"HKO",FALSE,FALSE,FALSE,FALSE,8.97057996342714,FALSE,0,0,0,,,
2013-01-20,2013,1,20,1020.6,19.1,17.8,15.8,13.2,75,85,0,0,"HKO",FALSE,FALSE,FALSE,FALSE,11.3774275944828,FALSE,0,0,0,,,
2013-01-21,2013,1,21,1019.6,22.8,20.4,18.9,16,76,78,0,3.9,"HKO",FALSE,FALSE,FALSE,FALSE,13.439654386852,FALSE,0,0,0,,,
2013-01-22,2013,1,22,1019.1,25.6,21.3,18.9,17.3,78,59,0,7.9,"HKO",FALSE,FALSE,FALSE,FALSE,14.5346873867287,FALSE,0,0,0,,,
2013-01-23,2013,1,23,1019.3,20,18.1,16.8,15.7,86,81,0,2.3,"HKO",FALSE,FALSE,FALSE,FALSE,13.281118182876,FALSE,0,0,0,,,
2013-01-24,2013,1,24,1018.4,21.5,18.9,16.6,14.9,78,44,0,7.5,"HKO",FALSE,FALSE,FALSE,FALSE,12.6303977479531,FALSE,0,0,0,,,
2013-01-25,2013,1,25,1019.2,20.8,18.1,15.9,13.2,74,40,0,7.7,"HKO",FALSE,FALSE,FALSE,FALSE,11.4279389015445,FALSE,0,0,0,,,
2013-01-26,2013,1,26,1018.9,19.8,17.7,16.3,14.1,80,74,2.8,7.1,"HKO",FALSE,FALSE,FALSE,FALSE,12.0638037193538,FALSE,0,0,0,,,
2013-01-27,2013,1,27,1022,17.7,16.4,15.5,13.8,85,86,0.6,0.1,"HKO",FALSE,FALSE,FALSE,FALSE,11.857008334812,FALSE,0,0,0,,,
2013-01-28,2013,1,28,1022.4,18.6,16.2,14.2,9.7,66,49,0,8.2,"HKO",FALSE,FALSE,FALSE,FALSE,9.09626815887916,FALSE,0,0,0,,,
2013-01-29,2013,1,29,1021.9,21.2,17.8,16,11.7,68,56,0,6.9,"HKO",FALSE,FALSE,FALSE,FALSE,10.3155343523311,FALSE,0,0,0,,,
2013-01-30,2013,1,30,1022.6,20.4,18.1,16.6,13.2,74,56,0,9.4,"HKO",FALSE,FALSE,FALSE,FALSE,11.4279389015445,FALSE,0,0,0,,,
2013-01-31,2013,1,31,1021.7,20.9,18.6,16.9,12,66,55,0,8.9,"HKO",FALSE,FALSE,FALSE,FALSE,10.4993332004604,FALSE,0,0,0,,,
2013-02-01,2013,2,1,1020.1,24.9,20.7,17.4,15.7,73,32,0,8.5,"HKO",FALSE,FALSE,FALSE,FALSE,13.1369333212272,FALSE,0,0,0,,,
2013-02-02,2013,2,2,1019.8,26,21.1,18.9,16.1,74,63,0,6.4,"HKO",FALSE,FALSE,FALSE,FALSE,13.6302566919802,FALSE,0,0,0,,,
2013-02-03,2013,2,3,1018.9,19.7,18.9,18.2,15.8,82,85,0,0.2,"HKO",FALSE,FALSE,FALSE,FALSE,13.2781104529764,FALSE,0,0,0,,,
2013-02-04,2013,2,4,1018.5,23.3,21.2,19.1,18.5,85,88,0,0.3,"HKO",FALSE,FALSE,FALSE,FALSE,15.7474998192677,FALSE,0,0,0,,,
2013-02-05,2013,2,5,1017.5,25.2,22.1,20.3,20,88,82,0,4.8,"HKO",FALSE,FALSE,FALSE,FALSE,17.1739639533052,FALSE,0,0,0,,,
2013-02-06,2013,2,6,1015.9,24.6,21.3,19.3,19,87,81,0,4.2,"HKO",FALSE,FALSE,FALSE,FALSE,16.211766700582,FALSE,0,0,0,,,
2013-02-07,2013,2,7,1014.3,20.6,19.1,18.1,17,87,88,0,1.5,"HKO",FALSE,FALSE,FALSE,FALSE,14.2550259790577,FALSE,0,0,0,,,
2013-02-08,2013,2,8,1019.3,18.7,16.4,14.4,14,86,88,0.2,0,"HKO",FALSE,FALSE,FALSE,FALSE,11.9965025505157,FALSE,0,0,0,,,
2013-02-09,2013,2,9,1022.6,15.8,14.1,11.9,9.3,73,88,0,0.1,"HKO",FALSE,FALSE,FALSE,TRUE,8.8541817172368,FALSE,0,0,3,,,1
2013-02-10,2013,2,10,1020.6,18.3,15.9,14,12.1,79,87,0,0.1,"HKO",FALSE,FALSE,FALSE,FALSE,10.6924067337998,FALSE,0,0,0,,,
2013-02-11,2013,2,11,1020,19.6,17.2,16,13.8,80,70,0,6.8,"HKO",FALSE,FALSE,FALSE,FALSE,11.7087577463179,FALSE,0,0,0,,,
2013-02-12,2013,2,12,1020,22.8,19,16.3,13.9,73,57,0,7.5,"HKO",FALSE,FALSE,FALSE,FALSE,11.8907558051545,FALSE,0,0,0,,,
2013-02-13,2013,2,13,1020,20.8,17.4,15.6,11.9,71,60,0,6.5,"HKO",FALSE,FALSE,FALSE,FALSE,10.5165844961649,FALSE,0,0,0,,,
2013-02-14,2013,2,14,1017.3,21.2,18.5,16.7,14.4,77,84,0,2.1,"HKO",FALSE,FALSE,FALSE,FALSE,12.1768862215936,FALSE,0,0,0,,,
2013-02-15,2013,2,15,1016.9,24.4,20.8,18,16.5,77,85,0.5,5.3,"HKO",FALSE,FALSE,FALSE,FALSE,13.9376679661008,FALSE,0,0,0,,,
2013-02-16,2013,2,16,1019.1,19.4,17.3,16.2,14.1,82,82,0.1,4.3,"HKO",FALSE,FALSE,FALSE,FALSE,12.0735081678348,FALSE,0,0,0,,,
2013-02-17,2013,2,17,1015.6,21,18.2,16.5,14.6,79,71,0,2,"HKO",FALSE,FALSE,FALSE,FALSE,12.2728001776174,FALSE,0,0,0,,,
2013-02-18,2013,2,18,1013.1,25.4,21.1,18.5,18.3,84,79,0,3.8,"HKO",FALSE,FALSE,FALSE,FALSE,15.4721832719775,FALSE,0,0,0,,,
2013-02-19,2013,2,19,1014.5,26.2,20.9,17.8,18.4,86,67,0,6.9,"HKO",FALSE,FALSE,FALSE,FALSE,15.657561272451,FALSE,0,0,0,,,
2013-02-20,2013,2,20,1019.9,19,17.3,16,13.4,78,88,0,0.2,"HKO",FALSE,FALSE,FALSE,FALSE,11.4845565498917,FALSE,0,0,0,,,
2013-02-21,2013,2,21,1020.4,21.4,17.7,16.4,14.1,79,58,0,4.7,"HKO",FALSE,FALSE,FALSE,FALSE,11.9130061728619,FALSE,0,0,0,,,
2013-02-22,2013,2,22,1021.5,22.4,19.1,16.2,14,73,62,0,5.8,"HKO",FALSE,FALSE,FALSE,FALSE,11.9611137525427,FALSE,0,0,0,,,
2013-02-23,2013,2,23,1023.1,21.8,18,16.2,12.9,72,54,0,7.9,"HKO",FALSE,FALSE,FALSE,FALSE,11.0531552050796,FALSE,0,0,0,,,
2013-02-24,2013,2,24,1020.9,20.8,18,16.3,13.2,73,84,0,0.4,"HKO",FALSE,FALSE,FALSE,FALSE,11.2066712495946,FALSE,0,0,0,,,
2013-02-25,2013,2,25,1018.9,23.1,19.6,17.3,14.2,71,79,0,2.5,"HKO",FALSE,FALSE,FALSE,FALSE,11.9808536480375,FALSE,0,0,0,,,
2013-02-26,2013,2,26,1016.2,23.8,21.3,19.1,18.1,82,88,0.2,0.5,"HKO",FALSE,FALSE,FALSE,FALSE,15.2800559706635,FALSE,0,0,0,,,
2013-02-27,2013,2,27,1014,25.4,22.7,21,19.6,83,72,0,5.4,"HKO",FALSE,FALSE,FALSE,FALSE,16.7664766515947,FALSE,0,0,0,,,
2013-02-28,2013,2,28,1013.8,21.9,19,18.3,17.5,91,88,0.5,0,"HKO",FALSE,FALSE,FALSE,FALSE,14.8227229899872,FALSE,0,0,0,,,
2013-03-01,2013,3,1,1014.2,22,20.1,18.2,18.6,91,88,0.1,0.3,"HKO",FALSE,FALSE,FALSE,FALSE,15.8125323145517,FALSE,0,0,0,,,
2013-03-02,2013,3,2,1020.4,21.4,17.9,15.1,15.7,88,88,0.8,0,"HKO",FALSE,FALSE,FALSE,FALSE,13.4292570607162,FALSE,0,0,0,,,
2013-03-03,2013,3,3,1023.7,17.4,15.3,13.6,8.7,65,86,0,0.1,"HKO",FALSE,FALSE,FALSE,FALSE,8.48327183326996,FALSE,0,0,0,,,
2013-03-04,2013,3,4,1023.4,21.7,16.7,13.2,7.3,54,55,0,9.3,"HKO",FALSE,FALSE,FALSE,FALSE,7.66990011273101,FALSE,0,0,0,,,
2013-03-05,2013,3,5,1023.2,22.3,18.5,15.6,6.3,48,29,0,10,"HKO",FALSE,FALSE,FALSE,FALSE,7.59078621605836,FALSE,0,0,0,,,
2013-03-06,2013,3,6,1021.2,23.6,19.3,16.3,11.3,61,7,0,10.5,"HKO",FALSE,FALSE,FALSE,FALSE,10.113392899548,FALSE,0,0,0,,,
2013-03-07,2013,3,7,1019.8,24.9,20.4,17.2,12.8,63,2,0,10.6,"HKO",FALSE,FALSE,FALSE,FALSE,11.1407661364695,FALSE,0,0,0,,,
2013-03-08,2013,3,8,1016.8,26.4,21.5,17.6,9.3,49,0,0,10.6,"HKO",FALSE,FALSE,FALSE,FALSE,9.23715220133117,FALSE,0,0,0,,,
2013-03-09,2013,3,9,1014.9,26.1,21.5,18.1,14.5,65,11,0,10.2,"HKO",FALSE,FALSE,FALSE,FALSE,12.2533651650311,FALSE,0,0,0,,,
2013-03-10,2013,3,10,1014.7,26.4,21.5,18.5,15.3,69,3,0,10.8,"HKO",FALSE,FALSE,FALSE,FALSE,13.0074184059561,FALSE,0,0,0,,,
2013-03-11,2013,3,11,1016.7,23.2,20.3,18.7,16.2,78,54,0,6.4,"HKO",FALSE,FALSE,FALSE,FALSE,13.7130146152941,FALSE,0,0,0,,,
2013-03-12,2013,3,12,1015.8,23.5,20.4,18.1,16.6,79,71,0.2,8.5,"HKO",FALSE,FALSE,FALSE,FALSE,13.9701670600173,FALSE,0,0,0,,,
2013-03-13,2013,3,13,1014.5,26.6,22.8,20.3,19,80,68,0,5,"HKO",FALSE,FALSE,FALSE,FALSE,16.2533505886349,FALSE,0,0,0,,,
2013-03-14,2013,3,14,1019.2,22.1,19.9,18.4,16.6,82,78,0,0.1,"HKO",FALSE,FALSE,FALSE,FALSE,14.0827550072365,FALSE,0,0,0,,,
2013-03-15,2013,3,15,1021.3,22.3,19.2,17.7,14.8,76,69,0,6.1,"HKO",FALSE,FALSE,FALSE,FALSE,12.5262911018965,FALSE,0,0,0,,,
2013-03-16,2013,3,16,1019.4,23.2,20,18.5,16,78,51,0,5.8,"HKO",FALSE,FALSE,FALSE,FALSE,13.4744951212996,FALSE,0,0,0,,,
2013-03-17,2013,3,17,1013.7,23.4,21.2,19,18.8,86,82,0,2.1,"HKO",FALSE,FALSE,FALSE,FALSE,15.9327645230238,FALSE,0,0,0,,,
2013-03-18,2013,3,18,1010.6,26.3,23.6,21.2,20.7,84,81,0,3.5,"HKO",FALSE,FALSE,FALSE,FALSE,17.8639103418078,FALSE,0,0,0,,,
2013-03-19,2013,3,19,1010.8,27.6,24.3,22.4,22,88,86,18.2,0.4,"HKO",FALSE,FALSE,FALSE,FALSE,19.4734674671697,FALSE,0,0,0,,,
2013-03-20,2013,3,20,1012.1,28.3,25.1,23.5,21.5,81,70,0,4.2,"HKO",FALSE,FALSE,FALSE,FALSE,18.752597793221,FALSE,0,0,0,,,
2013-03-21,2013,3,21,1013.8,23.8,20.8,19,19,90,85,0.8,0,"HKO",FALSE,FALSE,FALSE,FALSE,16.2907807395984,FALSE,0,0,0,,,
2013-03-22,2013,3,22,1013.3,26,21.5,18.9,19,86,74,0,6.8,"HKO",FALSE,FALSE,FALSE,FALSE,16.2121446798874,FALSE,0,0,0,,,
2013-03-23,2013,3,23,1011.5,26.2,23.3,21.3,20.1,83,78,0,3.1,"HKO",FALSE,FALSE,FALSE,FALSE,17.3519430195657,FALSE,0,0,0,,,
2013-03-24,2013,3,24,1010.4,25.7,23.4,21.4,21.2,88,79,1.1,1.7,"HKO",FALSE,FALSE,FALSE,FALSE,18.5024972973621,FALSE,0,0,0,,,
2013-03-25,2013,3,25,1012,23.1,21.2,19.5,19.7,91,88,0.9,0,"HKO",FALSE,FALSE,FALSE,FALSE,16.8590880418042,FALSE,0,0,0,,,
2013-03-26,2013,3,26,1011.4,19.8,19,18.4,18.4,97,90,13.6,0,"HKO",FALSE,FALSE,FALSE,FALSE,15.8000453849314,FALSE,0,0,0,,,
2013-03-27,2013,3,27,1013.1,21.7,20,18.6,18.2,90,84,1.5,0.4,"HKO",FALSE,FALSE,FALSE,FALSE,15.5474943707303,FALSE,0,0,0,,,
2013-03-28,2013,3,28,1012.5,20.4,19.7,18.8,18.7,94,89,31.4,0.3,"HKO",FALSE,FALSE,FALSE,FALSE,15.9553885742073,FALSE,0,0,0,,,
2013-03-29,2013,3,29,1013.2,22.4,20.3,18.7,18.9,92,89,2.7,0.4,"HKO",FALSE,FALSE,FALSE,FALSE,16.1743249308597,FALSE,0,0,0,,,
2013-03-30,2013,3,30,1013.1,19.6,18.7,17.8,17.9,95,94,58.2,0,"HKO",FALSE,FALSE,FALSE,FALSE,15.2023813854102,FALSE,0,0,0,,,
2013-03-31,2013,3,31,1014.5,21,19.7,19,18.8,94,88,1,0.2,"HKO",FALSE,FALSE,FALSE,FALSE,15.9553885742073,FALSE,0,0,0,,,
2013-04-01,2013,4,1,1015.4,22.4,20.1,18.6,17.3,84,85,0.1,1,"HKO",FALSE,FALSE,FALSE,FALSE,14.5961836749708,FALSE,0,0,0,,,
2013-04-02,2013,4,2,1014,22.5,21.1,20,19.9,93,86,13.3,0.1,"HKO",FALSE,FALSE,FALSE,FALSE,17.1299171939751,FALSE,0,0,0,,,
2013-04-03,2013,4,3,1012,20,19.1,18.2,17.6,91,90,9.2,0.3,"HKO",FALSE,FALSE,FALSE,FALSE,14.9104294723477,FALSE,0,0,0,,,
2013-04-04,2013,4,4,1007.8,20.2,19.3,18.5,18.6,96,88,0.5,0,"HKO",FALSE,FALSE,FALSE,FALSE,15.9161593173215,FALSE,0,0,0,,,
2013-04-05,2013,4,5,1003,26.2,23.3,19.7,22.5,95,88,34.7,0,"HKO",FALSE,FALSE,FALSE,FALSE,19.8606576729969,FALSE,0,0,0,,,
2013-04-06,2013,4,6,1008,25,20.4,17.1,16,77,79,36.8,2.7,"HKO",FALSE,FALSE,FALSE,FALSE,13.6164919445738,FALSE,0,0,0,,,
2013-04-07,2013,4,7,1013,19,17.4,15.2,10.9,66,77,0,0,"HKO",FALSE,FALSE,FALSE,FALSE,9.77597995418149,FALSE,0,0,0,,,
2013-04-08,2013,4,8,1013,19.5,18.8,18,14.7,77,87,0,0,"HKO",FALSE,FALSE,FALSE,FALSE,12.3950121431052,FALSE,0,0,0,,,
2013-04-09,2013,4,9,1014.3,21.2,19.4,18.4,18.5,95,88,25.1,0.5,"HKO",FALSE,FALSE,FALSE,FALSE,15.8433413160672,FALSE,0,0,0,,,
2013-04-10,2013,4,10,1017.2,19.8,18.4,17.7,17.4,93,89,14.1,0,"HKO",FALSE,FALSE,FALSE,FALSE,14.6202293171348,FALSE,0,0,0,,,
2013-04-11,2013,4,11,1017.7,18.4,17.3,16,15.4,89,88,13.8,0,"HKO",FALSE,FALSE,FALSE,FALSE,13.1041734992354,FALSE,0,0,0,,,
2013-04-12,2013,4,12,1019.4,19,17.2,15.7,15,87,82,2.1,0.4,"HKO",FALSE,FALSE,FALSE,FALSE,12.7332740491208,FALSE,0,0,0,,,
2013-04-13,2013,4,13,1017,23.1,19.9,17.5,12.9,64,78,0,5.1,"HKO",FALSE,FALSE,FALSE,FALSE,10.9914185422334,FALSE,0,0,0,,,
2013-04-14,2013,4,14,1013.6,24.3,21.6,19.7,15.6,69,61,0,5.3,"HKO",FALSE,FALSE,FALSE,FALSE,13.0828883559788,FALSE,0,0,0,,,
2013-04-15,2013,4,15,1010.9,27.1,22.9,19.5,18.8,79,30,0,10.8,"HKO",FALSE,FALSE,FALSE,FALSE,16.1423692877553,FALSE,0,0,0,,,
2013-04-16,2013,4,16,1008.9,25.2,22.8,21,21,89,73,0.4,0,"HKO",FALSE,FALSE,FALSE,FALSE,18.0818525298564,FALSE,0,0,0,,,
2013-04-17,2013,4,17,1008.1,26.1,24.8,23,23.7,94,88,15.6,0,"HKO",FALSE,FALSE,FALSE,FALSE,21.3974738408718,FALSE,0,0,0,,,
2013-04-18,2013,4,18,1008.5,27.8,25.5,24.2,23.8,91,85,8.2,0.9,"HKO",FALSE,FALSE,FALSE,FALSE,21.5466884489234,FALSE,0,0,0,,,
2013-04-19,2013,4,19,1009,28.1,25.2,21.7,23.9,93,86,8.9,0.8,"HKO",FALSE,FALSE,FALSE,FALSE,21.6522415232851,FALSE,0,0,0,,,
2013-04-20,2013,4,20,1011,25.4,22.7,20.8,21.4,92,82,12.2,3.8,"HKO",FALSE,FALSE,FALSE,FALSE,18.5845283367074,FALSE,0,0,0,,,
2013-04-21,2013,4,21,1014.1,23.9,22,20.4,20,88,87,0.3,0.3,"HKO",FALSE,FALSE,FALSE,FALSE,17.0752778588446,FALSE,0,0,0,,,
2013-04-22,2013,4,22,1015.5,20.5,19.8,18.9,18,89,88,1,0,"HKO",FALSE,FALSE,FALSE,FALSE,15.1955931366906,FALSE,0,0,0,,,
2013-04-23,2013,4,23,1014.5,26.4,22.1,19.4,20.1,89,76,0.5,4.9,"HKO",FALSE,FALSE,FALSE,FALSE,17.3691226345928,FALSE,0,0,0,,,
2013-04-24,2013,4,24,1012.7,29.8,25,22,21.8,83,59,0,6.4,"HKO",FALSE,FALSE,FALSE,FALSE,19.1077318739588,FALSE,0,0,0,,,
2013-04-25,2013,4,25,1011.1,30.6,26,23.1,23,85,74,30.3,6.9,"HKO",FALSE,FALSE,FALSE,FALSE,20.6975708159677,FALSE,0,0,0,,,
2013-04-26,2013,4,26,1013,23.5,22.1,21.1,19.1,84,87,2.9,0.1,"HKO",FALSE,FALSE,FALSE,FALSE,16.393329228155,FALSE,0,0,0,,,
2013-04-27,2013,4,27,1012.8,24.2,21.5,20.5,17.2,77,88,0,0.6,"HKO",FALSE,FALSE,FALSE,FALSE,14.5155248878061,FALSE,0,0,0,,,
2013-04-28,2013,4,28,1012.8,23.4,22.1,20.7,20.1,89,88,0,0,"HKO",FALSE,FALSE,FALSE,FALSE,17.3691226345928,FALSE,0,0,0,,,
2013-04-29,2013,4,29,1012,25.6,23.7,22.1,22.5,93,86,0,0.3,"HKO",FALSE,FALSE,FALSE,FALSE,19.8907934405722,FALSE,0,0,0,,,
2013-04-30,2013,4,30,1009,29.3,24.4,21.1,22.3,89,83,23.8,2.4,"HKO",FALSE,FALSE,FALSE,FALSE,19.8065673725507,FALSE,0,0,0,,,
2013-05-01,2013,5,1,1009.5,25.1,21.8,20.1,19.4,86,76,1.2,2.7,"HKO",FALSE,FALSE,FALSE,FALSE,16.4957543351135,FALSE,0,0,0,,,
2013-05-02,2013,5,2,1010.6,21.9,19.3,16.6,14.1,73,87,0.9,0.7,"HKO",FALSE,FALSE,FALSE,FALSE,12.1029128142132,FALSE,0,0,0,,,
2013-05-03,2013,5,3,1011.1,22.1,19.7,18.7,17,85,88,33.8,0.1,"HKO",FALSE,FALSE,FALSE,FALSE,14.4277449873151,FALSE,0,0,0,,,
2013-05-04,2013,5,4,1013.7,22.5,20.8,18.4,17.7,83,87,0,0,"HKO",FALSE,FALSE,FALSE,FALSE,15.0237200154074,FALSE,0,0,0,,,
2013-05-05,2013,5,5,1014.5,24.1,22.1,20.8,19.8,87,86,0,0.2,"HKO",FALSE,FALSE,FALSE,FALSE,16.9788052720176,FALSE,0,0,0,,,
2013-05-06,2013,5,6,1013.2,23.7,22.4,21.3,20.8,91,87,0,0,"HKO",FALSE,FALSE,FALSE,FALSE,18.0686584957075,FALSE,0,0,0,,,
2013-05-07,2013,5,7,1012.1,25.6,23.3,22.3,21.3,89,88,0,1.5,"HKO",FALSE,FALSE,FALSE,FALSE,18.6063003462813,FALSE,0,0,0,,,
2013-05-08,2013,5,8,1011.1,23.2,22.9,22.3,21.7,93,90,29.7,0,"HKO",FALSE,FALSE,FALSE,FALSE,19.0030423260917,FALSE,0,0,0,,,
2013-05-09,2013,5,9,1010,29.2,25.2,22.8,23.6,91,78,31.3,5.2,"HKO",FALSE,FALSE,FALSE,FALSE,21.1866019206338,FALSE,0,0,0,,,
2013-05-10,2013,5,10,1008.2,28.6,25,23.4,23.5,91,77,23.4,1.4,"HKO",FALSE,FALSE,FALSE,FALSE,20.949440970244,FALSE,0,0,0,,,
2013-05-11,2013,5,11,1006.6,28.9,25.6,23,22.6,84,69,0.1,6.9,"HKO",FALSE,FALSE,FALSE,FALSE,20.0011249196272,FALSE,0,0,0,,,
2013-05-12,2013,5,12,1007.8,26.5,24.7,24.1,23.3,92,86,1.4,1.8,"HKO",FALSE,FALSE,FALSE,FALSE,20.824349879967,FALSE,0,0,0,,,
2013-05-13,2013,5,13,1007.6,29.9,26,23.9,23.8,88,73,0.2,7.6,"HKO",FALSE,FALSE,FALSE,FALSE,21.4280733153548,FALSE,0,0,0,,,
2013-05-14,2013,5,14,1006.5,28.8,26.2,25,24.6,91,72,0,3.9,"HKO",FALSE,FALSE,FALSE,FALSE,22.4074960440118,FALSE,0,0,0,,,
2013-05-15,2013,5,15,1005.2,31,28.4,25.9,25.7,85,81,0,1.3,"HKO",FALSE,FALSE,FALSE,FALSE,23.6401754778798,FALSE,0,0,0,,,
2013-05-16,2013,5,16,1005.5,30,27.6,24.7,24.9,86,83,5.4,0,"HKO",FALSE,FALSE,FALSE,FALSE,22.8877853447294,FALSE,0,0,0,,,
2013-05-17,2013,5,17,1007.7,27.5,25.9,24.8,24.9,94,86,13.9,1.7,"HKO",FALSE,FALSE,FALSE,FALSE,22.7614420163244,FALSE,0,0,0,,,
2013-05-18,2013,5,18,1006.8,30.8,28.3,25.8,26.1,88,85,21,4.9,"HKO",FALSE,FALSE,FALSE,FALSE,24.3405281455833,FALSE,0,0,0,,,
2013-05-19,2013,5,19,1005.4,30.9,29.2,28.2,26.1,84,88,0.1,4.7,"HKO",TRUE,FALSE,FALSE,FALSE,24.4074031059666,FALSE,1,0,0,1,,
2013-05-20,2013,5,20,1004.8,31.6,29,25.7,25.5,82,82,26,3.9,"HKO",FALSE,FALSE,FALSE,FALSE,23.567543807478,FALSE,0,0,0,,,
2013-05-21,2013,5,21,1005.5,29,25.7,23.5,24.2,91,86,26.3,1.6,"HKO",FALSE,FALSE,FALSE,FALSE,21.7896701434959,FALSE,0,0,0,,,
2013-05-22,2013,5,22,1006.1,26.2,24.8,23.4,23.9,95,90,230.8,0,"HKO",FALSE,FALSE,FALSE,FALSE,21.6251065413066,FALSE,0,0,0,,,
2013-05-23,2013,5,23,1009,29.4,26.5,24.2,24.1,87,84,0,3.1,"HKO",FALSE,FALSE,FALSE,FALSE,21.7838429068875,FALSE,0,0,0,,,
2013-05-24,2013,5,24,1009.6,31.3,27.8,25.6,24.2,81,71,0,8.3,"HKO",FALSE,FALSE,FALSE,FALSE,21.7963050339229,FALSE,0,0,0,,,
2013-05-25,2013,5,25,1009.7,26.9,25.7,24.6,25.1,96,89,52,0,"HKO",FALSE,FALSE,FALSE,FALSE,22.9869047667649,FALSE,0,0,0,,,
2013-05-26,2013,5,26,1007.6,29.7,27.8,25.5,25.3,87,85,11.3,1.4,"HKO",FALSE,FALSE,FALSE,FALSE,23.4108461475468,FALSE,0,0,0,,,
2013-05-27,2013,5,27,1006.9,29.8,28.8,27.9,25.5,82,86,0.1,0.8,"HKO",FALSE,FALSE,FALSE,FALSE,23.3112363891988,FALSE,0,0,0,,,
2013-05-28,2013,5,28,1008.9,31.1,29.2,27.7,25.9,83,72,0,5.8,"HKO",FALSE,FALSE,FALSE,FALSE,24.1168387832765,FALSE,0,0,0,,,
2013-05-29,2013,5,29,1010.9,31.9,29.1,27.8,25.6,81,76,0.4,3.6,"HKO",FALSE,FALSE,FALSE,FALSE,23.4076220646397,FALSE,0,0,0,,,
2013-05-30,2013,5,30,1010.7,32.5,29.3,27.2,25,78,54,0,8.7,"HKO",FALSE,FALSE,FALSE,FALSE,22.787941982461,FALSE,0,0,0,,,
2013-05-31,2013,5,31,1009.4,33,29.5,27.2,24.5,75,28,0,8.9,"HKO",FALSE,TRUE,FALSE,FALSE,22.1514835131791,FALSE,0,1,0,,1,
2013-06-01,2013,6,1,1007.7,32.4,29.6,27.7,24.7,76,27,0,12.2,"HKO",FALSE,FALSE,FALSE,FALSE,22.5692946326426,FALSE,0,0,0,,,
