"month_id","year","month","month_date","age_group","sex","population","data_status","source_table","notes"
"2015-09",2015,9,2015-09-01,"60-64","Female",242198.360655738,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-10",2015,10,2015-10-01,"60-64","Female",243132.786885246,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-11",2015,11,2015-11-01,"60-64","Female",244098.360655738,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-12",2015,12,2015-12-01,"60-64","Female",245032.786885246,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-01",2016,1,2016-01-01,"60-64","Female",245998.360655738,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-02",2016,2,2016-02-01,"60-64","Female",246963.93442623,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-03",2016,3,2016-03-01,"60-64","Female",247867.213114754,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-04",2016,4,2016-04-01,"60-64","Female",248832.786885246,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-05",2016,5,2016-05-01,"60-64","Female",249767.213114754,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-06",2016,6,2016-06-01,"60-64","Female",250732.786885246,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-07",2016,7,2016-07-01,"60-64","Female",251857.534246575,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-08",2016,8,2016-08-01,"60-64","Female",253216.438356164,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-09",2016,9,2016-09-01,"60-64","Female",254575.342465753,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-10",2016,10,2016-10-01,"60-64","Female",255890.410958904,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-11",2016,11,2016-11-01,"60-64","Female",257249.315068493,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-12",2016,12,2016-12-01,"60-64","Female",258564.383561644,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-01",2017,1,2017-01-01,"60-64","Female",259923.287671233,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-02",2017,2,2017-02-01,"60-64","Female",261282.191780822,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-03",2017,3,2017-03-01,"60-64","Female",262509.589041096,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-04",2017,4,2017-04-01,"60-64","Female",263868.493150685,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-05",2017,5,2017-05-01,"60-64","Female",265183.561643836,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-06",2017,6,2017-06-01,"60-64","Female",266542.465753425,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-07",2017,7,2017-07-01,"60-64","Female",267943.835616438,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-08",2017,8,2017-08-01,"60-64","Female",269481.095890411,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-09",2017,9,2017-09-01,"60-64","Female",271018.356164384,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-10",2017,10,2017-10-01,"60-64","Female",272506.02739726,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-11",2017,11,2017-11-01,"60-64","Female",274043.287671233,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-12",2017,12,2017-12-01,"60-64","Female",275530.95890411,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-01",2018,1,2018-01-01,"60-64","Female",277068.219178082,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-02",2018,2,2018-02-01,"60-64","Female",278605.479452055,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-03",2018,3,2018-03-01,"60-64","Female",279993.97260274,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-04",2018,4,2018-04-01,"60-64","Female",281531.232876712,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-05",2018,5,2018-05-01,"60-64","Female",283018.904109589,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-06",2018,6,2018-06-01,"60-64","Female",284556.164383562,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-07",2018,7,2018-07-01,"60-64","Female",285842.465753425,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-08",2018,8,2018-08-01,"60-64","Female",286963.561643836,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-09",2018,9,2018-09-01,"60-64","Female",288084.657534247,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-10",2018,10,2018-10-01,"60-64","Female",289169.589041096,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-11",2018,11,2018-11-01,"60-64","Female",290290.684931507,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-12",2018,12,2018-12-01,"60-64","Female",291375.616438356,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-01",2019,1,2019-01-01,"60-64","Female",292496.712328767,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-02",2019,2,2019-02-01,"60-64","Female",293617.808219178,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-03",2019,3,2019-03-01,"60-64","Female",294630.410958904,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-04",2019,4,2019-04-01,"60-64","Female",295751.506849315,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-05",2019,5,2019-05-01,"60-64","Female",296836.438356164,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-06",2019,6,2019-06-01,"60-64","Female",297957.534246575,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-07",2019,7,2019-07-01,"60-64","Female",298856.557377049,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-08",2019,8,2019-08-01,"60-64","Female",299593.442622951,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-09",2019,9,2019-09-01,"60-64","Female",300330.327868852,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-10",2019,10,2019-10-01,"60-64","Female",301043.442622951,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-11",2019,11,2019-11-01,"60-64","Female",301780.327868852,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-12",2019,12,2019-12-01,"60-64","Female",302493.442622951,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-01",2020,1,2020-01-01,"60-64","Female",303230.327868852,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-02",2020,2,2020-02-01,"60-64","Female",303967.213114754,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-03",2020,3,2020-03-01,"60-64","Female",304656.557377049,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-04",2020,4,2020-04-01,"60-64","Female",305393.442622951,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-05",2020,5,2020-05-01,"60-64","Female",306106.557377049,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-06",2020,6,2020-06-01,"60-64","Female",306843.442622951,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-07",2020,7,2020-07-01,"60-64","Female",307463.01369863,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-08",2020,8,2020-08-01,"60-64","Female",308006.575342466,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-09",2020,9,2020-09-01,"60-64","Female",308550.136986301,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-10",2020,10,2020-10-01,"60-64","Female",309076.164383562,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-11",2020,11,2020-11-01,"60-64","Female",309619.726027397,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-12",2020,12,2020-12-01,"60-64","Female",310145.753424658,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2021-01",2021,1,2021-01-01,"60-64","Female",310689.315068493,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2021-02",2021,2,2021-02-01,"60-64","Female",311232.876712329,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2021-03",2021,3,2021-03-01,"60-64","Female",311723.835616438,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2021-04",2021,4,2021-04-01,"60-64","Female",312267.397260274,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2021-05",2021,5,2021-05-01,"60-64","Female",312793.424657534,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2021-06",2021,6,2021-06-01,"60-64","Female",313336.98630137,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2021-07",2021,7,2021-07-01,"60-64","Female",314047.945205479,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2021-08",2021,8,2021-08-01,"60-64","Female",314973.698630137,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2021-09",2021,9,2021-09-01,"60-64","Female",315899.452054795,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2021-10",2021,10,2021-10-01,"60-64","Female",316795.342465753,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2021-11",2021,11,2021-11-01,"60-64","Female",317721.095890411,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2021-12",2021,12,2021-12-01,"60-64","Female",318616.98630137,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-01",2022,1,2022-01-01,"60-64","Female",319542.739726027,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-02",2022,2,2022-02-01,"60-64","Female",320468.493150685,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-03",2022,3,2022-03-01,"60-64","Female",321304.657534247,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-04",2022,4,2022-04-01,"60-64","Female",322230.410958904,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-05",2022,5,2022-05-01,"60-64","Female",323126.301369863,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-06",2022,6,2022-06-01,"60-64","Female",324052.054794521,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-07",2022,7,2022-07-01,"60-64","Female",325165.753424658,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-08",2022,8,2022-08-01,"60-64","Female",326541.643835616,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-09",2022,9,2022-09-01,"60-64","Female",327917.534246575,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-10",2022,10,2022-10-01,"60-64","Female",329249.04109589,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-11",2022,11,2022-11-01,"60-64","Female",330624.931506849,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-12",2022,12,2022-12-01,"60-64","Female",331956.438356164,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-01",2023,1,2023-01-01,"60-64","Female",333332.328767123,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-02",2023,2,2023-02-01,"60-64","Female",334708.219178082,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-03",2023,3,2023-03-01,"60-64","Female",335950.95890411,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-04",2023,4,2023-04-01,"60-64","Female",337326.849315069,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-05",2023,5,2023-05-01,"60-64","Female",338658.356164384,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-06",2023,6,2023-06-01,"60-64","Female",340034.246575342,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-07",2023,7,2023-07-01,"60-64","Female",340933.606557377,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-08",2023,8,2023-08-01,"60-64","Female",341416.393442623,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-09",2023,9,2023-09-01,"60-64","Female",341899.180327869,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-10",2023,10,2023-10-01,"60-64","Female",342366.393442623,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-11",2023,11,2023-11-01,"60-64","Female",342849.180327869,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-12",2023,12,2023-12-01,"60-64","Female",343316.393442623,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-01",2013,1,2013-01-01,"65-69","Female",138759.452054795,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-02",2013,2,2013-02-01,"65-69","Female",140186.301369863,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-03",2013,3,2013-03-01,"65-69","Female",141475.068493151,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-04",2013,4,2013-04-01,"65-69","Female",142901.917808219,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-05",2013,5,2013-05-01,"65-69","Female",144282.739726027,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-06",2013,6,2013-06-01,"65-69","Female",145709.589041096,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-07",2013,7,2013-07-01,"65-69","Female",147094.520547945,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-08",2013,8,2013-08-01,"65-69","Female",148529.863013699,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-09",2013,9,2013-09-01,"65-69","Female",149965.205479452,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-10",2013,10,2013-10-01,"65-69","Female",151354.246575342,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-11",2013,11,2013-11-01,"65-69","Female",152789.589041096,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-12",2013,12,2013-12-01,"65-69","Female",154178.630136986,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-01",2014,1,2014-01-01,"65-69","Female",155613.97260274,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-02",2014,2,2014-02-01,"65-69","Female",157049.315068493,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-03",2014,3,2014-03-01,"65-69","Female",158345.753424658,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-04",2014,4,2014-04-01,"65-69","Female",159781.095890411,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-05",2014,5,2014-05-01,"65-69","Female",161170.136986301,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-06",2014,6,2014-06-01,"65-69","Female",162605.479452055,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-07",2014,7,2014-07-01,"65-69","Female",164101.369863014,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-08",2014,8,2014-08-01,"65-69","Female",165757.534246575,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-09",2014,9,2014-09-01,"65-69","Female",167413.698630137,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-10",2014,10,2014-10-01,"65-69","Female",169016.438356164,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-11",2014,11,2014-11-01,"65-69","Female",170672.602739726,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-12",2014,12,2014-12-01,"65-69","Female",172275.342465753,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-01",2015,1,2015-01-01,"65-69","Female",173931.506849315,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-02",2015,2,2015-02-01,"65-69","Female",175587.671232877,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-03",2015,3,2015-03-01,"65-69","Female",177083.561643836,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-04",2015,4,2015-04-01,"65-69","Female",178739.726027397,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-05",2015,5,2015-05-01,"65-69","Female",180342.465753425,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-06",2015,6,2015-06-01,"65-69","Female",181998.630136986,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-07",2015,7,2015-07-01,"65-69","Female",183472.131147541,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-08",2015,8,2015-08-01,"65-69","Female",184861.202185792,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-09",2015,9,2015-09-01,"65-69","Female",186250.273224044,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-10",2015,10,2015-10-01,"65-69","Female",187594.535519126,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-11",2015,11,2015-11-01,"65-69","Female",188983.606557377,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-12",2015,12,2015-12-01,"65-69","Female",190327.868852459,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-01",2016,1,2016-01-01,"65-69","Female",191716.93989071,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-02",2016,2,2016-02-01,"65-69","Female",193106.010928962,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-03",2016,3,2016-03-01,"65-69","Female",194405.464480874,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-04",2016,4,2016-04-01,"65-69","Female",195794.535519126,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-05",2016,5,2016-05-01,"65-69","Female",197138.797814208,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-06",2016,6,2016-06-01,"65-69","Female",198527.868852459,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-07",2016,7,2016-07-01,"65-69","Female",199615.068493151,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-08",2016,8,2016-08-01,"65-69","Female",200472.876712329,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-09",2016,9,2016-09-01,"65-69","Female",201330.684931507,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-10",2016,10,2016-10-01,"65-69","Female",202160.821917808,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-11",2016,11,2016-11-01,"65-69","Female",203018.630136986,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-12",2016,12,2016-12-01,"65-69","Female",203848.767123288,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-01",2017,1,2017-01-01,"65-69","Female",204706.575342466,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-02",2017,2,2017-02-01,"65-69","Female",205564.383561644,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-03",2017,3,2017-03-01,"65-69","Female",206339.178082192,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-04",2017,4,2017-04-01,"65-69","Female",207196.98630137,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-05",2017,5,2017-05-01,"65-69","Female",208027.123287671,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-06",2017,6,2017-06-01,"65-69","Female",208884.931506849,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-07",2017,7,2017-07-01,"65-69","Female",209719.178082192,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-08",2017,8,2017-08-01,"65-69","Female",210585.479452055,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-09",2017,9,2017-09-01,"65-69","Female",211451.780821918,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-10",2017,10,2017-10-01,"65-69","Female",212290.136986301,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-11",2017,11,2017-11-01,"65-69","Female",213156.438356164,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-12",2017,12,2017-12-01,"65-69","Female",213994.794520548,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-01",2018,1,2018-01-01,"65-69","Female",214861.095890411,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-02",2018,2,2018-02-01,"65-69","Female",215727.397260274,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-03",2018,3,2018-03-01,"65-69","Female",216509.863013699,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-04",2018,4,2018-04-01,"65-69","Female",217376.164383562,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-05",2018,5,2018-05-01,"65-69","Female",218214.520547945,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-06",2018,6,2018-06-01,"65-69","Female",219080.821917808,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-07",2018,7,2018-07-01,"65-69","Female",219960.273972603,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-08",2018,8,2018-08-01,"65-69","Female",220911.506849315,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-09",2018,9,2018-09-01,"65-69","Female",221862.739726027,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-10",2018,10,2018-10-01,"65-69","Female",222783.287671233,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-11",2018,11,2018-11-01,"65-69","Female",223734.520547945,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-12",2018,12,2018-12-01,"65-69","Female",224655.068493151,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-01",2019,1,2019-01-01,"65-69","Female",225606.301369863,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-02",2019,2,2019-02-01,"65-69","Female",226557.534246575,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-03",2019,3,2019-03-01,"65-69","Female",227416.712328767,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-04",2019,4,2019-04-01,"65-69","Female",228367.945205479,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-05",2019,5,2019-05-01,"65-69","Female",229288.493150685,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-06",2019,6,2019-06-01,"65-69","Female",230239.726027397,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-07",2019,7,2019-07-01,"65-69","Female",231007.37704918,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-08",2019,8,2019-08-01,"65-69","Female",231642.62295082,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-09",2019,9,2019-09-01,"65-69","Female",232277.868852459,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-10",2019,10,2019-10-01,"65-69","Female",232892.62295082,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-11",2019,11,2019-11-01,"65-69","Female",233527.868852459,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-12",2019,12,2019-12-01,"65-69","Female",234142.62295082,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-01",2020,1,2020-01-01,"65-69","Female",234777.868852459,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-02",2020,2,2020-02-01,"65-69","Female",235413.114754098,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-03",2020,3,2020-03-01,"65-69","Female",236007.37704918,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-04",2020,4,2020-04-01,"65-69","Female",236642.62295082,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-05",2020,5,2020-05-01,"65-69","Female",237257.37704918,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-06",2020,6,2020-06-01,"65-69","Female",237892.62295082,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-07",2020,7,2020-07-01,"65-69","Female",238795.890410959,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-08",2020,8,2020-08-01,"65-69","Female",240027.397260274,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-09",2020,9,2020-09-01,"65-69","Female",241258.904109589,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-10",2020,10,2020-10-01,"65-69","Female",242450.684931507,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-11",2020,11,2020-11-01,"65-69","Female",243682.191780822,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-12",2020,12,2020-12-01,"65-69","Female",244873.97260274,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
