"month_id","year","month","month_date","age_group","sex","population","data_status","source_table","notes"
"2022-09",2022,9,2022-09-01,"75-79","Female",117897.260273973,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-10",2022,10,2022-10-01,"75-79","Female",119376.712328767,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-11",2022,11,2022-11-01,"75-79","Female",120905.479452055,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-12",2022,12,2022-12-01,"75-79","Female",122384.931506849,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-01",2023,1,2023-01-01,"75-79","Female",123913.698630137,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-02",2023,2,2023-02-01,"75-79","Female",125442.465753425,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-03",2023,3,2023-03-01,"75-79","Female",126823.287671233,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-04",2023,4,2023-04-01,"75-79","Female",128352.054794521,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-05",2023,5,2023-05-01,"75-79","Female",129831.506849315,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-06",2023,6,2023-06-01,"75-79","Female",131360.273972603,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-07",2023,7,2023-07-01,"75-79","Female",132899.180327869,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-08",2023,8,2023-08-01,"75-79","Female",134550.819672131,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-09",2023,9,2023-09-01,"75-79","Female",136202.459016393,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-10",2023,10,2023-10-01,"75-79","Female",137800.819672131,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-11",2023,11,2023-11-01,"75-79","Female",139452.459016393,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-12",2023,12,2023-12-01,"75-79","Female",141050.819672131,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-01",2013,1,2013-01-01,"80-84","Female",87072.0547945205,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-02",2013,2,2013-02-01,"80-84","Female",87301.3698630137,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-03",2013,3,2013-03-01,"80-84","Female",87508.4931506849,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-04",2013,4,2013-04-01,"80-84","Female",87737.8082191781,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-05",2013,5,2013-05-01,"80-84","Female",87959.7260273973,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-06",2013,6,2013-06-01,"80-84","Female",88189.0410958904,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-07",2013,7,2013-07-01,"80-84","Female",88427.397260274,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-08",2013,8,2013-08-01,"80-84","Female",88690.6849315069,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-09",2013,9,2013-09-01,"80-84","Female",88953.9726027397,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-10",2013,10,2013-10-01,"80-84","Female",89208.7671232877,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-11",2013,11,2013-11-01,"80-84","Female",89472.0547945205,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-12",2013,12,2013-12-01,"80-84","Female",89726.8493150685,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-01",2014,1,2014-01-01,"80-84","Female",89990.1369863014,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-02",2014,2,2014-02-01,"80-84","Female",90253.4246575342,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-03",2014,3,2014-03-01,"80-84","Female",90491.2328767123,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-04",2014,4,2014-04-01,"80-84","Female",90754.5205479452,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-05",2014,5,2014-05-01,"80-84","Female",91009.3150684931,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-06",2014,6,2014-06-01,"80-84","Female",91272.602739726,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-07",2014,7,2014-07-01,"80-84","Female",91441.095890411,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-08",2014,8,2014-08-01,"80-84","Female",91526.0273972603,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-09",2014,9,2014-09-01,"80-84","Female",91610.9589041096,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-10",2014,10,2014-10-01,"80-84","Female",91693.1506849315,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-11",2014,11,2014-11-01,"80-84","Female",91778.0821917808,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-12",2014,12,2014-12-01,"80-84","Female",91860.2739726027,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-01",2015,1,2015-01-01,"80-84","Female",91945.2054794521,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-02",2015,2,2015-02-01,"80-84","Female",92030.1369863014,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-03",2015,3,2015-03-01,"80-84","Female",92106.8493150685,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-04",2015,4,2015-04-01,"80-84","Female",92191.7808219178,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-05",2015,5,2015-05-01,"80-84","Female",92273.9726027397,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-06",2015,6,2015-06-01,"80-84","Female",92358.904109589,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-07",2015,7,2015-07-01,"80-84","Female",92420.4918032787,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-08",2015,8,2015-08-01,"80-84","Female",92462.8415300546,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-09",2015,9,2015-09-01,"80-84","Female",92505.1912568306,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-10",2015,10,2015-10-01,"80-84","Female",92546.174863388,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-11",2015,11,2015-11-01,"80-84","Female",92588.5245901639,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-12",2015,12,2015-12-01,"80-84","Female",92629.5081967213,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-01",2016,1,2016-01-01,"80-84","Female",92671.8579234973,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-02",2016,2,2016-02-01,"80-84","Female",92714.2076502732,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-03",2016,3,2016-03-01,"80-84","Female",92753.825136612,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-04",2016,4,2016-04-01,"80-84","Female",92796.174863388,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-05",2016,5,2016-05-01,"80-84","Female",92837.1584699454,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-06",2016,6,2016-06-01,"80-84","Female",92879.5081967213,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-07",2016,7,2016-07-01,"80-84","Female",92949.3150684931,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-08",2016,8,2016-08-01,"80-84","Female",93051.2328767123,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-09",2016,9,2016-09-01,"80-84","Female",93153.1506849315,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-10",2016,10,2016-10-01,"80-84","Female",93251.7808219178,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-11",2016,11,2016-11-01,"80-84","Female",93353.698630137,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-12",2016,12,2016-12-01,"80-84","Female",93452.3287671233,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-01",2017,1,2017-01-01,"80-84","Female",93554.2465753425,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-02",2017,2,2017-02-01,"80-84","Female",93656.1643835616,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-03",2017,3,2017-03-01,"80-84","Female",93748.2191780822,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-04",2017,4,2017-04-01,"80-84","Female",93850.1369863014,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-05",2017,5,2017-05-01,"80-84","Female",93948.7671232877,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-06",2017,6,2017-06-01,"80-84","Female",94050.6849315069,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-07",2017,7,2017-07-01,"80-84","Female",94083.5616438356,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-08",2017,8,2017-08-01,"80-84","Female",94049.5890410959,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-09",2017,9,2017-09-01,"80-84","Female",94015.6164383562,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-10",2017,10,2017-10-01,"80-84","Female",93982.7397260274,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-11",2017,11,2017-11-01,"80-84","Female",93948.7671232877,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2017-12",2017,12,2017-12-01,"80-84","Female",93915.8904109589,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-01",2018,1,2018-01-01,"80-84","Female",93881.9178082192,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-02",2018,2,2018-02-01,"80-84","Female",93847.9452054795,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-03",2018,3,2018-03-01,"80-84","Female",93817.2602739726,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-04",2018,4,2018-04-01,"80-84","Female",93783.2876712329,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-05",2018,5,2018-05-01,"80-84","Female",93750.4109589041,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-06",2018,6,2018-06-01,"80-84","Female",93716.4383561644,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-07",2018,7,2018-07-01,"80-84","Female",93654.7945205479,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-08",2018,8,2018-08-01,"80-84","Female",93561.3698630137,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-09",2018,9,2018-09-01,"80-84","Female",93467.9452054795,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-10",2018,10,2018-10-01,"80-84","Female",93377.5342465753,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-11",2018,11,2018-11-01,"80-84","Female",93284.1095890411,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2018-12",2018,12,2018-12-01,"80-84","Female",93193.698630137,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-01",2019,1,2019-01-01,"80-84","Female",93100.2739726027,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-02",2019,2,2019-02-01,"80-84","Female",93006.8493150685,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-03",2019,3,2019-03-01,"80-84","Female",92922.4657534247,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-04",2019,4,2019-04-01,"80-84","Female",92829.0410958904,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-05",2019,5,2019-05-01,"80-84","Female",92738.6301369863,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-06",2019,6,2019-06-01,"80-84","Female",92645.2054794521,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-07",2019,7,2019-07-01,"80-84","Female",92477.0491803279,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-08",2019,8,2019-08-01,"80-84","Female",92222.9508196721,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-09",2019,9,2019-09-01,"80-84","Female",91968.8524590164,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-10",2019,10,2019-10-01,"80-84","Female",91722.9508196721,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-11",2019,11,2019-11-01,"80-84","Female",91468.8524590164,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2019-12",2019,12,2019-12-01,"80-84","Female",91222.9508196721,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-01",2020,1,2020-01-01,"80-84","Female",90968.8524590164,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-02",2020,2,2020-02-01,"80-84","Female",90714.7540983607,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-03",2020,3,2020-03-01,"80-84","Female",90477.0491803279,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-04",2020,4,2020-04-01,"80-84","Female",90222.9508196721,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-05",2020,5,2020-05-01,"80-84","Female",89977.0491803279,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-06",2020,6,2020-06-01,"80-84","Female",89722.9508196721,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-07",2020,7,2020-07-01,"80-84","Female",89431.5068493151,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-08",2020,8,2020-08-01,"80-84","Female",89083.2876712329,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-09",2020,9,2020-09-01,"80-84","Female",88735.0684931507,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-10",2020,10,2020-10-01,"80-84","Female",88398.0821917808,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-11",2020,11,2020-11-01,"80-84","Female",88049.8630136986,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2020-12",2020,12,2020-12-01,"80-84","Female",87712.8767123288,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2021-01",2021,1,2021-01-01,"80-84","Female",87364.6575342466,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2021-02",2021,2,2021-02-01,"80-84","Female",87016.4383561644,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2021-03",2021,3,2021-03-01,"80-84","Female",86701.9178082192,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2021-04",2021,4,2021-04-01,"80-84","Female",86353.698630137,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2021-05",2021,5,2021-05-01,"80-84","Female",86016.7123287671,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2021-06",2021,6,2021-06-01,"80-84","Female",85668.4931506849,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2021-07",2021,7,2021-07-01,"80-84","Female",85364.3835616438,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2021-08",2021,8,2021-08-01,"80-84","Female",85084.1095890411,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2021-09",2021,9,2021-09-01,"80-84","Female",84803.8356164384,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2021-10",2021,10,2021-10-01,"80-84","Female",84532.602739726,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2021-11",2021,11,2021-11-01,"80-84","Female",84252.3287671233,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2021-12",2021,12,2021-12-01,"80-84","Female",83981.095890411,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-01",2022,1,2022-01-01,"80-84","Female",83700.8219178082,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-02",2022,2,2022-02-01,"80-84","Female",83420.5479452055,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-03",2022,3,2022-03-01,"80-84","Female",83167.397260274,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-04",2022,4,2022-04-01,"80-84","Female",82887.1232876712,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-05",2022,5,2022-05-01,"80-84","Female",82615.8904109589,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-06",2022,6,2022-06-01,"80-84","Female",82335.6164383562,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-07",2022,7,2022-07-01,"80-84","Female",82163.0136986301,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-08",2022,8,2022-08-01,"80-84","Female",82086.5753424658,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-09",2022,9,2022-09-01,"80-84","Female",82010.1369863014,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-10",2022,10,2022-10-01,"80-84","Female",81936.1643835616,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-11",2022,11,2022-11-01,"80-84","Female",81859.7260273973,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2022-12",2022,12,2022-12-01,"80-84","Female",81785.7534246575,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-01",2023,1,2023-01-01,"80-84","Female",81709.3150684931,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-02",2023,2,2023-02-01,"80-84","Female",81632.8767123288,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-03",2023,3,2023-03-01,"80-84","Female",81563.8356164384,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-04",2023,4,2023-04-01,"80-84","Female",81487.397260274,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-05",2023,5,2023-05-01,"80-84","Female",81413.4246575342,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-06",2023,6,2023-06-01,"80-84","Female",81336.9863013699,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-07",2023,7,2023-07-01,"80-84","Female",81316.393442623,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-08",2023,8,2023-08-01,"80-84","Female",81350.2732240437,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-09",2023,9,2023-09-01,"80-84","Female",81384.1530054645,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-10",2023,10,2023-10-01,"80-84","Female",81416.9398907104,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-11",2023,11,2023-11-01,"80-84","Female",81450.8196721312,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2023-12",2023,12,2023-12-01,"80-84","Female",81483.606557377,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-01",2013,1,2013-01-01,"85+","Female",93934.7945205479,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-02",2013,2,2013-02-01,"85+","Female",94469.8630136986,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-03",2013,3,2013-03-01,"85+","Female",94953.1506849315,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-04",2013,4,2013-04-01,"85+","Female",95488.2191780822,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-05",2013,5,2013-05-01,"85+","Female",96006.0273972603,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-06",2013,6,2013-06-01,"85+","Female",96541.095890411,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-07",2013,7,2013-07-01,"85+","Female",97009.5890410959,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-08",2013,8,2013-08-01,"85+","Female",97442.7397260274,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-09",2013,9,2013-09-01,"85+","Female",97875.8904109589,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-10",2013,10,2013-10-01,"85+","Female",98295.0684931507,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-11",2013,11,2013-11-01,"85+","Female",98728.2191780822,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2013-12",2013,12,2013-12-01,"85+","Female",99147.397260274,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-01",2014,1,2014-01-01,"85+","Female",99580.5479452055,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-02",2014,2,2014-02-01,"85+","Female",100013.698630137,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-03",2014,3,2014-03-01,"85+","Female",100404.931506849,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-04",2014,4,2014-04-01,"85+","Female",100838.082191781,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-05",2014,5,2014-05-01,"85+","Female",101257.260273973,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-06",2014,6,2014-06-01,"85+","Female",101690.410958904,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-07",2014,7,2014-07-01,"85+","Female",102138.356164384,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-08",2014,8,2014-08-01,"85+","Female",102630.95890411,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-09",2014,9,2014-09-01,"85+","Female",103123.561643836,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-10",2014,10,2014-10-01,"85+","Female",103600.273972603,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-11",2014,11,2014-11-01,"85+","Female",104092.876712329,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2014-12",2014,12,2014-12-01,"85+","Female",104569.589041096,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-01",2015,1,2015-01-01,"85+","Female",105062.191780822,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-02",2015,2,2015-02-01,"85+","Female",105554.794520548,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-03",2015,3,2015-03-01,"85+","Female",105999.726027397,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-04",2015,4,2015-04-01,"85+","Female",106492.328767123,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-05",2015,5,2015-05-01,"85+","Female",106969.04109589,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-06",2015,6,2015-06-01,"85+","Female",107461.643835616,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-07",2015,7,2015-07-01,"85+","Female",107970.491803279,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-08",2015,8,2015-08-01,"85+","Female",108529.508196721,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-09",2015,9,2015-09-01,"85+","Female",109088.524590164,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-10",2015,10,2015-10-01,"85+","Female",109629.508196721,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-11",2015,11,2015-11-01,"85+","Female",110188.524590164,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2015-12",2015,12,2015-12-01,"85+","Female",110729.508196721,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-01",2016,1,2016-01-01,"85+","Female",111288.524590164,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-02",2016,2,2016-02-01,"85+","Female",111847.540983607,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-03",2016,3,2016-03-01,"85+","Female",112370.491803279,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-04",2016,4,2016-04-01,"85+","Female",112929.508196721,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-05",2016,5,2016-05-01,"85+","Female",113470.491803279,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-06",2016,6,2016-06-01,"85+","Female",114029.508196721,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-07",2016,7,2016-07-01,"85+","Female",114530.136986301,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-08",2016,8,2016-08-01,"85+","Female",115005.753424658,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-09",2016,9,2016-09-01,"85+","Female",115481.369863014,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-10",2016,10,2016-10-01,"85+","Female",115941.643835616,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
"2016-11",2016,11,2016-11-01,"85+","Female",116417.260273973,"CSD_IMPORTED","110-01001","Linear interpolation between mid-year C&SD estimates"
