"month_id","year","month","n_events","outcome","care_setting","cohort","event_definition","data_status","source_file","source_sha256","stroke_type","age_group","sex"
"2020-01",2020,1,970,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2020-02",2020,2,618,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2020-03",2020,3,731,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2020-04",2020,4,701,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2020-05",2020,5,857,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2020-06",2020,6,984,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2020-07",2020,7,808,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2020-08",2020,8,759,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2020-09",2020,9,943,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2020-10",2020,10,924,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2020-11",2020,11,995,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2020-12",2020,12,947,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2021-01",2021,1,975,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2021-02",2021,2,797,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2021-03",2021,3,1119,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2021-04",2021,4,987,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2021-05",2021,5,1026,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2021-06",2021,6,947,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2021-07",2021,7,1049,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2021-08",2021,8,994,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2021-09",2021,9,959,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2021-10",2021,10,1000,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2021-11",2021,11,1131,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2021-12",2021,12,1051,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2022-01",2022,1,1052,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2022-02",2022,2,693,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2022-03",2022,3,806,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2022-04",2022,4,791,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2022-05",2022,5,914,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2022-06",2022,6,954,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2022-07",2022,7,904,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2022-08",2022,8,1022,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2022-09",2022,9,911,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2022-10",2022,10,982,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2022-11",2022,11,1010,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2022-12",2022,12,1037,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2023-01",2023,1,928,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2023-02",2023,2,1032,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2023-03",2023,3,1116,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2023-04",2023,4,923,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2023-05",2023,5,1111,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2023-06",2023,6,1036,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2023-07",2023,7,1020,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2023-08",2023,8,1090,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2023-09",2023,9,963,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2023-10",2023,10,937,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2023-11",2023,11,1085,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
"2023-12",2023,12,1082,"chd","inpatient","T2D_and_or_HTN_2013_2023","first_hospitalization_after_first_cvd_diagnosis_record","HA_APPROVED_AGGREGATE","coronary_heart_disease_adm.xlsx","8c717086b3acef51d0de2492c1adbc8da26e0d1f3f6e2593d4463620a742546b","chd_all","all","all"
